dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,1,0,0,1,recursive,-7.9213161519181758e-15,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,1,0,0,1,direct,-5.8007636195251509e-13,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,1,0,0,1,fe_geometry,-5.8007636195251529e-13,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,0,1,0,1,recursive,9.4169540473792575e-15,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,0,1,0,1,direct,1.0939032252118627e-12,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,0,1,0,1,fe_geometry,1.0939032252118623e-12,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,0,0,1,1,recursive,-2.4275246309288474e-14,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,0,0,1,1,direct,9.0535567190591276e-13,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,0,0,1,1,fe_geometry,9.0535567190591276e-13,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,2,0,0,2,recursive,-4.8879646988382696e-15,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,2,0,0,2,direct,1.8324569357914503e-11,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
3,2,0,10,0,0.23000000000000001,0.31,0.37,0.315,0.45499999999999996,0.33499999999999996,constant,2,0,0,2,fe_geometry,1.8324569357914494e-11,1.1102230246251565e-16,2.2204460492503131e-16,7.8886090522101181e-31,0.13358004199108109,0.011052332993131131
