dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,recursive,-7.6285465418951997e-14,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,direct,-1.2964788111695415e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,fe_geometry,-1.2964788111698495e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,recursive,-1.1514797059805521e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,direct,-4.440073982455883e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,fe_geometry,-4.4400739824556098e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,recursive,7.6807172450710456e-12,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,direct,2.7695100889900459e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,fe_geometry,2.7695100889900756e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,1,0,2,recursive,-2.494095641100957e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,1,0,2,direct,2.2299751768064633e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,1,0,2,fe_geometry,2.2299751768065182e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,2,0,2,recursive,-5.6880879541809646e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,2,0,2,direct,3.3825400999513336e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,2,0,2,fe_geometry,3.3825400999507112e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,3,0,0,3,recursive,2.4590853868623893e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,3,0,0,3,direct,3.57655204300174e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,3,0,0,3,fe_geometry,3.5765520430049602e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,1,0,3,recursive,3.9595162812643079e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,1,0,3,direct,3.5826637132506245e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,1,0,3,fe_geometry,3.5826637132517313e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,2,0,3,recursive,5.6981440633234374e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,2,0,3,direct,7.092061178494221e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,2,0,3,fe_geometry,7.0920611784941126e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,3,0,3,recursive,1.6541349436224771e-08,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,3,0,3,direct,9.1392054371985596e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,3,0,3,fe_geometry,9.1392054371964734e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,4,0,0,4,recursive,4.6950852045277347e-07,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,4,0,0,4,direct,-1.1859170901563406e-06,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,4,0,0,4,fe_geometry,-1.1859170901569322e-06,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,3,1,0,4,recursive,3.8433880579851709e-07,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,3,1,0,4,direct,-1.408175901080469e-06,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,3,1,0,4,fe_geometry,-1.408175901080259e-06,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,2,0,4,recursive,3.4561991597356166e-09,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,2,0,4,direct,3.6389390048153169e-07,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,2,0,4,fe_geometry,3.638939004816309e-07,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,3,0,4,recursive,1.0720963984209298e-06,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.00043549999827519059,0.00058791699120774865
