dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,recursive,-4.395678752881246e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,direct,-2.3203054478100604e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,fe_geometry,-2.320305447810062e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,recursive,2.4612118666958958e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,direct,4.5252726022311978e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,fe_geometry,4.5252726022312002e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,1,1,recursive,-8.8207975074738514e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,1,1,direct,3.2090572217453327e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,1,1,fe_geometry,3.2090572217453319e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,0,2,recursive,-1.7898729669288347e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,0,2,direct,2.9319310972663206e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,0,2,fe_geometry,2.9319310972663206e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,1,0,2,recursive,-3.8619432005754986e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,1,0,2,direct,1.2566548533715206e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,1,0,2,fe_geometry,1.2566548533714962e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,1,2,recursive,2.3549911615983724e-13,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,1,2,direct,-6.903700660559837e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,1,2,fe_geometry,-6.9037006605598383e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,2,0,2,recursive,7.6795235185615605e-13,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,2,0,2,direct,1.2838569496573364e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,2,0,2,fe_geometry,1.2838569496573364e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,1,2,recursive,4.218067674989799e-13,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,1,2,direct,-2.1978825885414976e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,1,2,fe_geometry,-2.1978825885414998e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,2,2,recursive,-2.296660209601903e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,2,2,direct,4.785455335530084e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,2,2,fe_geometry,4.7854553355300891e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,3,0,0,3,recursive,1.1722049589567038e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,3,0,0,3,direct,-4.0426844025461923e-09,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,3,0,0,3,fe_geometry,-4.0426844025461849e-09,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,1,0,3,recursive,-1.2776482109705659e-09,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,1,0,3,direct,1.7521761107346492e-09,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,1,0,3,fe_geometry,1.752176110734661e-09,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,1,3,recursive,-1.7676654053359287e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
3,8,1,10,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,1,3,direct,3.9684333345831175e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.13414095801999792,0.011944958008825779
