dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,recursive,-4.395678752881246e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,direct,-2.3203054478100604e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,fe_geometry,-2.320305447810062e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,recursive,2.4612118666958958e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,direct,4.5252726022311978e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,fe_geometry,4.5252726022312002e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,1,1,recursive,-8.8207975074738514e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,1,1,direct,3.2090572217453327e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,0,1,1,fe_geometry,3.2090572217453319e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,0,2,recursive,-1.7898729669288347e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,0,2,direct,2.9319310972663206e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,2,0,0,2,fe_geometry,2.9319310972663206e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,1,0,2,recursive,-3.8619432005754986e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,1,0,2,direct,1.2566548533715206e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,1,0,2,fe_geometry,1.2566548533714962e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,1,2,recursive,2.3549911615983724e-13,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,1,2,direct,-6.903700660559837e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,1,2,fe_geometry,-6.9037006605598383e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,2,0,2,recursive,7.6795235185615605e-13,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,2,0,2,direct,1.2838569496573364e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,2,0,2,fe_geometry,1.2838569496573364e-10,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,1,2,recursive,4.218067674989799e-13,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,1,2,direct,-2.1978825885414976e-11,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.15565045797848143,0.00057162501616403461
