family,n,p,amplitude,qextra,field,multi,canonical_error,mean_error,mean_to_canonical,change_over_error,change_l2,canonical_relative,floor
quad,4.0,5.0,0.0,0.0,cubic,xyy,1.4686733700893943e-10,1.2895997970213792e-10,0.8780712058140502,0.32811097415258694,4.81887850171994e-11,7.343366850446942e-11,2.1866283586295874e-15
quad,8.0,5.0,0.0,0.0,sine,xy,4.3806133280784434e-07,4.380613239155937e-07,0.9999999797009003,4.38858185017074e-06,1.9224680144221097e-12,1.0356667258315641e-07,4.916938826447994e-09
quad,8.0,5.0,0.0,0.0,sine,xxy,1.125790991016867e-05,1.1257912404570275e-05,1.0000002215688015,1.5678605061225493e-05,1.7650832329639113e-10,1.3227511779336612e-06,9.895119877526413e-09
quad,8.0,5.0,0.0,0.0,sine,xyy,8.509156632724616e-05,8.50915637814458e-05,0.9999999700816372,4.436213020257517e-06,3.774843144550355e-10,6.665237774430356e-06,1.484267984404428e-08
quad,8.0,5.0,0.0,0.0,exponential,xy,4.921662903359044e-10,4.927479387960354e-10,1.0011818128781922,0.012702860620879608,6.25191978843236e-12,4.2013736626614516e-10,1.8610357506905967e-12
quad,8.0,5.0,0.0,0.0,exponential,xxy,9.636673177992754e-08,9.643003927742618e-08,1.0006569434941845,0.006089245726858907,5.868007097022822e-10,8.2263384715077e-08,1.8610357506905967e-12
quad,8.0,5.0,0.0,0.0,exponential,xyy,5.609610656726397e-09,5.479027317304236e-09,0.9767214968358666,0.21820521234046694,1.2240462844983297e-09,9.577279441414015e-09,9.305178753452984e-13
quad,8.0,5.0,0.0,0.0,cubic,xy,6.826712713371101e-12,6.675892197145794e-12,0.9779072999615315,0.18044322577453015,1.231834063436677e-12,3.1601539227058972e-12,2.564425324566883e-15
quad,8.0,5.0,0.0,0.0,cubic,xxy,9.139262298071875e-10,8.868739514266452e-10,0.9703999321846255,0.1254923539380327,1.146907539042154e-10,4.5696311490359294e-10,2.2092865879999665e-15
quad,8.0,5.0,0.0,0.0,cubic,xyy,8.939980737999227e-10,8.775414441597138e-10,0.9815920972063618,0.2578513447631255,2.3051860554495394e-10,4.4699903689996056e-10,2.2092865879999665e-15
quad,2.0,3.0,0.4,0.0,sine,xy,0.06277187264682828,0.06502260291447576,1.0358557132795878,0.2844347385945336,0.017854501187389956,0.014840556549868825,0.004875777044844904
quad,2.0,3.0,0.4,0.0,sine,xxy,0.6319919010058113,0.6026352942464982,0.9535490775869244,0.2245278765512311,0.14189979953041065,0.07425605979888711,0.009161799897667548
quad,2.0,3.0,0.4,0.0,sine,xyy,1.3230892388841888,1.4478842053573842,1.0943208990033353,0.3979759896398022,0.5265577492267077,0.10363781928796696,0.013742699846501297
quad,2.0,3.0,0.4,0.0,exponential,xy,0.003828783286527445,0.0020598825234060046,0.5379992465633219,0.4889660141277729,0.0018721449025723596,0.003268437838169694,6.094670515745249e-06
quad,2.0,3.0,0.4,0.0,exponential,xxy,0.09097636471109874,0.06163025658548594,0.6774315151105098,0.3262831975761228,0.029684059181788836,0.07766190211057007,6.094670515745249e-06
quad,2.0,3.0,0.4,0.0,exponential,xyy,0.017746043986239607,0.015135107647217651,0.8528722040221194,0.7568262401189436,0.013430671747091113,0.0302977929550328,3.0473352578726247e-06
quad,2.0,3.0,0.4,0.0,cubic,xy,0.0014884658145321054,0.0014215994419020054,0.9550769846527384,0.8552889322331525,0.001273068337176714,0.0006890257844590726,2.6916702341058796e-15
quad,2.0,3.0,0.4,0.0,cubic,xxy,0.03399322202517347,0.023700334092027094,0.6972076396428664,0.33468667160918514,0.011377078336877353,0.016996611012586732,3.271746184085838e-15
quad,2.0,3.0,0.4,0.0,cubic,xyy,0.009722897733900247,0.03531441822008553,3.6320877979572757,3.5487647685837014,0.034504276926607506,0.004861448866950123,3.271746184085838e-15
