active_elements,cadence,case,cell_average_l2_error,cfl,conservation_drift,dimension,dofs,downwind_l2_error,elements,exit_code,filter_applications,id,l1_error,l2_error,limited_elements,linf_error,max,maximum,method,min,min_density,min_pressure,minimum,n,order,peak_mib,positivity_applications,problem,profile_prefix,program,ranks,rejected_steps,runtime_seconds,state_l2_error,status,steps,tf,time,wall_seconds
0,step,shock_burgers,,0.15,5.654319433712914e-16,,384,,128,0,2236,shock_burgers_ofdg_p2_n128_c0.15,nan,nan,,nan,1.399236098856015,,ofdg,-0.4074357416126664,,,,128,2,19.015625,,2,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shock_burgers_ofdg_p2_n128_c0.15,burgers,1,,0.8603299166666667,,ok,2236,2.2,2.2,1.131633499986492
3179,step,shock_burgers,,0.15,1.413579858428228e-16,,384,,128,0,2236,shock_burgers_ofdg-kxrcf_p2_n128_c0.15,nan,nan,,nan,1.400896067355663,,ofdg-kxrcf,-0.4074371318033385,,,,128,2,19.421875,,2,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shock_burgers_ofdg-kxrcf_p2_n128_c0.15,burgers,1,,0.9173154583333334,,ok,2236,2.2,2.2,1.122419000021182
0,step,shock_burgers,,0.15,2.261727773485167e-15,,768,,256,0,0,shock_burgers_dg_p2_n256_c0.15,nan,nan,,nan,1.719228093428496,,dg,-0.5194717601179935,,,,256,2,19.140625,,2,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shock_burgers_dg_p2_n256_c0.15,burgers,1,,2.836840708333334,,ok,4944,2.2,2.2,2.9283572089625522
0,step,shock_burgers,,0.15,2.40308575932799e-15,,768,,256,0,4475,shock_burgers_ofdg_p2_n256_c0.15,nan,nan,,nan,1.424171492577934,,ofdg,-0.4218530497219621,,,,256,2,19.484375,,2,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shock_burgers_ofdg_p2_n256_c0.15,burgers,1,,3.602053916666667,,ok,4475,2.2,2.2,3.8387335420120507
7028,step,shock_burgers,,0.15,3.109875688542105e-15,,768,,256,0,4475,shock_burgers_ofdg-kxrcf_p2_n256_c0.15,nan,nan,,nan,1.424173496468801,,ofdg-kxrcf,-0.4218665258901549,,,,256,2,19.6875,,2,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shock_burgers_ofdg-kxrcf_p2_n256_c0.15,burgers,1,,3.596611708333334,,ok,4475,2.2,2.2,3.8357846660073847
0,stage,shock_burgers,,0.15,8.481479150569377e-16,,768,,256,0,18888,shock_burgers_oedg_p2_n256_c0.15,nan,nan,,nan,1.403289915168678,,oedg,-0.4216816981359932,,,,256,2,19.640625,,2,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shock_burgers_oedg_p2_n256_c0.15,burgers,1,,7.138082874999999,,ok,4722,2.2,2.2,7.366002875030972
0,step,lax,,0.3,2.65667397314956,,1152,,,0,0,lax_dg_p1_n192_c0.3,nan,nan,717,nan,,,dg,,0.2517404380982945,0.46430435479523,,192,1,18.90625,4074,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_dg_p1_n192_c0.3,euler,1,0,0.5493649166666666,nan,ok,1358,1.3,1.3,0.9072078330209479
0,step,lax,,0.3,2.656673973149607,,1152,,,0,1175,lax_ofdg_p1_n192_c0.3,nan,nan,1,nan,,,ofdg,,0.3411054007160882,0.4656296040239174,,192,1,19.125,4700,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_ofdg_p1_n192_c0.3,euler,1,0,0.6568797083333334,nan,ok,1175,1.3,1.3,0.896790667087771
17820,step,lax,,0.3,2.656673973149595,,1152,,,0,1211,lax_ofdg-kxrcf_p1_n192_c0.3,nan,nan,1,nan,,,ofdg-kxrcf,,0.3071801690532321,0.4717369195617691,,192,1,19.1875,4844,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_ofdg-kxrcf_p1_n192_c0.3,euler,1,0,0.6610059166666667,nan,ok,1211,1.3,1.3,0.931388417026028
0,step,lax,,0.3,2.656673973148931,,1152,,,0,0,lax_dg_p2_n128_c0.3,nan,nan,661,nan,,,dg,,0.3171930054350427,0.3610410451173129,,128,2,18.71875,4185,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_dg_p2_n128_c0.3,euler,1,0,0.4156267916666667,nan,ok,1395,1.3,1.3,0.6748893749900162
0,step,lax,,0.3,2.656673973149558,,1152,,,0,1311,lax_ofdg_p2_n128_c0.3,nan,nan,0,nan,,,ofdg,,0.338324893239952,0.5491245196881446,,128,2,19.09375,5244,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_ofdg_p2_n128_c0.3,euler,1,0,0.5921428333333334,nan,ok,1311,1.3,1.3,0.6906216669594869
28089,step,lax,,0.3,2.656673973149569,,1152,,,0,1312,lax_ofdg-kxrcf_p2_n128_c0.3,nan,nan,0,nan,,,ofdg-kxrcf,,0.3374956083202587,0.5457018616661783,,128,2,19.234375,5248,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_ofdg-kxrcf_p2_n128_c0.3,euler,1,0,0.5681675,nan,ok,1312,1.3,1.3,0.6734447090420872
0,stage,lax,,0.3,2.656673973149403,,1152,,,0,3903,lax_oedg_p2_n128_c0.3,nan,nan,0,nan,,,oedg,,0.3414114834981618,0.5690599643778662,,128,2,19.109375,7806,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_oedg_p2_n128_c0.3,euler,1,0,1.04160225,nan,ok,1301,1.3,1.3,1.1307839999208227
0,step,lax,,0.3,2.6566739730697,,1152,,,0,0,lax_dg_p3_n96_c0.3,nan,nan,653,nan,,,dg,,0.3153239331497187,0.5183668315336811,,96,3,18.6875,4407,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_dg_p3_n96_c0.3,euler,1,0,0.3757954583333333,nan,ok,1469,1.3,1.3,0.4514972500037402
0,step,lax,,0.3,2.656673973133004,,1152,,,0,1377,lax_ofdg_p3_n96_c0.3,nan,nan,0,nan,,,ofdg,,0.3371131166883781,0.5453929464666404,,96,3,19.265625,5508,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_ofdg_p3_n96_c0.3,euler,1,0,0.5862611666666667,nan,ok,1377,1.3,1.3,0.6753175830235705
35601,step,lax,,0.3,2.656673973131854,,1152,,,0,1378,lax_ofdg-kxrcf_p3_n96_c0.3,nan,nan,0,nan,,,ofdg-kxrcf,,0.3361096654755866,0.5443370436784268,,96,3,19.15625,5512,7,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/lax_ofdg-kxrcf_p3_n96_c0.3,euler,1,0,0.5085237500000001,nan,ok,1378,1.3,1.3,0.6539051251020283
0,step,shu_osher,,0.3,6.389366444055352,,1800,,,0,0,shu_osher_dg_p2_n200_c0.3,nan,nan,3125,nan,,,dg,,0.7999987522971065,0.755944379655676,,200,2,18.890625,8736,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_dg_p2_n200_c0.3,euler,1,0,1.374134291666667,nan,ok,2912,1.8,1.8,1.5729421669384465
0,step,shu_osher,,0.3,6.389365796300379,,1800,,,0,2848,shu_osher_ofdg_p2_n200_c0.3,nan,nan,3,nan,,,ofdg,,0.8000015999201148,0.6833448578969014,,200,2,19.546875,11392,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_ofdg_p2_n200_c0.3,euler,1,0,2.013610791666667,nan,ok,2848,1.8,1.8,2.2513636669609696
324351,step,shu_osher,,0.3,6.389365792553039,,1800,,,0,2859,shu_osher_ofdg-kxrcf_p2_n200_c0.3,nan,nan,3,nan,,,ofdg-kxrcf,,0.800001533263262,0.6949545846259338,,200,2,19.8125,11436,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_ofdg-kxrcf_p2_n200_c0.3,euler,1,0,1.999166958333334,nan,ok,2859,1.8,1.8,2.2428584590088576
0,step,shu_osher,,0.3,6.389365756264914,,3600,,,0,0,shu_osher_dg_p2_n400_c0.3,nan,nan,6252,nan,,,dg,,0.8000001319468663,0.9334624875143144,,400,2,19.296875,17499,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_dg_p2_n400_c0.3,euler,1,0,5.367494791666666,nan,ok,5833,1.8,1.8,5.615976625005715
0,step,shu_osher,,0.3,6.389365755625389,,3600,,,0,5744,shu_osher_ofdg_p2_n400_c0.3,nan,nan,3,nan,,,ofdg,,0.8000001942827475,0.8427095411376306,,400,2,20.046875,22976,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_ofdg_p2_n400_c0.3,euler,1,0,8.099092000000001,nan,ok,5744,1.8,1.8,8.382986082928255
1331672,step,shu_osher,,0.3,6.389365755645216,,3600,,,0,5750,shu_osher_ofdg-kxrcf_p2_n400_c0.3,nan,nan,3,nan,,,ofdg-kxrcf,,0.8000001941107965,0.8494884193785316,,400,2,20.71875,23000,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_ofdg-kxrcf_p2_n400_c0.3,euler,1,0,8.018081500000001,nan,ok,5750,1.8,1.8,8.309181459015235
0,stage,shu_osher,,0.3,6.38936575563242,,3600,,,0,17172,shu_osher_oedg_p2_n400_c0.3,nan,nan,2,nan,,,oedg,,0.8000002358256286,0.7937371910737582,,400,2,20.203125,34344,8,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/shu_osher_oedg_p2_n400_c0.3,euler,1,0,14.444872125,nan,ok,5724,1.8,1.8,14.556375917047262
0,step,straight_advection_2d,nan,0.15,2.164934898019055e-15,2,576,nan,8,0,0,straight_advection_2d_dg_p2_n8_c0.15,0.001174753075653439,0.001467731462111814,,0.004278645383240798,,1.001043723464929,dg,,,,-0.001043723464929977,8,2,0.453125,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_dg_p2_n8_c0.15,advection,1,,0.142956875,,ok,204,1.0,1,0.22733470797538757
0,step,straight_advection_2d,nan,0.15,2.442490654175344e-15,2,576,nan,8,0,204,straight_advection_2d_ofdg_p2_n8_c0.15,0.04543414783573485,0.04857458973228648,,0.07145599708620665,,0.9481758993758546,ofdg,,,,0.05182410062414332,8,2,19.40625,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_ofdg_p2_n8_c0.15,advection,1,,0.2029732083333333,,ok,204,1.0,1,0.4491885839961469
0,step,straight_advection_2d,nan,0.15,2.164934898019055e-15,2,576,nan,8,0,204,straight_advection_2d_ofdg-kxrcf_p2_n8_c0.15,0.001174753075653439,0.001467731462111814,,0.004278645383240798,,1.001043723464929,ofdg-kxrcf,,,,-0.001043723464929977,8,2,19.65625,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_ofdg-kxrcf_p2_n8_c0.15,advection,1,,0.1951120833333334,,ok,204,1.0,1,0.45682037505321205
0,step,straight_advection_2d,nan,0.15,2.831068712794149e-15,2,2304,nan,16,0,0,straight_advection_2d_dg_p2_n16_c0.15,0.0001712404018199539,0.0002178094055362847,,0.0006402638954168816,,1.000131380042801,dg,,,,-0.0001313800428003233,16,2,41.0,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_dg_p2_n16_c0.15,advection,2,,0.6068435416666668,,ok,407,1.0,1,0.9204444159986451
0,step,straight_advection_2d,nan,0.15,3.386180225106727e-15,2,2304,nan,16,0,407,straight_advection_2d_ofdg_p2_n16_c0.15,0.002620658180629861,0.002936404854375829,,0.005029996914750479,,0.9987213727932979,ofdg,,,,0.0012786272067004,16,2,41.828125,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_ofdg_p2_n16_c0.15,advection,2,,0.9184030833333333,,ok,407,1.0,1,1.1430284170201048
0,step,straight_advection_2d,nan,0.15,2.831068712794149e-15,2,2304,nan,16,0,407,straight_advection_2d_ofdg-kxrcf_p2_n16_c0.15,0.0001712404018199539,0.0002178094055362847,,0.0006402638954168816,,1.000131380042801,ofdg-kxrcf,,,,-0.0001313800428003233,16,2,42.9375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_ofdg-kxrcf_p2_n16_c0.15,advection,2,,0.8907955416666667,,ok,407,1.0,1,1.1293127499520779
0,step,straight_advection_2d,nan,0.15,5.551115123125783e-15,2,9216,nan,32,0,0,straight_advection_2d_dg_p2_n32_c0.15,2.260284295372052e-05,2.919423329658036e-05,,8.646322005118057e-05,,1.000010459118843,dg,,,,-1.045911883916754e-05,32,2,44.34375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_dg_p2_n32_c0.15,advection,2,,4.767251958333333,,ok,813,1.0,1,4.9744538749800995
0,step,straight_advection_2d,nan,0.15,3.552713678800501e-15,2,9216,nan,32,0,813,straight_advection_2d_ofdg_p2_n32_c0.15,0.0001191319806910506,0.0001374461397841362,,0.0002704228919513385,,0.9999771848079317,ofdg,,,,2.281519207191955e-05,32,2,48.84375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_ofdg_p2_n32_c0.15,advection,2,,7.346717166666667,,ok,813,1.0,1,7.49001187493559
0,step,straight_advection_2d,nan,0.15,5.551115123125783e-15,2,9216,nan,32,0,813,straight_advection_2d_ofdg-kxrcf_p2_n32_c0.15,2.260284295372052e-05,2.919423329658036e-05,,8.646322005118057e-05,,1.000010459118843,ofdg-kxrcf,,,,-1.045911883916754e-05,32,2,52.9375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/straight_advection_2d_ofdg-kxrcf_p2_n32_c0.15,advection,2,,6.871377875000001,,ok,813,1.0,1,7.019792417064309
0,step,curved_advection_2d,nan,0.15,2.220446049250313e-16,2,576,nan,8,0,0,curved_advection_2d_dg_p2_n8_c0.15,0.00188641917624944,0.002452962683543585,,0.009845111855966093,,1.002406605754024,dg,,,,-0.001662936683110624,8,2,19.296875,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_dg_p2_n8_c0.15,advection,1,,0.169104,,ok,204,1.0,1,0.4536832090234384
0,step,curved_advection_2d,nan,0.15,2.109423746787797e-15,2,576,nan,8,0,204,curved_advection_2d_ofdg_p2_n8_c0.15,0.05763532852080282,0.06316081317653978,,0.1085644697481394,,0.9390095384443528,ofdg,,,,0.05740052126666301,8,2,20.65625,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_ofdg_p2_n8_c0.15,advection,1,,0.3001627916666667,,ok,204,1.0,1,0.4587465419899672
42,step,curved_advection_2d,nan,0.15,3.33066907387547e-16,2,576,nan,8,0,204,curved_advection_2d_ofdg-kxrcf_p2_n8_c0.15,0.001887773775545091,0.002455943831707968,,0.009865195242518443,,1.00236649647821,ofdg-kxrcf,,,,-0.001639791773895796,8,2,21.859375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_ofdg-kxrcf_p2_n8_c0.15,advection,1,,0.3014537083333333,,ok,204,1.0,1,0.45138529199175537
0,step,curved_advection_2d,nan,0.15,1.110223024625157e-16,2,2304,nan,16,0,0,curved_advection_2d_dg_p2_n16_c0.15,0.0002752753277807817,0.0003773249325580883,,0.001771627164812439,,1.000318481443765,dg,,,,-0.0001332723290605539,16,2,41.390625,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_dg_p2_n16_c0.15,advection,2,,0.762096,,ok,407,1.0,1,0.8964142079930753
0,step,curved_advection_2d,nan,0.15,1.332267629550188e-15,2,2304,nan,16,0,407,curved_advection_2d_ofdg_p2_n16_c0.15,0.004833609122294666,0.005392628451417686,,0.01192653784550962,,0.9972297616396245,ofdg,,,,0.003270158338480023,16,2,48.046875,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_ofdg_p2_n16_c0.15,advection,2,,1.398728416666667,,ok,407,1.0,1,1.5612637089798227
724,step,curved_advection_2d,nan,0.15,5.551115123125783e-16,2,2304,nan,16,0,407,curved_advection_2d_ofdg-kxrcf_p2_n16_c0.15,0.0002766930173077107,0.0003788322451964718,,0.001781839516564521,,1.000318485305023,ofdg-kxrcf,,,,-5.28808117574702e-05,16,2,52.0,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_ofdg-kxrcf_p2_n16_c0.15,advection,2,,1.395250625,,ok,407,1.0,1,1.5812152500730008
0,step,curved_advection_2d,nan,0.15,3.608224830031759e-15,2,9216,nan,32,0,0,curved_advection_2d_dg_p2_n32_c0.15,3.857256370127574e-05,5.533846826765115e-05,,0.0002523436951512026,,1.000042696625456,dg,,,,-5.948430114215315e-06,32,2,46.375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_dg_p2_n32_c0.15,advection,2,,6.24762625,,ok,813,1.0,1,6.579466584022157
0,step,curved_advection_2d,nan,0.15,4.718447854656915e-15,2,9216,nan,32,0,813,curved_advection_2d_ofdg_p2_n32_c0.15,0.000228635163531238,0.0002609305792465603,,0.0006572794315408137,,0.9999026345141889,ofdg,,,,9.777020349638034e-05,32,2,69.59375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_ofdg_p2_n32_c0.15,advection,2,,10.942065125,,ok,813,1.0,1,11.494178208056837
7794,step,curved_advection_2d,nan,0.15,3.164135620181696e-15,2,9216,nan,32,0,813,curved_advection_2d_ofdg-kxrcf_p2_n32_c0.15,3.874906713767108e-05,5.543794220599005e-05,,0.00025234273825403,,1.000042696609295,ofdg-kxrcf,,,,7.014098431786963e-06,32,2,86.71875,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/curved_advection_2d_ofdg-kxrcf_p2_n32_c0.15,advection,2,,11.17040983333334,,ok,813,1.0,1,11.733934541000053
0,step,riemann_2d,,0.3,0.3035136381577667,,36864,,,0,0,riemann_2d_dg_p2_n32_c0.3,nan,nan,122,nan,,,dg,,0.3803192447998456,0.2072504974553115,,32,2,47.234375,891,6,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/riemann_2d_dg_p2_n32_c0.3,euler,2,0,2.324085583333333,nan,ok,297,0.25,0.25,2.4990099580027163
0,step,riemann_2d,,0.3,0.3039576512314839,,36864,,,0,268,riemann_2d_ofdg_p2_n32_c0.3,nan,nan,0,nan,,,ofdg,,0.5131007177573863,0.3786899209657751,,32,2,54.328125,1072,6,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/riemann_2d_ofdg_p2_n32_c0.3,euler,2,0,3.060314,nan,ok,268,0.25,0.25,3.379208916099742
237748,step,riemann_2d,,0.3,0.3046303984476083,,36864,,,0,268,riemann_2d_ofdg-kxrcf_p2_n32_c0.3,nan,nan,0,nan,,,ofdg-kxrcf,,0.5129429620576008,0.3785755664040392,,32,2,59.609375,1072,6,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/riemann_2d_ofdg-kxrcf_p2_n32_c0.3,euler,2,0,3.305702666666667,nan,ok,268,0.25,0.25,3.6110651249764487
0,step,riemann_2d,,0.3,0.3034342460066722,,147456,,,0,0,riemann_2d_dg_p2_n64_c0.3,nan,nan,482,nan,,,dg,,0.4306797990701745,0.2360965903060865,,64,2,70.6875,1896,6,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/riemann_2d_dg_p2_n64_c0.3,euler,2,0,20.39965195833333,nan,ok,632,0.25,0.25,20.74873995804228
0,step,riemann_2d,,0.3,0.3037158020661929,,147456,,,0,560,riemann_2d_ofdg_p2_n64_c0.3,nan,nan,0,nan,,,ofdg,,0.5147960206668739,0.3835413347977549,,64,2,99.59375,2240,6,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/riemann_2d_ofdg_p2_n64_c0.3,euler,2,0,25.1341435,nan,ok,560,0.25,0.25,25.550962042063475
1973912,step,riemann_2d,,0.3,0.3066989782816876,,147456,,,0,560,riemann_2d_ofdg-kxrcf_p2_n64_c0.3,nan,nan,0,nan,,,ofdg-kxrcf,,0.5145657327201576,0.3835871488586883,,64,2,117.96875,2240,6,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/riemann_2d_ofdg-kxrcf_p2_n64_c0.3,euler,2,0,27.23296458333333,nan,ok,560,0.25,0.25,27.601105874986388
0,step,smooth_advection,2.171567883144813e-12,0.075,3.774758283725532e-15,1,1024,2.171996667553984e-12,256,0,0,smooth_advection_dg_p3_n256_c0.075,4.676671551998364e-10,6.15759366260706e-10,,1.316445366874252e-09,,0.9999970483657918,dg,,,,2.951634213345176e-06,256,3,19.234375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/smooth_advection_dg_p3_n256_c0.075,advection,1,,18.86738,,ok,26283,1.1,1.1,19.055294999969192
0,step,smooth_advection,1.647038372199316e-09,0.075,1.387778780781446e-15,1,1024,1.652749461162131e-09,256,0,26283,smooth_advection_ofdg_p3_n256_c0.075,1.536803707343999e-09,1.763122108033165e-09,,3.677909113088086e-09,,0.999997045983183,ofdg,,,,2.954016924813415e-06,256,3,19.734375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/smooth_advection_ofdg_p3_n256_c0.075,advection,1,,25.144387375,,ok,26283,1.1,1.1,25.44215204194188
126192,step,smooth_advection,2.695488829076976e-10,0.075,5.551115123125783e-15,1,1024,3.23736124231726e-10,256,0,26283,smooth_advection_ofdg-kxrcf_p3_n256_c0.075,4.938001672805478e-10,6.945879434660002e-10,,3.688434031684788e-09,,0.9999970483657782,ofdg-kxrcf,,,,2.954715293313147e-06,256,3,19.9375,,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/preview/profiles/smooth_advection_ofdg-kxrcf_p3_n256_c0.075,advection,1,,25.314718875,,ok,26283,1.1,1.1,25.541450000018813
