family,n,p,amplitude,basis,map,qextra,evalextra,field,derivative,error_l2,relative_l2,error_l1,sampled_linf,relative_sampled_linf,truth_l2,best_projection_l2,excess_over_projection_l2,input_error_l2,input_l2,scaled_l2,face_rms,face_relative_l2,face_sampled_linf,weak_residual,min_jacobian,volume,elements,dofs
tri,4,1,0,gll,coupled,0,0,sine,x,0.40150813188458961,0.28305184104586328,0.29084947420509988,1.5411286712424266,0.77056433569261995,1.4184968039813339,0.047931608215384648,0.39863685341841998,0.023803736187824321,0.70495865430086202,0.14238712066127573,0.53636376371592687,0.37827555357847509,1.5407118180511563,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,sine,y,0.58761978662963688,0.27617018474784555,0.44478693929356466,2.0311886609794128,0.67706288705587958,2.1277452059720252,0.071897412323077309,0.58320474598540983,0.023803736187824321,0.70495865430086202,0.20838803206565526,0.7879874743408628,0.3704903503101723,2.0307830635484105,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,shortwave,x,3.9889697012099745,0.70543470040457645,3.1007780760438801,12.509194334675847,1.5636492961726103,5.6546264295224571,1.3454999118899695,3.7551976331845767,0.16854099768320149,0.70738514905409522,1.4097587808225707,5.1742165901486494,0.91454615390374705,12.507255676243394,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,shortwave,y,3.0322206049225944,0.7149828298922537,2.2959314179377257,10.019422340195046,1.6699037279987585,4.2409698221418033,1.0091249339174857,2.8593755725093937,0.16854099768320149,0.70738514905409522,1.0716300055836747,3.9044811797654111,0.92015945698720436,10.017894796448765,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,exponential,x,0.19799918766845959,0.08451092533489836,0.15911038676412442,0.80375737063855501,0.17941299355937315,2.3428827324258017,0.0073674465222811529,0.19786207076929171,0.0073674465222811529,2.3428827324258017,0.02112773133372459,0.2677682435254865,0.11361595326999373,0.80359370614514658,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,exponential,y,0.10318983256981071,0.088087919332581185,0.077367354823470402,0.49115933760951846,0.21927106436399882,1.1714413662129008,0.0036837232611405765,0.10312405989254382,0.0073674465222811529,2.3428827324258017,0.011010989916572648,0.138817108855356,0.11780215566365007,0.49098754630857422,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,constant,x,5.2771400814021509e-14,nan,4.3823070627943036e-14,1.2730773770765684e-13,nan,0,0,5.2771400814021509e-14,5.2351504974726756e-15,1.0000000000000071,1.3192850203505284e-14,5.3347741287981478e-14,nan,1.2729339869164874e-13,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
tri,4,1,0,gll,coupled,0,0,constant,y,4.4512594259598862e-14,nan,3.8658101768881303e-14,1.100909748265286e-13,nan,0,0,4.4512594259598862e-14,5.2351504974726756e-15,1.0000000000000071,1.1128148564899637e-14,4.5056312698337546e-14,nan,1.1008682556096261e-13,1.7694179454963432e-15,0.062499999999959699,1.0000000000000144,32,96
