family,n,p,amplitude,basis,map,qextra,evalextra,field,derivative,error_l2,relative_l2,error_l1,sampled_linf,relative_sampled_linf,truth_l2,best_projection_l2,excess_over_projection_l2,input_error_l2,input_l2,scaled_l2,face_rms,face_relative_l2,face_sampled_linf,weak_residual,min_jacobian,volume,elements,dofs
quad,4,2,0,gll,coupled,0,0,sine,x,0.01454940298798338,0.010256916298399197,0.010330448773924616,0.052691549360263545,0.026345797804901677,1.4184968039813401,0.001940980576133549,0.014419352333229909,0.00097693468996471128,0.70495865430086224,0.0051596653574005162,0.02739790415935018,0.019322893869359932,0.05339141528620428,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,sine,y,0.048509055485968892,0.022798338518078724,0.03399761420213876,0.16603116680858498,0.055343770846989368,2.1277452059720043,0.0029114708642003209,0.048421604698190429,0.00097693468996471128,0.70495865430086224,0.017202801607591231,0.090662997494545025,0.042627870810263452,0.16838745715770687,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,sine,xx,0.40818384530256391,0.14475453376318123,0.31984766570442436,1.0027871558750436,0.25069680141675776,2.819834617203449,0.0039077387598588226,0.40816513954987738,0.00097693468996471128,0.70495865430086224,0.036188633440795308,0.57663646342060149,0.20440579148862895,1.0084343187874572,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,sine,xy,0.11191287046788709,0.026458495068025317,0.077896747012121709,0.48414057066108729,0.080690099116734526,4.2297519258051857,0.0058616081397882313,0.11175925968964673,0.00097693468996471128,0.70495865430086224,0.0099219356505095228,0.21740366996427365,0.051376759362933573,0.48896425132465904,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,sine,yy,1.3720382159595388,0.21625195992999138,1.0780024290198147,3.3246409120466098,0.36940456412522038,6.3446278887077714,0.0087924122096823664,1.3720100435277303,0.00097693468996471128,0.70495865430086224,0.12164172746062037,1.9356737769555288,0.30495850065495772,3.3434127121124169,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,shortwave,x,0.87592910689392733,0.15490485849264168,0.62103242028889305,3.2048574143737039,0.40060718003743961,5.6546264295224535,0.14808163724954965,0.86332127798027136,0.018480670889567494,0.70738514905409555,0.30956583837857149,1.6324238007025607,0.28852853734070882,3.2470801508559202,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,shortwave,y,0.39115773255418118,0.092233085581503352,0.28406857668932411,1.7005144463570705,0.2834190766855742,4.2409698221418379,0.11106122793716262,0.37505969576324621,0.018480670889567494,0.70738514905409555,0.13824072115354388,0.75344885327557054,0.17756132159885929,1.7198652403984465,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,shortwave,xx,24.766714661237899,0.54705688562914512,19.619317246320065,60.583262199303292,0.94661350132587885,45.272649539462122,1.1827629369323203,24.738456438229822,0.018480670889567494,0.70738514905409555,2.1882275425165809,34.502742161586895,0.76253154289255487,60.891112350289809,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,shortwave,xy,6.480730354867644,0.19086521099142303,4.6236806785588156,30.95709139236132,0.64493942408019045,33.954487154596606,0.88707220269923903,6.419732770116001,0.018480670889567494,0.70738514905409555,0.57259563297426941,12.621661758214033,0.37192851394380239,31.243042137159748,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,shortwave,yy,10.707710677534427,0.42047307341271856,8.4462746447467918,27.559727524564444,0.76554801061986066,25.465865365947447,0.66530415202442894,10.687021958388762,0.018480670889567494,0.70738514905409555,0.94606441517861695,15.079918757346896,0.59248952383133491,27.703791395496566,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,exponential,x,0.0059552354630438243,0.0025418410322559457,0.0043868306504139089,0.025178626286850303,0.0056241241911966439,2.3428827324257995,0.00011571820158925765,0.0059541110770718036,0.00011571820158925765,2.3428827324257995,0.00063546025806398643,0.011150904162648899,0.004728900461858975,0.025549814812245053,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,exponential,y,0.00074873850807562843,0.00063916003794213928,0.00055054484126956847,0.0035418560824305168,0.0015822815945552762,1.1714413662128997,5.7859100794628824e-05,0.00074649961683145622,0.00011571820158925765,2.3428827324257995,7.9895004742767411e-05,0.0014059261228891826,0.0011924566106737851,0.003589967344613143,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,exponential,xx,0.16859287057738975,0.071959585618197042,0.13938078373541721,0.51887515788439131,0.11590061723075978,2.3428827324257995,0.00011571820158925765,0.16859283086425184,0.00011571820158925765,2.3428827324257995,0.0044974741011373151,0.23889225077561627,0.10130996182456491,0.52206911601844475,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,exponential,xy,0.0031879271014228668,0.0027213714602967909,0.0023014887475501108,0.015826640746191778,0.0070703613510894551,1.1714413662128997,5.7859100794628824e-05,0.0031874020029545873,0.00011571820158925765,2.3428827324257995,8.5042858134274716e-05,0.006122275201563907,0.0051926964138531064,0.016014287750892198,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,exponential,yy,0.02112002350579293,0.036058182876144977,0.017439628988307396,0.067260921809727092,0.06009601527305454,0.58572068310644987,2.8929550397314412e-05,0.021120003692385099,0.00011571820158925765,2.3428827324257995,0.00056340910743976527,0.02995538210431143,0.050814182671475847,0.067660095393472286,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,constant,x,1.6420746995652871e-14,nan,1.0899579303365361e-14,1.2534384534144897e-13,nan,0,0,1.6420746995652871e-14,8.5211498730580655e-16,1.0000000000000131,4.105186748913164e-15,2.9826090122032113e-14,nan,1.2676624935496215e-13,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,constant,y,1.7576083292366446e-14,nan,1.1784041551174907e-14,1.484836914188747e-13,nan,0,0,1.7576083292366446e-14,8.5211498730580655e-16,1.0000000000000131,4.394020823091554e-15,3.2945537102253763e-14,nan,1.5034474852078618e-13,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,constant,xx,2.3511519827024086e-13,nan,1.7454945879665178e-13,1.080702655157896e-12,nan,0,0,2.3511519827024086e-13,8.5211498730580655e-16,1.0000000000000131,1.4694699891889861e-14,3.5987239863313592e-13,nan,1.0924009540216558e-12,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,constant,xy,3.8845300250203363e-13,nan,2.5062992889416263e-13,2.4065531565057419e-12,nan,0,0,3.8845300250203363e-13,8.5211498730580655e-16,1.0000000000000131,2.4278312656376783e-14,6.6469918874389306e-13,nan,2.4235964062991482e-12,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
quad,4,2,0,gll,coupled,0,0,constant,yy,2.6570836969451263e-13,nan,2.0002165917517662e-13,1.5067011833113659e-12,nan,0,0,2.6570836969451263e-13,8.5211498730580655e-16,1.0000000000000131,1.6606773105906822e-14,4.2820148202220953e-13,nan,1.5263825133894357e-12,4.9266146717741321e-16,0.062499999999998328,1.0000000000000262,16,144
