family,n,p,amplitude,basis,map,qextra,evalextra,field,derivative,error_l2,relative_l2,error_l1,sampled_linf,relative_sampled_linf,truth_l2,best_projection_l2,excess_over_projection_l2,input_error_l2,input_l2,scaled_l2,face_rms,face_relative_l2,face_sampled_linf,weak_residual,min_jacobian,volume,elements,dofs
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,x,3.0760390540005348e-05,1.5296815251717877e-05,6.4602230122249631e-06,0.0026652870248806693,0.00026655645804539717,2.0109016180051507,3.0760390540005551e-05,7.7536162016997817e-13,6.2876450468371967e-15,0.81335724008582544,4.7273800834365706e-06,0.00010757455361003851,4.2046560867596097e-05,0.0026553279732990376,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,y,7.6214502634230448e-07,4.3342704656836537e-07,2.6609971118410366e-07,4.8162830763587294e-05,8.1885176015086291e-06,1.7584159372991268,7.6214502634114881e-07,6.2466659271176863e-13,6.2876450468371967e-15,0.81335724008582544,1.1712950177063078e-07,2.2245484791104745e-06,1.1104217217427703e-06,4.7991205325281783e-05,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,xx,0.018731692119507867,0.00099673317494911322,0.0026548562182314938,1.5150321323518767,0.0085228898435610757,18.793085843123649,0.0063023685650258135,0.017639626983884219,6.2876450468371967e-15,0.81335724008582544,0.00035984518848867261,0.080657894132031588,0.0027487581897744202,1.5109244595689688,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,xy,0.00020025704317912322,0.00017200584963717954,2.0485951531422653e-05,0.026837280256186702,0.0041084911076725737,1.1642455393321525,1.3261123448156725e-05,0.00019981748158689065,6.2876450468371967e-15,0.81335724008582544,3.847038110023618e-06,0.00071213948547039607,0.00050972382330686085,0.02679190210502469,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,yy,0.00026833776351205122,4.1342816747473769e-05,6.6420764379367871e-05,0.014305618057150582,0.00047924336666158967,6.4905534896445554,4.5782402401644968e-05,0.0002644033414252923,6.2876450468371967e-15,0.81335724008582544,5.1549028498638288e-06,0.00087519426191378996,0.00011419900410624548,0.014270842790352845,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,xxx,10.019466376055089,0.016148947427630095,1.0694825034775666,543.40891680571349,0.065507035341075437,620.44083188432762,1.1405847176684183,9.9543343806968068,6.2876450468371967e-15,0.81335724008582544,0.024059870990596515,38.671718605828929,0.033263403472511978,542.26244855312325,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,xxy,0.056284851134766445,0.0081903395480291564,0.0061189011973082222,7.2615417972058651,0.071464457153936123,6.8721022864443126,0.0025384869050079899,0.05622757821119348,6.2876450468371967e-15,0.81335724008582544,0.0001351575229858294,0.19159734765619443,0.017505745084066767,7.2512574520359436,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,xyy,0.00073506238783378199,0.00034941928871168532,7.1758566019838895e-05,0.15424759442215219,0.0062724198831268724,2.1036686055425537,6.2036603926257202e-05,0.00073243987724690705,6.2876450468371967e-15,0.81335724008582544,1.7651145837053884e-06,0.0026236470020044875,0.00095558609281328345,0.154039329744311,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,represented_quadratic,yyy,0.075196450982982291,0.0014396714558038337,0.015774794835139997,2.649485163996701,0.007852450485397686,52.231674580917982,0.0024484039534849473,0.07515658027423,6.2876450468371967e-15,0.81335724008582544,0.00018057018624514828,0.20843203904346799,0.0031468807843344011,2.6449030710205079,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,constant,x,6.4441515610497493e-13,nan,3.8823502651375827e-13,1.0759823240193266e-11,nan,0,0,6.4441515610497493e-13,5.5435067107468578e-15,0.99999999999999789,8.055189451312203e-14,1.5133802113129967e-12,nan,1.076439495694194e-11,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,constant,y,6.1930305266913558e-13,nan,3.8908677376785719e-13,7.5497926536105826e-12,nan,0,0,6.1930305266913558e-13,5.5435067107468578e-15,0.99999999999999789,7.7412881583642111e-14,1.3050508971549617e-12,nan,7.5585354140534549e-12,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,constant,xx,1.1370368465793468e-10,nan,4.5809786471797436e-11,4.6596645948579697e-09,nan,0,0,1.1370368465793468e-10,5.5435067107468578e-15,0.99999999999999789,1.7766200727802332e-12,2.7479684219572902e-10,nan,4.6571518376777836e-09,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
tri,8,4,0.69999999999999996,gll,separable,0,0,constant,xy,5.1668332164538807e-11,nan,2.9307020712693858e-11,1.3078769161292333e-09,nan,0,0,5.1668332164538807e-11,5.5435067107468578e-15,0.99999999999999789,8.0731769007092058e-13,1.1065194608922686e-10,nan,1.3070626071480009e-09,4.5623227418190027e-16,0.0023920148742547958,0.99999999999999578,128,1920
