family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,x,recursive,0.0027382042527750888,0.0013616798694962673,0.12895089126449299,2.0109016180051524,0.0087509731904670002,0.0032640907123097696,0.0081946938680650255,0.0028892830085214477,6.5286796806682286e-15,0.0027382042527810172,0.0013616798694991781,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,x,direct,2.4703552382948699e-13,1.2284814016637489e-13,5.8708593542178278e-12,2.0109016180051524,5.7344797387668468e-13,2.1389463374916969e-13,6.8923013156858677e-13,3.4688515812277914e-13,6.5286796806682286e-15,0,0,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,x,fe_geometry,4.7192424599096102e-13,2.3468291126997933e-13,1.1695533430611249e-11,2.0109016180051524,1.3409099044985128e-12,5.0015597923277413e-13,1.291846240569534e-12,6.4726228263782703e-13,6.5286796806682286e-15,5.3151467079433043e-13,2.643165961155211e-13,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,y,recursive,0.00020377191854137162,0.00011588379871849826,0.0074343467005073549,1.7584159372991282,0.00053803329579202568,0.00026448521635386805,0.00056348642199906414,0.00024726007493024204,6.5286796806682286e-15,0.00020377191854021904,0.00011588379871784502,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,y,direct,2.1158648507665515e-13,1.203278931841606e-13,4.0438763448946702e-12,1.7584159372991282,4.0582664686418211e-13,1.9949536457596465e-13,5.790300190715265e-13,3.3916596597231847e-13,6.5286796806682286e-15,0,0,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,y,fe_geometry,3.8574356280214182e-13,2.1936991960766226e-13,9.7211128036178707e-12,1.7584159372991282,8.9820512055551594e-13,4.4153768456015076e-13,1.1274533780215469e-12,6.2812513356785003e-13,6.5286796806682286e-15,3.522411473227444e-13,2.0031730823810806e-13,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,xx,recursive,0.64631601877428757,0.03439115982172665,26.749843427639263,18.793085843123464,2.5250948858396787,0.07253950876927405,1.0498646433295462,0.33948655442138059,6.5286796806682286e-15,0.64631601877434919,0.034391159821734678,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,xx,direct,1.6322942881339986e-11,8.6856107706828121e-13,3.4646063795662485e-10,18.793085843123464,3.6132155571135364e-11,1.0379842874829534e-12,2.9970917416790817e-11,1.0479577075284774e-11,6.5286796806682286e-15,0,0,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,xx,fe_geometry,6.6678713972375699e-11,3.5480449846811057e-12,2.9935165457573021e-09,18.793085843123464,2.0236160717981013e-10,5.8133306834934637e-12,2.4161398642803936e-10,6.7190232934599781e-11,6.5286796806682286e-15,7.522832123780277e-11,4.0029786414954189e-12,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
tri,4,3,0.69999999999999996,gl,separable,0,represented_quadratic,xy,recursive,0.0084218004902021689,0.0072336978804601855,0.524603344548626,1.1642455393321458,0.024333127169269379,0.016830936636484026,0.033279865368581248,0.010182512496769261,6.5286796806682286e-15,0.0084218004905277088,0.0072336978807238028,7.1054273576010019e-15,1.8207657603852567e-14,4.1204997038227226e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.0756213742999945e-12,4.75175454539567e-14,0.09890145604731515,1.1639032826060429
