family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,recursive,0.0027382042527750506,0.0013616798694962486,0.12895089127102466,2.0109016180051524,0.0087509731903952365,0.0032640907122830024,0.0081946938683097742,0.0028892830086662282,1.271695355702467e-14,0.0027382042527812171,0.0013616798694992868,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,direct,8.4053926605735429e-13,4.1799124260051231e-13,1.4924061986221204e-11,2.0109016180051524,2.0079267863793028e-12,7.4895157735809771e-13,2.6541176703850526e-12,1.3998365244546265e-12,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,fe_geometry,9.2610485373004237e-13,4.6054209984114172e-13,1.957722872703016e-11,2.0109016180051524,2.3669993009297303e-12,8.8288471076851091e-13,2.3499714953630791e-12,1.3180030396758285e-12,1.271695355702467e-14,5.315139797653555e-13,2.6431625247415889e-13,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,recursive,0.00020377191854135823,0.00011588379871849065,0.0074343467017712328,1.7584159372991282,0.0005380332955186853,0.00026448521621949995,0.00056348642195125148,0.00024726007487369341,1.271695355702467e-14,0.00020377191854159058,0.00011588379871861981,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,direct,7.2689464393823701e-13,4.13380377486071e-13,1.4232170997274807e-11,1.7584159372991282,1.5486411605651272e-12,7.6127759305977805e-13,2.0999303883110002e-12,1.2346996152952438e-12,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,fe_geometry,8.4906888656322603e-13,4.8286009501675085e-13,1.9200641077077307e-11,1.7584159372991282,1.8647057239864824e-12,9.1664791138781138e-13,2.2020728780352837e-12,1.2474587588661086e-12,1.271695355702467e-14,3.5224324228961962e-13,2.0031849963248469e-13,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xx,recursive,0.64631601877834721,0.034391159821942671,26.749843428527299,18.793085843123464,2.5250948858559128,0.072539508769740413,1.0498646433555743,0.33948655442665876,1.271695355702467e-14,0.64631601877500267,0.034391159821779406,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xx,direct,5.4012190821680586e-11,2.8740458737086046e-12,1.0846861187019385e-09,18.793085843123464,1.2057268214167765e-10,3.4637443458457156e-12,1.1949681740591251e-10,5.0177056774762295e-11,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xx,fe_geometry,9.1074245628211754e-11,4.8461570594877329e-12,3.6147298487776425e-09,18.793085843123464,2.5684960970658184e-10,7.3786314408139683e-12,3.1258242775808994e-10,8.3842508337435165e-11,1.271695355702467e-14,7.5228489540553595e-11,4.0029875970641865e-12,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xy,recursive,0.0084218004834224827,0.0072336978746369417,0.52460334389333152,1.1642455393321458,0.024333127148210829,0.016830936621918077,0.03327986533840125,0.010182512492209073,1.271695355702467e-14,0.0084218004911430031,0.0072336978812322815,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32,6.000334345885847e-12,1.0334169936861766e-12,1.5601363451283991e-14,8.8247864571400214e-10,5.1351605004580488e-12,4.75175454539567e-14,0.085827083996264264,1.154770728375297
