rank,element,sample,x,y,value
0,0,polynomial,0.0086593977387412757,0.01709994001569597,0.99142980212646725
0,0,polynomial,0.040104906304470014,0.048545448581424733,0.91532750966701037
0,0,polynomial,0.073800995438408276,0.082241537715362967,0.77683216719200365
0,0,polynomial,0.0090412141762037847,0.046487609704393133,0.96494555785751146
0,0,polynomial,0.041671464325664376,0.079117859853853709,0.85947355215835686
0,0,polynomial,0.0094005216419579731,0.075852770421381971,0.92917010365211927
0,0,cell_average,0.030153424762333163,0.057931202540110943,0.90574160344285382
0,0,center,0.030153424762333163,0.057931202540110943,0.91795048952899161
0,1,polynomial,0.082241537715362981,0.07380099543840829,0.77526314027250642
0,1,polynomial,0.048545448581424754,0.040104906304470028,0.9140657405265008
0,1,polynomial,0.017099940015695966,0.0086593977387412688,0.99240279931695141
0,1,polynomial,0.079117859853853667,0.041671464325664327,0.85449966812423617
0,1,polynomial,0.046487609704393119,0.0090412141762037865,0.96619484029741065
0,1,polynomial,0.075852770421381943,0.0094005216419579436,0.92785502132141495
0,1,cell_average,0.05793120254011095,0.03015342476233317,0.90437696635582432
0,1,center,0.05793120254011095,0.03015342476233317,0.91594667054241297
0,2,polynomial,0.094079528421689138,0.019186737365310503,0.87341006665366971
0,2,polynomial,0.12861040291079534,0.05371761185441673,0.69436129286458581
0,2,polynomial,0.16444056873014298,0.089547777673764331,0.49216083226435026
0,2,polynomial,0.09797351024697723,0.052086572441833248,0.78553405707948287
0,2,polynomial,0.1332570030727343,0.087370065267590294,0.59140913003643536
0,2,polynomial,0.10166088179132898,0.084779797237419616,0.69445994836500069
0,2,cell_average,0.11990496352682928,0.064349407971273725,0.68667650922691581
0,2,center,0.11990496352682928,0.064349407971273725,0.69168745251544395
0,3,polynomial,0.17182078668159725,0.080046911071309221,0.49808322798326909
0,3,polynomial,0.13599059614189596,0.044216720531607821,0.69811807921868962
0,3,polynomial,0.10145974637314341,0.0096858707628553805,0.87929797538836429
0,3,polynomial,0.16604118639149237,0.045261457529969691,0.61338227644529886
0,3,polynomial,0.13075769356573538,0.0099779647042127044,0.81023974840906521
0,3,polynomial,0.16000289162896206,0.010217309516204684,0.73718875178707921
0,3,cell_average,0.14420977775126845,0.033098666640157343,0.70398896223050944
0,3,center,0.14420977775126845,0.033098666640157343,0.70804338457038907
0,4,polynomial,0.17888186129579553,0.02065573690608356,0.65002945470651985
0,4,polynomial,0.21501767672942682,0.056791552339714751,0.42729553067896536
0,4,polynomial,0.25115335019266022,0.092927225802948307,0.23087442375770462
0,4,polynomial,0.18524461922348182,0.056024348085004477,0.52346256310021011
0,4,polynomial,0.22149926627116842,0.092278995132691027,0.31091324562032296
0,4,polynomial,0.19127202661892859,0.091057608731685835,0.40525802765718744
0,4,cell_average,0.20730019663817523,0.068411307749286332,0.42340197501670745
0,4,center,0.20730019663817523,0.068411307749286332,0.41783593905295358
0,5,polynomial,0.25775735686534701,0.082650147921725675,0.24121029178581799
0,5,polynomial,0.22162164058520489,0.046514431641583399,0.43663550998512363
0,5,polynomial,0.18548586796848224,0.010378659024860929,0.66288521523038435
0,5,polynomial,0.25087047337695484,0.046757411182098856,0.35420219445714696
0,5,polynomial,0.2146158263292684,0.010502764134412349,0.57505645911613579
0,5,polynomial,0.24367692948964706,0.010558014043556312,0.48947368341666087
0,5,cell_average,0.22906262508873559,0.03461818064429116,0.45857926448175568
0,5,center,0.22906262508873559,0.03461818064429116,0.45222305153341802
0,6,polynomial,0.26267277912042863,0.021113321397383308,0.39595916571523754
0,6,polynomial,0.29850306788974734,0.056943610166701866,0.19774543668731642
0,6,polynomial,0.33303381942888238,0.091474361705837157,0.064480508414429524
0,6,polynomial,0.26979941730215484,0.057245812830344155,0.27185996218954972
0,6,polynomial,0.30508291012791189,0.09252930565610118,0.10773218507399926
0,6,polynomial,0.27655182160463332,0.093004070384057155,0.16758631076912214
0,6,cell_average,0.29125074133111639,0.069028519108894154,0.20045945952519775
0,6,center,0.29125074133111639,0.069028519108894154,0.18681381676718584
0,7,polynomial,0.3393537130548363,0.080913170777881613,0.072184207023906322
0,7,polynomial,0.30482291207499368,0.046382369798038781,0.20721245617571829
0,7,polynomial,0.2689926727463825,0.01055213046942776,0.41111070136378414
0,7,polynomial,0.33320488123723879,0.045758485709049397,0.14554562480804281
0,7,polynomial,0.2979213884114818,0.010474992883292409,0.32597011961338596
0,7,polynomial,0.32678359250047545,0.010331343721051326,0.24749276717265031
0,7,cell_average,0.312082592002217,0.034304814224439178,0.23456306820580716
0,7,center,0.312082592002217,0.034304814224439178,0.22045834742536083
