kind,family,map,p,field,derivative,basis,absolute_error_norm_change,scaled_change,relative_error_norm_change
basis,tri,coupled,4.0,exponential,xxy,bernstein,2.490540829125365e-10,1.0630241089986979e-10,2.592641243705541e-09
basis,tri,coupled,4.0,exponential,xyy,bernstein,3.746710441898671e-10,1.5991882094838645e-10,4.3654244726582176e-09
basis,tri,coupled,4.0,exponential,yyy,bernstein,2.188992945240109e-10,9.343160521626493e-11,3.84759875752968e-09
basis,tri,coupled,4.0,constant,x,bernstein,2.7442180595196088e-12,2.7442180595196346e-12,nan
basis,tri,coupled,4.0,constant,y,bernstein,2.8197712073481028e-12,2.8197712073481294e-12,nan
basis,tri,coupled,4.0,constant,xx,bernstein,2.491858304399338e-10,2.4918583043993614e-10,nan
basis,tri,coupled,4.0,constant,xy,bernstein,2.048167473074766e-10,2.0481674730747853e-10,nan
basis,tri,coupled,4.0,constant,yy,bernstein,2.6811953277264456e-10,2.681195327726471e-10,nan
basis,tri,coupled,4.0,constant,xxx,bernstein,1.4184734226965465e-08,1.4184734226965599e-08,4.598177318032321
basis,tri,coupled,4.0,constant,xxy,bernstein,1.0629634238523428e-08,1.0629634238523529e-08,4.404039776566955
basis,tri,coupled,4.0,constant,xyy,bernstein,1.08075559613095e-08,1.0807555961309602e-08,4.234543110170164
basis,tri,coupled,4.0,constant,yyy,bernstein,1.5186651649443573e-08,1.5186651649443716e-08,4.85063459710824
basis,quad,separable,3.0,represented_quadratic,x,gl,5.399326818977812e-17,2.6850278355905254e-17,1.555862057757176e-13
basis,quad,separable,3.0,represented_quadratic,y,gl,4.8490942164414186e-17,2.7576491509110442e-17,2.668817782841059e-12
basis,quad,separable,3.0,represented_quadratic,xx,gl,2.1916912729125215e-12,1.1662221368049112e-13,1.4040969925213716e-11
basis,quad,separable,3.0,represented_quadratic,xy,gl,2.585822181377928e-17,2.2210282058381382e-17,2.0355017445768302e-13
basis,quad,separable,3.0,represented_quadratic,yy,gl,2.8129321788528117e-13,4.333886444878314e-14,5.847239236129174e-11
basis,quad,separable,3.0,represented_quadratic,xxx,gl,3.3712410640873713e-10,5.43362217771648e-13,6.419445424231101e-12
basis,quad,separable,3.0,represented_quadratic,xxy,gl,5.737604835687193e-12,8.349126070205911e-13,1.0052099235356819e-10
basis,quad,separable,3.0,represented_quadratic,xyy,gl,2.4223034819290112e-11,1.1514662887238711e-11,1.5370166882974198e-08
basis,quad,separable,3.0,represented_quadratic,yyy,gl,4.970246436641901e-12,9.515770797166298e-14,5.864280673096476e-12
basis,quad,separable,3.0,constant,x,gl,1.311730413227167e-14,1.3117304132271632e-14,nan
basis,quad,separable,3.0,constant,y,gl,1.282848282889777e-14,1.2828482828897733e-14,nan
basis,quad,separable,3.0,constant,xx,gl,3.0641933126233052e-12,3.0641933126232963e-12,nan
basis,quad,separable,3.0,constant,xy,gl,1.2794249495595363e-12,1.2794249495595326e-12,nan
basis,quad,separable,3.0,constant,yy,gl,1.4150219688403492e-12,1.4150219688403451e-12,nan
basis,quad,separable,3.0,constant,xxx,gl,3.40310861859649e-10,3.40310861859648e-10,0.28889184048086175
basis,quad,separable,3.0,constant,xxy,gl,1.7327205451893793e-10,1.7327205451893744e-10,0.2206190779365556
basis,quad,separable,3.0,constant,xyy,gl,1.1660714214985162e-10,1.1660714214985128e-10,0.23890645565666346
basis,quad,separable,3.0,constant,yyy,gl,8.12546134772737e-11,8.125461347727347e-11,0.2557733562753971
basis,quad,separable,3.0,represented_quadratic,x,bernstein,1.089623183347932e-17,5.418580270619433e-18,3.1398421045099636e-14
basis,quad,separable,3.0,represented_quadratic,y,bernstein,1.5717543369250797e-17,8.938467307906885e-18,8.650535001816428e-13
basis,quad,separable,3.0,represented_quadratic,xx,bernstein,3.1979141557059165e-12,1.7016439888588654e-13,2.048729081446417e-11
basis,quad,separable,3.0,represented_quadratic,xy,bernstein,7.174707876422826e-17,6.162538428567665e-17,5.6477705638311e-13
basis,quad,separable,3.0,represented_quadratic,yy,bernstein,1.4081522406450553e-12,2.1695410767228317e-13,2.927124618874011e-10
basis,quad,separable,3.0,represented_quadratic,xxx,bernstein,4.851798962590692e-10,7.819922083231766e-13,9.238692237549473e-12
basis,quad,separable,3.0,represented_quadratic,xxy,bernstein,2.756078351651148e-10,4.010531620124152e-11,4.828560677253025e-09
basis,quad,separable,3.0,represented_quadratic,xyy,bernstein,1.0953125383680179e-09,5.206678159678697e-10,6.950052555067867e-07
basis,quad,separable,3.0,represented_quadratic,yyy,bernstein,1.0818634876841315e-10,2.0712785802187907e-12,1.276466111415051e-10
basis,quad,separable,3.0,constant,x,bernstein,7.45584962747461e-13,7.455849627474589e-13,nan
basis,quad,separable,3.0,constant,y,bernstein,6.824540112660442e-13,6.824540112660422e-13,nan
basis,quad,separable,3.0,constant,xx,bernstein,7.64838181264331e-11,7.648381812643287e-11,nan
basis,quad,separable,3.0,constant,xy,bernstein,7.22338252237492e-11,7.223382522374899e-11,nan
basis,quad,separable,3.0,constant,yy,bernstein,4.578068412622464e-11,4.578068412622451e-11,nan
basis,quad,separable,3.0,constant,xxx,bernstein,6.3208168560599305e-09,6.320816856059912e-09,5.365777644918956
basis,quad,separable,3.0,constant,xxy,bernstein,6.853274257646922e-09,6.853274257646902e-09,8.725948634741588
basis,quad,separable,3.0,constant,xyy,bernstein,4.601411739268095e-09,4.601411739268082e-09,9.427441144495134
basis,quad,separable,3.0,constant,yyy,bernstein,1.755612654931586e-09,1.7556126549315808e-09,5.526319329511119
basis,tri,separable,3.0,represented_quadratic,x,gl,1.1275702593849246e-17,5.607287046213054e-18,4.134117065367034e-14
basis,tri,separable,3.0,represented_quadratic,y,gl,2.2475172222445605e-17,1.2781488011856059e-17,1.5185691306427959e-12
basis,tri,separable,3.0,represented_quadratic,xx,gl,3.1980529335839947e-12,1.701717834037439e-13,2.599529801053563e-11
basis,tri,separable,3.0,represented_quadratic,xy,gl,1.4025072336137923e-12,1.2046490076469004e-12,9.4508989477927e-10
basis,tri,separable,3.0,represented_quadratic,yy,gl,2.1011018445926677e-12,3.23716898403947e-13,5.448052557956849e-10
basis,tri,separable,3.0,represented_quadratic,xxx,gl,3.4773250945363543e-10,5.60460388136515e-13,7.757934544425489e-12
basis,tri,separable,3.0,represented_quadratic,xxy,gl,9.418588131637762e-11,1.3705541243494902e-11,3.248374799451485e-10
basis,tri,separable,3.0,represented_quadratic,xyy,gl,1.8109253246273438e-10,8.608415412275874e-11,3.409885985382132e-08
basis,tri,separable,3.0,represented_quadratic,yyy,gl,7.304268301311367e-11,1.3984365540483573e-12,1.0013850131081336e-10
basis,tri,separable,3.0,constant,x,gl,1.8171458102357184e-13,1.8171458102357138e-13,nan
basis,tri,separable,3.0,constant,y,gl,1.3985612862626873e-13,1.3985612862626838e-13,nan
basis,tri,separable,3.0,constant,xx,gl,3.0664566420607376e-11,3.06645664206073e-11,nan
basis,tri,separable,3.0,constant,xy,gl,1.1719795899315546e-11,1.1719795899315517e-11,nan
basis,tri,separable,3.0,constant,yy,gl,1.1878184727739457e-11,1.1878184727739428e-11,nan
basis,tri,separable,3.0,constant,xxx,gl,1.8480015889387203e-09,1.8480015889387158e-09,0.521390366552854
basis,tri,separable,3.0,constant,xxy,gl,9.292649566900091e-10,9.292649566900068e-10,0.596733157688897
basis,tri,separable,3.0,constant,xyy,gl,4.985804021288313e-10,4.9858040212883e-10,0.45539423295887693
basis,tri,separable,3.0,constant,yyy,gl,2.547057453037184e-10,2.547057453037178e-10,0.213911751113239
basis,tri,separable,3.0,represented_quadratic,x,bernstein,1.2576745200831851e-17,6.254281705391483e-18,4.611130572909384e-14
basis,tri,separable,3.0,represented_quadratic,y,bernstein,3.7161029461940664e-17,2.1133241955835874e-17,2.510841369547024e-12
basis,tri,separable,3.0,represented_quadratic,xx,bernstein,5.35790856126539e-12,2.850999886868421e-13,4.355163365204377e-11
basis,tri,separable,3.0,represented_quadratic,xy,bernstein,4.300073535093429e-12,3.693442138983958e-12,2.897636423844401e-09
basis,tri,separable,3.0,represented_quadratic,yy,bernstein,3.979167256112914e-12,6.130705589995521e-13,1.031778274051578e-09
basis,tri,separable,3.0,represented_quadratic,xxx,bernstein,3.6928327062923927e-10,5.951949833922017e-13,8.23873340572716e-12
basis,tri,separable,3.0,represented_quadratic,xxy,bernstein,4.6214748694595187e-10,6.724979746846488e-11,1.5938994563126961e-09
basis,tri,separable,3.0,represented_quadratic,xyy,bernstein,4.73634902999065e-10,2.2514710812871117e-10,8.91831924796062e-08
basis,tri,separable,3.0,represented_quadratic,yyy,bernstein,9.220779695340298e-11,1.7653616831785478e-12,1.2641308088898946e-10
basis,tri,separable,3.0,constant,x,bernstein,1.0126119783444318e-12,1.0126119783444293e-12,nan
basis,tri,separable,3.0,constant,y,bernstein,8.715002790083662e-13,8.715002790083641e-13,nan
basis,tri,separable,3.0,constant,xx,bernstein,1.01988464215397e-10,1.0198846421539675e-10,nan
basis,tri,separable,3.0,constant,xy,bernstein,4.763321911818193e-11,4.763321911818181e-11,nan
basis,tri,separable,3.0,constant,yy,bernstein,6.625937993125189e-11,6.625937993125172e-11,nan
basis,tri,separable,3.0,constant,xxx,bernstein,8.890465323837823e-09,8.890465323837802e-09,2.5083327859492175
basis,tri,separable,3.0,constant,xxy,bernstein,2.4828966920415687e-09,2.4828966920415625e-09,1.5944072490743173
basis,tri,separable,3.0,constant,xyy,bernstein,1.6512519961959904e-09,1.6512519961959863e-09,1.5082234139543678
basis,tri,separable,3.0,constant,yyy,bernstein,3.1535295361690557e-09,3.153529536169048e-09,2.6484562586715827
assembly,quad,coupled,3.0,sine,x,gll,2.3438282564791635e-15,1.6523324197140745e-15,9.177012728337668e-12
assembly,quad,coupled,3.0,sine,y,gll,1.4309300272463688e-15,6.725100464238558e-16,1.8653959015739734e-12
assembly,quad,coupled,3.0,sine,xx,gll,2.454113301464389e-13,8.703039839613855e-14,1.0999196994983362e-11
assembly,quad,coupled,3.0,sine,xy,gll,2.0557340552063152e-14,4.8601764152279065e-15,3.9681888226237985e-12
assembly,quad,coupled,3.0,sine,yy,gll,2.217392935932594e-13,3.494914082950607e-14,3.29495042940748e-12
assembly,quad,coupled,3.0,sine,xxx,gll,1.4013679106028576e-11,2.4698115404095323e-12,1.246207223923751e-11
assembly,quad,coupled,3.0,sine,xxy,gll,9.04123997891304e-12,1.0623029432209192e-12,5.967828031986604e-11
assembly,quad,coupled,3.0,sine,xyy,gll,1.608324584623233e-12,1.259803554884531e-13,6.17442424940516e-12
assembly,quad,coupled,3.0,sine,yyy,gll,1.6823875625959772e-11,8.78544812954508e-13,5.038696465026917e-12
assembly,quad,coupled,3.0,shortwave,x,gll,3.00454106039183e-15,5.313420962179406e-16,9.552996844181463e-14
assembly,quad,coupled,3.0,shortwave,y,gll,2.71657696337968e-15,6.40555598673823e-16,1.9379751542365886e-13
assembly,quad,coupled,3.0,shortwave,xx,gll,4.374278717023117e-13,9.662078012929749e-15,1.6568864450098707e-13
assembly,quad,coupled,3.0,shortwave,xy,gll,5.012656956182582e-14,1.476287046645612e-15,1.422870041647025e-13
assembly,quad,coupled,3.0,shortwave,yy,gll,3.8480330033507926e-13,1.5110552687113234e-14,3.28956578855696e-13
assembly,quad,coupled,3.0,shortwave,xxx,gll,3.346656285430072e-11,9.247561286601384e-14,2.656271753933878e-13
assembly,quad,coupled,3.0,shortwave,xxy,gll,9.28679355638451e-12,3.421532229748911e-14,4.3578325181917973e-13
assembly,quad,coupled,3.0,shortwave,xyy,gll,3.771205570046732e-12,1.8525664176885832e-14,3.651174075374206e-13
assembly,quad,coupled,3.0,shortwave,yyy,gll,2.5337953957205173e-11,1.6596016568949543e-13,4.568631504830885e-13
assembly,quad,coupled,3.0,exponential,x,gll,2.2299531470502953e-15,9.517988741764342e-16,1.0447741799208546e-10
assembly,quad,coupled,3.0,exponential,y,gll,9.596642735034203e-15,4.096083257695906e-15,6.801193357105419e-10
assembly,quad,coupled,3.0,exponential,xx,gll,5.617084488512836e-13,2.3975098756636996e-13,2.878038107570543e-10
assembly,quad,coupled,3.0,exponential,xy,gll,3.600849815803969e-13,1.5369313051685107e-13,1.5010763763948931e-09
assembly,quad,coupled,3.0,exponential,yy,gll,1.4542002584744251e-12,6.206884528824675e-13,9.776176221688797e-10
assembly,quad,coupled,3.0,exponential,xxx,gll,4.0854084004671165e-11,1.7437528323225553e-11,3.9935519483736875e-10
assembly,quad,coupled,3.0,exponential,xxy,gll,1.9209352858373663e-11,8.199024472080332e-12,1.139108199400761e-09
assembly,quad,coupled,3.0,exponential,xyy,gll,2.307680435631454e-11,9.849747935280101e-12,3.310849864477448e-09
assembly,quad,coupled,3.0,exponential,yyy,gll,9.632740438636489e-11,4.111490645826216e-11,1.074665960820169e-09
assembly,quad,coupled,3.0,constant,x,gll,2.817182883811659e-15,2.8171828838116643e-15,nan
assembly,quad,coupled,3.0,constant,y,gll,2.809012323925401e-15,2.809012323925406e-15,nan
assembly,quad,coupled,3.0,constant,xx,gll,2.7299382951102767e-13,2.729938295110282e-13,nan
assembly,quad,coupled,3.0,constant,xy,gll,1.9301852602367466e-13,1.93018526023675e-13,nan
assembly,quad,coupled,3.0,constant,yy,gll,2.5457209237480293e-13,2.5457209237480344e-13,nan
assembly,quad,coupled,3.0,constant,xxx,gll,1.8653742416610533e-11,1.865374241661057e-11,0.0883846432461389
assembly,quad,coupled,3.0,constant,xxy,gll,1.827671075052412e-11,1.8276710750524155e-11,0.04702923465720016
assembly,quad,coupled,3.0,constant,xyy,gll,1.1393884181696314e-11,1.1393884181696335e-11,0.028510569943506585
assembly,quad,coupled,3.0,constant,yyy,gll,1.6425802576752776e-11,1.6425802576752808e-11,0.06021037643832169
evaluation,quad,coupled,3.0,sine,x,gll,1.0365514870047665e-15,7.307393884113428e-16,4.058508196376736e-12
evaluation,quad,coupled,3.0,sine,y,gll,6.97467257559925e-16,3.277964182940343e-16,9.092356292487779e-13
evaluation,quad,coupled,3.0,sine,xx,gll,8.93729534823251e-15,3.169439545747549e-15,4.005645219350695e-13
evaluation,quad,coupled,3.0,sine,xy,gll,3.21322829455184e-14,7.596729905005402e-15,6.202502979744366e-12
evaluation,quad,coupled,3.0,sine,yy,gll,9.99339500040719e-14,1.5750955258059406e-14,1.4849754689049483e-12
evaluation,quad,coupled,3.0,sine,xxx,gll,2.8459457013241263e-12,5.0157774295584e-13,2.5308400920634292e-12
evaluation,quad,coupled,3.0,sine,xxy,gll,5.752343046339092e-12,6.758731062104883e-13,3.796934287952919e-11
evaluation,quad,coupled,3.0,sine,xyy,gll,3.971878381747729e-12,3.1111795173279633e-13,1.5248204516936064e-11
evaluation,quad,coupled,3.0,sine,yyy,gll,1.1113776565707667e-11,5.803627517949403e-13,3.3285402210369446e-12
evaluation,quad,coupled,3.0,shortwave,x,gll,1.547373340571312e-15,2.73647315142265e-16,4.919903686495303e-14
evaluation,quad,coupled,3.0,shortwave,y,gll,1.2160411566597418e-15,2.8673657386356957e-16,8.675099509066722e-14
evaluation,quad,coupled,3.0,shortwave,xx,gll,3.907985046680551e-14,8.632110305967694e-16,1.4802640320900367e-14
evaluation,quad,coupled,3.0,shortwave,xy,gll,3.84747789183848e-13,1.1331279645958734e-14,1.0921276033948538e-12
evaluation,quad,coupled,3.0,shortwave,yy,gll,4.218847493575595e-15,1.6566676344786583e-16,3.6065637612569095e-15
evaluation,quad,coupled,3.0,shortwave,xxx,gll,5.826450433232822e-13,1.6099788227204109e-15,4.6245070875281955e-15
evaluation,quad,coupled,3.0,shortwave,xxy,gll,2.2520652009916375e-11,8.297281103434716e-14,1.0567827212248586e-12
evaluation,quad,coupled,3.0,shortwave,xyy,gll,4.9826809345177026e-12,2.4476913808838796e-14,4.824090099587682e-13
evaluation,quad,coupled,3.0,shortwave,yyy,gll,2.9629632081196178e-12,1.9407007597453616e-14,5.3424546761482866e-14
evaluation,quad,coupled,3.0,exponential,x,gll,5.244086008536833e-15,2.2383049462774975e-15,2.4569510199130314e-10
evaluation,quad,coupled,3.0,exponential,y,gll,1.2611219441785101e-15,5.382778773877212e-16,8.937640408279912e-11
evaluation,quad,coupled,3.0,exponential,xx,gll,1.6702351307573693e-14,7.128974522032584e-15,8.557820991927908e-12
evaluation,quad,coupled,3.0,exponential,xy,gll,8.774173607725005e-13,3.7450331961942717e-13,3.657665661905121e-09
evaluation,quad,coupled,3.0,exponential,yy,gll,5.213785132796023e-13,2.2253717869172607e-13,3.5050799876564226e-10
evaluation,quad,coupled,3.0,exponential,xxx,gll,6.2428395786184865e-12,2.664597545671727e-12,6.102475375466908e-11
evaluation,quad,coupled,3.0,exponential,xxy,gll,3.9208081226149716e-12,1.6734973835226412e-12,2.3250261024805528e-10
evaluation,quad,coupled,3.0,exponential,xyy,gll,1.175020714408448e-10,5.015277538845643e-11,1.685812781089376e-08
evaluation,quad,coupled,3.0,exponential,yyy,gll,5.677609771215231e-11,2.423343555627582e-11,6.334162120129404e-10
evaluation,quad,coupled,3.0,constant,x,gll,1.7346274578366346e-14,1.7346274578366378e-14,nan
evaluation,quad,coupled,3.0,constant,y,gll,1.6974971229687768e-14,1.69749712296878e-14,nan
evaluation,quad,coupled,3.0,constant,xx,gll,1.3257232388454282e-12,1.3257232388454307e-12,nan
evaluation,quad,coupled,3.0,constant,xy,gll,8.836979834342154e-13,8.836979834342172e-13,nan
evaluation,quad,coupled,3.0,constant,yy,gll,8.47933362136183e-13,8.479333621361846e-13,nan
evaluation,quad,coupled,3.0,constant,xxx,gll,8.192620863486937e-11,8.192620863486952e-11,0.3881804820170449
evaluation,quad,coupled,3.0,constant,xxy,gll,8.266953533723578e-11,8.266953533723593e-11,0.21272345059490913
evaluation,quad,coupled,3.0,constant,xyy,gll,3.477017911749052e-11,3.477017911749058e-11,0.08700436197780262
evaluation,quad,coupled,3.0,constant,yyy,gll,1.0353804738928164e-11,1.0353804738928184e-11,0.03795287797882356
assembly,quad,separable,3.0,represented_quadratic,x,gll,1.1926223897340549e-18,5.930784375802365e-19,3.4366430994636416e-15
assembly,quad,separable,3.0,represented_quadratic,y,gll,2.605473345754228e-18,1.4817161801639135e-18,1.433986078119602e-13
assembly,quad,separable,3.0,represented_quadratic,xx,gll,8.292255770925294e-13,4.412397112504879e-14,5.312395743448723e-12
assembly,quad,separable,3.0,represented_quadratic,xy,gll,2.168404344971009e-18,1.8624974472437217e-18,1.7069197019512203e-14
assembly,quad,separable,3.0,represented_quadratic,yy,gll,3.210088445060322e-13,4.945785363577866e-14,6.672807559497069e-11
assembly,quad,separable,3.0,represented_quadratic,xxx,gll,2.9836400017302367e-10,4.808903360968104e-13,5.6813837374886855e-12
assembly,quad,separable,3.0,represented_quadratic,xxy,gll,2.926905939837354e-11,4.259112885457151e-12,5.127845120458976e-10
assembly,quad,separable,3.0,represented_quadratic,xyy,gll,3.9075914596078953e-11,1.8575128465160918e-11,2.4794718454034833e-08
assembly,quad,separable,3.0,represented_quadratic,yyy,gll,6.599210067292915e-11,1.2634498358020988e-12,7.786257793985074e-11
assembly,quad,separable,3.0,constant,x,gll,5.470104351077618e-15,5.4701043510776024e-15,nan
assembly,quad,separable,3.0,constant,y,gll,8.394453773353366e-16,8.394453773353342e-16,nan
assembly,quad,separable,3.0,constant,xx,gll,1.190422355827007e-12,1.1904223558270036e-12,nan
assembly,quad,separable,3.0,constant,xy,gll,4.485347821007008e-13,4.4853478210069946e-13,nan
assembly,quad,separable,3.0,constant,yy,gll,1.1512236650502533e-13,1.15122366505025e-13,nan
assembly,quad,separable,3.0,constant,xxx,gll,1.823514013131169e-10,1.8235140131311637e-10,0.1547991493769505
assembly,quad,separable,3.0,constant,xxy,gll,1.171361399790702e-10,1.1713613997906987e-10,0.14914388397469655
assembly,quad,separable,3.0,constant,xyy,gll,3.6720173151215356e-11,3.672017315121525e-11,0.0752328395749728
assembly,quad,separable,3.0,constant,yyy,gll,2.489935620169936e-11,2.489935620169929e-11,0.07837821918365923
evaluation,quad,separable,3.0,represented_quadratic,x,gll,4.1622521401718515e-16,2.0698437471550255e-16,1.199388441712811e-12
evaluation,quad,separable,3.0,represented_quadratic,y,gll,1.0916560624213423e-16,6.208178845888335e-17,6.008196545775497e-12
evaluation,quad,separable,3.0,represented_quadratic,xx,gll,8.410216967291717e-13,4.475165514326226e-14,5.387967044525364e-12
evaluation,quad,separable,3.0,represented_quadratic,xy,gll,1.8057387182746076e-16,1.5509947491922093e-16,1.4214373817998788e-12
evaluation,quad,separable,3.0,represented_quadratic,yy,gll,4.4958568118369513e-13,6.926769525911678e-14,9.345532945238915e-11
evaluation,quad,separable,3.0,represented_quadratic,xxx,gll,8.86757334228605e-11,1.4292375495911491e-13,1.6885444272310448e-12
evaluation,quad,separable,3.0,represented_quadratic,xxy,gll,1.9496852743383641e-10,2.8371016510978244e-11,3.4157859275116522e-09
evaluation,quad,separable,3.0,represented_quadratic,xyy,gll,3.465481851136487e-11,1.6473516037677912e-11,2.1989414117288198e-08
evaluation,quad,separable,3.0,represented_quadratic,yyy,gll,2.750832894804489e-11,5.266599083555855e-13,3.245645137632088e-11
evaluation,quad,separable,3.0,constant,x,gll,1.5113990246016307e-14,1.5113990246016263e-14,nan
evaluation,quad,separable,3.0,constant,y,gll,2.5548548053006403e-14,2.554854805300633e-14,nan
evaluation,quad,separable,3.0,constant,xx,gll,8.958295067200649e-13,8.958295067200623e-13,nan
evaluation,quad,separable,3.0,constant,xy,gll,1.299380790971642e-12,1.2993807909716382e-12,nan
evaluation,quad,separable,3.0,constant,yy,gll,1.6595886291544789e-12,1.659588629154474e-12,nan
evaluation,quad,separable,3.0,constant,xxx,gll,1.9212395935068908e-10,1.9212395935068854e-10,0.16309512988798286
evaluation,quad,separable,3.0,constant,xxy,gll,6.25513807458699e-11,6.255138074586972e-11,0.07964370239693756
evaluation,quad,separable,3.0,constant,xyy,gll,6.856183251702344e-11,6.856183251702325e-11,0.1404705071917303
evaluation,quad,separable,3.0,constant,yyy,gll,3.9500230607457877e-11,3.950023060745776e-11,0.12433886672720966
assembly,tri,coupled,3.0,sine,x,gll,4.74576974940355e-15,3.345633022283461e-15,2.3911324285980918e-12
assembly,tri,coupled,3.0,sine,y,gll,1.4156210925708734e-14,6.653151366985248e-15,6.024466700551004e-12
assembly,tri,coupled,3.0,sine,xx,gll,1.127833937353273e-12,3.9996456901142376e-13,1.0983096945421154e-11
assembly,tri,coupled,3.0,sine,xy,gll,1.0109968417992832e-13,2.3902036325850202e-14,1.2355051044541403e-12
assembly,tri,coupled,3.0,sine,yy,gll,4.5419223937415154e-13,7.158689955364043e-14,3.0148487337568457e-12
assembly,tri,coupled,3.0,sine,xxx,gll,9.036149606345134e-11,1.5925572727733738e-11,3.7179761796347855e-11
assembly,tri,coupled,3.0,sine,xxy,gll,1.096167601133402e-10,1.2879450956542792e-11,4.1375231081895944e-11
assembly,tri,coupled,3.0,sine,xyy,gll,9.567635572693689e-11,7.494346241771139e-12,3.066143764780414e-11
assembly,tri,coupled,3.0,sine,yyy,gll,9.978684545330907e-12,5.210881096792317e-13,2.0890600971178463e-12
assembly,tri,coupled,3.0,shortwave,x,gll,1.609823385706477e-15,2.8469137718836266e-16,1.793148352372551e-14
assembly,tri,coupled,3.0,shortwave,y,gll,1.5515366769136563e-14,3.658447812604557e-15,2.008256296866294e-13
assembly,tri,coupled,3.0,shortwave,xx,gll,5.03597163969971e-13,1.1123651235189813e-14,8.861338588018288e-14
assembly,tri,coupled,3.0,shortwave,xy,gll,2.8910207561239076e-13,8.514399710886433e-15,9.593207847322215e-14
assembly,tri,coupled,3.0,shortwave,yy,gll,2.1760371282653068e-13,8.544917272574153e-15,5.773828849430092e-14
assembly,tri,coupled,3.0,shortwave,xxx,gll,1.1499423635541461e-10,3.1775484471837667e-13,6.372381978581359e-13
assembly,tri,coupled,3.0,shortwave,xxy,gll,1.0382450454926584e-10,3.825204968713974e-13,9.407248825481334e-13
assembly,tri,coupled,3.0,shortwave,xyy,gll,1.0888356882787775e-10,5.348794683873737e-13,1.2506411334934197e-12
assembly,tri,coupled,3.0,shortwave,yyy,gll,4.4494186113297474e-11,2.914308910677561e-13,5.070682981396636e-13
assembly,tri,coupled,3.0,exponential,x,gll,2.2418265160917272e-14,9.5686672024363e-15,4.7786117192990185e-11
assembly,tri,coupled,3.0,exponential,y,gll,6.726596276512842e-14,2.871076807821333e-14,1.5449758845152916e-10
assembly,tri,coupled,3.0,exponential,xx,gll,1.8927220901687747e-12,8.078603610728105e-13,5.524264912034341e-11
assembly,tri,coupled,3.0,exponential,xy,gll,1.4763398836770136e-12,6.30138189694374e-13,5.676555720053038e-11
assembly,tri,coupled,3.0,exponential,yy,gll,4.999122643623011e-12,2.1337485544771266e-12,1.824406841091558e-10
assembly,tri,coupled,3.0,exponential,xxx,gll,1.3528955733477233e-10,5.774491205314986e-11,1.6856408974367493e-10
assembly,tri,coupled,3.0,exponential,xxy,gll,8.880940427502537e-11,3.7906039020174175e-11,7.0097119945232e-11
assembly,tri,coupled,3.0,exponential,xyy,gll,1.2162804097215485e-10,5.191384070948412e-11,1.0994992962064863e-10
assembly,tri,coupled,3.0,exponential,yyy,gll,3.3164732071711e-10,1.415552371132646e-10,6.692958493583188e-10
assembly,tri,coupled,3.0,constant,x,gll,1.622476945386414e-14,1.622476945386383e-14,nan
assembly,tri,coupled,3.0,constant,y,gll,7.12732949092239e-15,7.127329490922252e-15,nan
assembly,tri,coupled,3.0,constant,xx,gll,1.609997367312126e-12,1.6099973673120948e-12,nan
assembly,tri,coupled,3.0,constant,xy,gll,9.23254906431659e-13,9.232549064316412e-13,nan
assembly,tri,coupled,3.0,constant,yy,gll,7.281531492375225e-13,7.281531492375085e-13,nan
assembly,tri,coupled,3.0,constant,xxx,gll,1.1751556757654272e-10,1.1751556757654045e-10,0.1782092142385445
assembly,tri,coupled,3.0,constant,xxy,gll,7.57906296167509e-11,7.579062961674944e-11,0.11752600996118194
assembly,tri,coupled,3.0,constant,xyy,gll,1.049390286987029e-10,1.0493902869870087e-10,0.1641586705362427
assembly,tri,coupled,3.0,constant,yyy,gll,6.837564566716652e-11,6.83756456671652e-11,0.09966417675308809
evaluation,tri,coupled,3.0,sine,x,gll,3.1025529367845195e-15,2.1872117921425458e-15,1.563205829680229e-12
evaluation,tri,coupled,3.0,sine,y,gll,1.5323679825041125e-14,7.201839666719465e-15,6.521307101196899e-12
evaluation,tri,coupled,3.0,sine,xx,gll,4.4257653097901084e-13,1.5695123688421557e-13,4.309908386794793e-12
evaluation,tri,coupled,3.0,sine,xy,gll,1.1851630787873546e-13,2.8019682940667225e-14,1.44834778202311e-12
evaluation,tri,coupled,3.0,sine,yy,gll,2.1403989691748393e-12,3.3735610767407333e-13,1.4207594411659307e-11
evaluation,tri,coupled,3.0,sine,xxx,gll,9.285905377964809e-11,1.636574955950149e-11,3.8207396408501917e-11
evaluation,tri,coupled,3.0,sine,xxy,gll,1.4231726908064957e-11,1.6721606125724748e-12,5.371815303670546e-12
evaluation,tri,coupled,3.0,sine,xyy,gll,5.3090865037574986e-12,4.1586170568859643e-13,1.7014049455055536e-12
evaluation,tri,coupled,3.0,sine,yyy,gll,4.5433878881340206e-11,2.372562631288956e-12,9.511684931728199e-12
evaluation,tri,coupled,3.0,shortwave,x,gll,5.773159728050814e-15,1.0209621802617144e-15,6.430600987818804e-14
evaluation,tri,coupled,3.0,shortwave,y,gll,1.6778245459647678e-14,3.9562284485142305e-15,2.171719018704248e-13
evaluation,tri,coupled,3.0,shortwave,xx,gll,6.572520305780927e-13,1.451764006003609e-14,1.1565062707466548e-13
evaluation,tri,coupled,3.0,shortwave,xy,gll,5.950795411990839e-14,1.7525799712116467e-15,1.974638788849734e-14
