kind,family,map,p,field,derivative,basis,absolute_error_norm_change,scaled_change,relative_error_norm_change
evaluation,tri,coupled,3.0,shortwave,yy,gll,5.782041512247815e-13,2.2705065895697035e-14,1.534188808562853e-13
evaluation,tri,coupled,3.0,shortwave,xxx,gll,1.2789769243681803e-11,3.5340998547520884e-14,7.087424345925881e-14
evaluation,tri,coupled,3.0,shortwave,xxy,gll,2.3021584638627246e-12,8.481839651405199e-15,2.0859215846263017e-14
evaluation,tri,coupled,3.0,shortwave,xyy,gll,5.030642569181509e-12,2.471252046582228e-14,5.778216670016584e-14
evaluation,tri,coupled,3.0,shortwave,yyy,gll,2.9899638320785016e-11,1.9583858026399194e-13,3.407447139207449e-13
evaluation,tri,coupled,3.0,exponential,x,gll,8.386965167500593e-14,3.5797631061187334e-14,1.7877409224617782e-10
evaluation,tri,coupled,3.0,exponential,y,gll,1.9821628062868801e-13,8.460358595218936e-14,4.5526646895537657e-10
evaluation,tri,coupled,3.0,exponential,xx,gll,1.9340931634026504e-11,8.255185531202802e-12,5.64501415960017e-10
evaluation,tri,coupled,3.0,exponential,xy,gll,6.779066891171581e-12,2.8934725572681744e-12,2.606564474967544e-10
evaluation,tri,coupled,3.0,exponential,yy,gll,1.61926756725439e-11,6.9114324197430135e-12,5.909442591941685e-10
evaluation,tri,coupled,3.0,exponential,xxx,gll,1.7959900233677217e-10,7.665727347386932e-11,2.2377146428868607e-10
evaluation,tri,coupled,3.0,exponential,xxy,gll,6.648814832033167e-11,2.8378777733996915e-11,5.2478988523710974e-11
evaluation,tri,coupled,3.0,exponential,xyy,gll,2.1828849838811948e-10,9.31709023959999e-11,1.973295371933638e-10
evaluation,tri,coupled,3.0,exponential,yyy,gll,2.2559398793475793e-10,9.628906509596327e-11,4.5527013285813787e-10
evaluation,tri,coupled,3.0,constant,x,gll,1.0677227750339872e-13,1.0677227750339666e-13,nan
evaluation,tri,coupled,3.0,constant,y,gll,7.154576663080246e-14,7.154576663080107e-14,nan
evaluation,tri,coupled,3.0,constant,xx,gll,6.25770441821209e-12,6.2577044182119685e-12,nan
evaluation,tri,coupled,3.0,constant,xy,gll,4.370315917666243e-12,4.3703159176661585e-12,nan
evaluation,tri,coupled,3.0,constant,yy,gll,3.2200497933456124e-12,3.22004979334555e-12,nan
evaluation,tri,coupled,3.0,constant,xxx,gll,1.3055260427908485e-10,1.3055260427908232e-10,0.19797953160731202
evaluation,tri,coupled,3.0,constant,xxy,gll,1.150986818424848e-10,1.1509868184248258e-10,0.17847969989352197
evaluation,tri,coupled,3.0,constant,xyy,gll,7.011669356090831e-11,7.011669356090696e-11,0.10968524618618
evaluation,tri,coupled,3.0,constant,yyy,gll,3.854706597181355e-11,3.8547065971812804e-11,0.05618611069544252
assembly,tri,separable,3.0,represented_quadratic,x,gll,2.2768245622195593e-18,1.1322406535622512e-18,8.347736381991127e-15
assembly,tri,separable,3.0,represented_quadratic,y,gll,2.862971361719535e-19,1.6281536700110605e-19,1.9344100631539346e-14
assembly,tri,separable,3.0,represented_quadratic,xx,gll,1.9966250874858815e-12,1.0624253537459617e-13,1.6229520036849655e-11
assembly,tri,separable,3.0,represented_quadratic,xy,gll,6.723812045333899e-13,5.775252571885275e-13,4.530890583762984e-10
assembly,tri,separable,3.0,represented_quadratic,yy,gll,4.889101276606134e-13,7.53264152958061e-14,1.2677196388492045e-10
assembly,tri,separable,3.0,represented_quadratic,xxx,gll,1.9808652496067225e-09,3.1926738986385893e-12,4.419323051480469e-11
assembly,tri,separable,3.0,represented_quadratic,xxy,gll,2.2806323496382674e-10,3.3186821944384936e-11,7.865667919476767e-10
assembly,tri,separable,3.0,represented_quadratic,xyy,gll,4.066570431088268e-11,1.9330850973266582e-11,7.657158101972398e-09
assembly,tri,separable,3.0,represented_quadratic,yyy,gll,3.110810498085925e-10,5.955793152422553e-12,4.264792697775659e-10
assembly,tri,separable,3.0,constant,x,gll,3.27908132485857e-15,3.279081324858562e-15,nan
assembly,tri,separable,3.0,constant,y,gll,6.106517390126201e-15,6.106517390126186e-15,nan
assembly,tri,separable,3.0,constant,xx,gll,2.5026614477300106e-12,2.5026614477300045e-12,nan
assembly,tri,separable,3.0,constant,xy,gll,1.9516786650225386e-13,1.9516786650225338e-13,nan
assembly,tri,separable,3.0,constant,yy,gll,4.733820924853583e-14,4.733820924853572e-14,nan
assembly,tri,separable,3.0,constant,xxx,gll,3.13088151909209e-11,3.130881519092082e-11,0.00883338776678461
assembly,tri,separable,3.0,constant,xxy,gll,7.608663699789005e-12,7.608663699788986e-12,0.004885949785021946
assembly,tri,separable,3.0,constant,xyy,gll,3.65412000303314e-11,3.654120003033131e-11,0.03337606469920929
assembly,tri,separable,3.0,constant,yyy,gll,1.2147398374911045e-11,1.2147398374911016e-11,0.010201855693317182
evaluation,tri,separable,3.0,represented_quadratic,x,gll,4.061475548239324e-15,2.0197286191794624e-15,1.489097041607517e-11
evaluation,tri,separable,3.0,represented_quadratic,y,gll,8.888492697943506e-16,5.054829468615877e-16,6.005645027076089e-11
evaluation,tri,separable,3.0,represented_quadratic,xx,gll,5.910050226987096e-12,3.1448003144994876e-13,4.8039704188257215e-11
evaluation,tri,separable,3.0,represented_quadratic,xy,gll,2.7807454689582345e-12,2.388452757614504e-12,1.8738259451924907e-09
evaluation,tri,separable,3.0,represented_quadratic,yy,gll,6.786658908464194e-13,1.0456209812140071e-13,1.7597468928692985e-10
evaluation,tri,separable,3.0,represented_quadratic,xxx,gll,2.2814106159785297e-10,3.6770800674895734e-13,5.089841687660426e-12
evaluation,tri,separable,3.0,represented_quadratic,xxy,gll,1.6932533153379836e-10,2.46395243370875e-11,5.839857653564426e-10
evaluation,tri,separable,3.0,represented_quadratic,xyy,gll,8.947281977811361e-11,4.253180350858433e-11,1.6847305081273486e-08
evaluation,tri,separable,3.0,represented_quadratic,yyy,gll,1.466704535602048e-11,2.8080748843880537e-13,2.010791334630913e-11
evaluation,tri,separable,3.0,constant,x,gll,6.735314242472005e-14,6.735314242471988e-14,nan
evaluation,tri,separable,3.0,constant,y,gll,7.581210459268837e-14,7.581210459268818e-14,nan
evaluation,tri,separable,3.0,constant,xx,gll,3.1549101411126835e-13,3.154910141112676e-13,nan
evaluation,tri,separable,3.0,constant,xy,gll,3.418073380325411e-12,3.4180733803254026e-12,nan
evaluation,tri,separable,3.0,constant,yy,gll,4.0375977934821165e-12,4.037597793482107e-12,nan
evaluation,tri,separable,3.0,constant,xxx,gll,3.1934976233554353e-10,3.1934976233554276e-10,0.09010051216369229
evaluation,tri,separable,3.0,constant,xxy,gll,1.0496972986077965e-10,1.0496972986077939e-10,0.06740695203302396
evaluation,tri,separable,3.0,constant,xyy,gll,1.1090141284909931e-10,1.1090141284909904e-10,0.10129532493220886
evaluation,tri,separable,3.0,constant,yyy,gll,1.9094059029809408e-10,1.9094059029809362e-10,0.16035930395114084
