family,map,field,p,n,amplitude,derivative,rate
tri,coupled,sine,4.0,4.0,0.4,yy,2.7735365010958426
tri,coupled,sine,4.0,4.0,0.4,xxx,1.9002671157096596
tri,coupled,sine,4.0,4.0,0.4,xxy,1.7952643893313338
tri,coupled,sine,4.0,4.0,0.4,xyy,1.8069937054851375
tri,coupled,sine,4.0,4.0,0.4,yyy,1.8762362529524292
tri,coupled,shortwave,4.0,4.0,0.4,x,3.494256895387411
tri,coupled,shortwave,4.0,4.0,0.4,y,3.49876288658175
tri,coupled,shortwave,4.0,4.0,0.4,xx,2.460154053227534
tri,coupled,shortwave,4.0,4.0,0.4,xy,2.543813089155762
tri,coupled,shortwave,4.0,4.0,0.4,yy,2.4594395531995534
tri,coupled,shortwave,4.0,4.0,0.4,xxx,1.406921118293406
tri,coupled,shortwave,4.0,4.0,0.4,xxy,1.5517402182728035
tri,coupled,shortwave,4.0,4.0,0.4,xyy,1.503237567549309
tri,coupled,shortwave,4.0,4.0,0.4,yyy,1.3857686750052354
tri,coupled,exponential,4.0,4.0,0.4,x,3.852798099784734
tri,coupled,exponential,4.0,4.0,0.4,y,3.8553005090076193
tri,coupled,exponential,4.0,4.0,0.4,xx,2.828475322599171
tri,coupled,exponential,4.0,4.0,0.4,xy,2.831742512508694
tri,coupled,exponential,4.0,4.0,0.4,yy,2.832052825801044
tri,coupled,exponential,4.0,4.0,0.4,xxx,1.7865404464670096
tri,coupled,exponential,4.0,4.0,0.4,xxy,1.8215605039488632
tri,coupled,exponential,4.0,4.0,0.4,xyy,1.838023470108475
tri,coupled,exponential,4.0,4.0,0.4,yyy,1.7506367629251727
tri,coupled,sine,4.0,8.0,0.4,x,3.9554302099996312
tri,coupled,sine,4.0,8.0,0.4,y,3.9577534093509397
tri,coupled,sine,4.0,8.0,0.4,xx,2.96031917533255
tri,coupled,sine,4.0,8.0,0.4,xy,2.972823974009574
tri,coupled,sine,4.0,8.0,0.4,yy,2.963498525583035
tri,coupled,sine,4.0,8.0,0.4,xxx,1.9714733753639766
tri,coupled,sine,4.0,8.0,0.4,xxy,1.9773812588547153
tri,coupled,sine,4.0,8.0,0.4,xyy,1.9758243709387295
tri,coupled,sine,4.0,8.0,0.4,yyy,1.975684332251269
tri,coupled,shortwave,4.0,8.0,0.4,x,3.875834998839665
tri,coupled,shortwave,4.0,8.0,0.4,y,3.871902149483868
tri,coupled,shortwave,4.0,8.0,0.4,xx,2.8740490553925464
tri,coupled,shortwave,4.0,8.0,0.4,xy,2.8917845870212826
tri,coupled,shortwave,4.0,8.0,0.4,yy,2.867788261671264
tri,coupled,shortwave,4.0,8.0,0.4,xxx,1.8709129217542768
tri,coupled,shortwave,4.0,8.0,0.4,xxy,1.8976472947156657
tri,coupled,shortwave,4.0,8.0,0.4,xyy,1.8846197193692695
tri,coupled,shortwave,4.0,8.0,0.4,yyy,1.8641052663218796
tri,coupled,exponential,4.0,8.0,0.4,x,3.9560825810706515
tri,coupled,exponential,4.0,8.0,0.4,y,3.9564440156993133
tri,coupled,exponential,4.0,8.0,0.4,xx,2.9514027179413547
tri,coupled,exponential,4.0,8.0,0.4,xy,2.949944015564585
tri,coupled,exponential,4.0,8.0,0.4,yy,2.950610666971112
tri,coupled,exponential,4.0,8.0,0.4,xxx,1.9466703173843711
tri,coupled,exponential,4.0,8.0,0.4,xxy,1.947801658350774
tri,coupled,exponential,4.0,8.0,0.4,xyy,1.9539588254460496
tri,coupled,exponential,4.0,8.0,0.4,yyy,1.937709348661038
tri,coupled,sine,1.0,4.0,1.2,x,0.8822524941743793
tri,coupled,sine,1.0,4.0,1.2,y,0.9023953500743939
tri,coupled,shortwave,1.0,4.0,1.2,x,0.5631920293495705
tri,coupled,shortwave,1.0,4.0,1.2,y,0.5501673474424938
tri,coupled,exponential,1.0,4.0,1.2,x,0.8621603366204531
tri,coupled,exponential,1.0,4.0,1.2,y,0.742495730957583
tri,coupled,sine,1.0,8.0,1.2,x,0.9660685349734318
tri,coupled,sine,1.0,8.0,1.2,y,0.9729741696573468
tri,coupled,shortwave,1.0,8.0,1.2,x,0.8530571504391968
tri,coupled,shortwave,1.0,8.0,1.2,y,0.8407327829784222
tri,coupled,exponential,1.0,8.0,1.2,x,0.9623086058399137
tri,coupled,exponential,1.0,8.0,1.2,y,0.9363388157038735
tri,coupled,sine,2.0,4.0,1.2,x,1.7852893415663835
tri,coupled,sine,2.0,4.0,1.2,y,1.804082665834017
tri,coupled,sine,2.0,4.0,1.2,xx,0.959782705080124
tri,coupled,sine,2.0,4.0,1.2,xy,0.8835398040803736
tri,coupled,sine,2.0,4.0,1.2,yy,0.9198534002318699
tri,coupled,shortwave,2.0,4.0,1.2,x,1.260942768108903
tri,coupled,shortwave,2.0,4.0,1.2,y,1.2009238526179413
tri,coupled,shortwave,2.0,4.0,1.2,xx,0.36701287522036974
tri,coupled,shortwave,2.0,4.0,1.2,xy,0.5224534476110446
tri,coupled,shortwave,2.0,4.0,1.2,yy,0.2594095793812089
tri,coupled,exponential,2.0,4.0,1.2,x,1.7592699359396344
tri,coupled,exponential,2.0,4.0,1.2,y,1.7495679969013629
tri,coupled,exponential,2.0,4.0,1.2,xx,0.8409962238266245
tri,coupled,exponential,2.0,4.0,1.2,xy,0.7884147269446985
tri,coupled,exponential,2.0,4.0,1.2,yy,0.832477064564934
tri,coupled,sine,2.0,8.0,1.2,x,1.9572633485070488
tri,coupled,sine,2.0,8.0,1.2,y,1.9579729060825786
tri,coupled,sine,2.0,8.0,1.2,xx,0.9769765247134456
tri,coupled,sine,2.0,8.0,1.2,xy,0.9914805779498542
tri,coupled,sine,2.0,8.0,1.2,yy,0.9784603665218107
tri,coupled,shortwave,2.0,8.0,1.2,x,1.825905397950282
tri,coupled,shortwave,2.0,8.0,1.2,y,1.814883013246042
tri,coupled,shortwave,2.0,8.0,1.2,xx,0.8489383384291145
tri,coupled,shortwave,2.0,8.0,1.2,xy,0.8822070171673665
tri,coupled,shortwave,2.0,8.0,1.2,yy,0.8389332333108127
tri,coupled,exponential,2.0,8.0,1.2,x,1.9379603458004113
tri,coupled,exponential,2.0,8.0,1.2,y,1.938326117173603
tri,coupled,exponential,2.0,8.0,1.2,xx,0.9561179561614209
tri,coupled,exponential,2.0,8.0,1.2,xy,0.9452487663976968
tri,coupled,exponential,2.0,8.0,1.2,yy,0.9560990081604805
tri,coupled,sine,3.0,4.0,1.2,x,2.9251047647760706
tri,coupled,sine,3.0,4.0,1.2,y,2.9269224614222296
tri,coupled,sine,3.0,4.0,1.2,xx,1.8221649054359879
tri,coupled,sine,3.0,4.0,1.2,xy,2.0173485765704533
tri,coupled,sine,3.0,4.0,1.2,yy,1.948908137902967
tri,coupled,sine,3.0,4.0,1.2,xxx,0.7387294648463771
tri,coupled,sine,3.0,4.0,1.2,xxy,0.9274214414466146
tri,coupled,sine,3.0,4.0,1.2,xyy,1.0728824464855478
tri,coupled,sine,3.0,4.0,1.2,yyy,0.9420190205176643
tri,coupled,shortwave,3.0,4.0,1.2,x,2.460499762877632
tri,coupled,shortwave,3.0,4.0,1.2,y,2.4300796402066727
tri,coupled,shortwave,3.0,4.0,1.2,xx,1.557883760771367
tri,coupled,shortwave,3.0,4.0,1.2,xy,1.5570263314379416
tri,coupled,shortwave,3.0,4.0,1.2,yy,1.5093106848296203
tri,coupled,shortwave,3.0,4.0,1.2,xxx,0.7080725959864117
tri,coupled,shortwave,3.0,4.0,1.2,xxy,0.6467974125584911
tri,coupled,shortwave,3.0,4.0,1.2,xyy,0.6711154793715914
tri,coupled,shortwave,3.0,4.0,1.2,yyy,0.6797558533072353
tri,coupled,exponential,3.0,4.0,1.2,x,2.806359548077735
tri,coupled,exponential,3.0,4.0,1.2,y,2.822777829164966
tri,coupled,exponential,3.0,4.0,1.2,xx,1.7222065489097669
tri,coupled,exponential,3.0,4.0,1.2,xy,1.7505049260514847
tri,coupled,exponential,3.0,4.0,1.2,yy,1.759178999137956
tri,coupled,exponential,3.0,4.0,1.2,xxx,0.7402843894855791
tri,coupled,exponential,3.0,4.0,1.2,xxy,0.7113511763658932
tri,coupled,exponential,3.0,4.0,1.2,xyy,0.7727344613720738
tri,coupled,exponential,3.0,4.0,1.2,yyy,0.4910985398915446
tri,coupled,sine,3.0,8.0,1.2,x,2.9368373536325705
tri,coupled,sine,3.0,8.0,1.2,y,2.938074741657267
tri,coupled,sine,3.0,8.0,1.2,xx,1.9542359050819584
tri,coupled,sine,3.0,8.0,1.2,xy,1.9681625153323608
tri,coupled,sine,3.0,8.0,1.2,yy,1.954370335121815
tri,coupled,sine,3.0,8.0,1.2,xxx,1.0171098678601194
tri,coupled,sine,3.0,8.0,1.2,xxy,0.9805064755052364
tri,coupled,sine,3.0,8.0,1.2,xyy,0.9924927937450466
tri,coupled,sine,3.0,8.0,1.2,yyy,0.98828695004832
tri,coupled,shortwave,3.0,8.0,1.2,x,2.8101208375787436
tri,coupled,shortwave,3.0,8.0,1.2,y,2.800872581022576
tri,coupled,shortwave,3.0,8.0,1.2,xx,1.8305016810007158
tri,coupled,shortwave,3.0,8.0,1.2,xy,1.8820241630877546
tri,coupled,shortwave,3.0,8.0,1.2,yy,1.8218011085524024
tri,coupled,shortwave,3.0,8.0,1.2,xxx,0.8833515846335388
tri,coupled,shortwave,3.0,8.0,1.2,xxy,0.9236346991153248
tri,coupled,shortwave,3.0,8.0,1.2,xyy,0.9092501582018584
tri,coupled,shortwave,3.0,8.0,1.2,yyy,0.8630817023394233
tri,coupled,exponential,3.0,8.0,1.2,x,2.9454211040406983
tri,coupled,exponential,3.0,8.0,1.2,y,2.949029351717016
tri,coupled,exponential,3.0,8.0,1.2,xx,1.931597684326505
tri,coupled,exponential,3.0,8.0,1.2,xy,1.933600826352534
tri,coupled,exponential,3.0,8.0,1.2,yy,1.9390806720448335
tri,coupled,exponential,3.0,8.0,1.2,xxx,0.9326616009200465
tri,coupled,exponential,3.0,8.0,1.2,xxy,0.9303180190851212
tri,coupled,exponential,3.0,8.0,1.2,xyy,0.9455298038536579
tri,coupled,exponential,3.0,8.0,1.2,yyy,0.9126798486107456
tri,coupled,sine,4.0,4.0,1.2,x,3.3131377145010275
tri,coupled,sine,4.0,4.0,1.2,y,3.248504400451324
tri,coupled,sine,4.0,4.0,1.2,xx,2.663704810856718
tri,coupled,sine,4.0,4.0,1.2,xy,2.4953553443585967
tri,coupled,sine,4.0,4.0,1.2,yy,2.29311449608666
tri,coupled,sine,4.0,4.0,1.2,xxx,2.2158803676352
tri,coupled,sine,4.0,4.0,1.2,xxy,1.6617100590456002
tri,coupled,sine,4.0,4.0,1.2,xyy,1.5081442941425267
tri,coupled,sine,4.0,4.0,1.2,yyy,1.638245407170049
tri,coupled,shortwave,4.0,4.0,1.2,x,3.117027852603465
tri,coupled,shortwave,4.0,4.0,1.2,y,3.0414448533423433
tri,coupled,shortwave,4.0,4.0,1.2,xx,2.147003437493248
tri,coupled,shortwave,4.0,4.0,1.2,xy,2.4044373314068355
tri,coupled,shortwave,4.0,4.0,1.2,yy,2.0383856955168898
tri,coupled,shortwave,4.0,4.0,1.2,xxx,1.2219696896455443
tri,coupled,shortwave,4.0,4.0,1.2,xxy,1.5754209450433925
tri,coupled,shortwave,4.0,4.0,1.2,xyy,1.3575111910588793
tri,coupled,shortwave,4.0,4.0,1.2,yyy,1.169226117393019
tri,coupled,exponential,4.0,4.0,1.2,x,3.782850601084339
tri,coupled,exponential,4.0,4.0,1.2,y,3.769381840073602
tri,coupled,exponential,4.0,4.0,1.2,xx,2.767162424638622
tri,coupled,exponential,4.0,4.0,1.2,xy,2.6922504960249953
tri,coupled,exponential,4.0,4.0,1.2,yy,2.718712510588257
tri,coupled,exponential,4.0,4.0,1.2,xxx,1.7701748327110027
tri,coupled,exponential,4.0,4.0,1.2,xxy,1.6742072662621483
tri,coupled,exponential,4.0,4.0,1.2,xyy,1.6913427048844336
tri,coupled,exponential,4.0,4.0,1.2,yyy,1.7553378631928045
tri,coupled,sine,4.0,8.0,1.2,x,3.9366244489454947
tri,coupled,sine,4.0,8.0,1.2,y,3.9299893758503224
tri,coupled,sine,4.0,8.0,1.2,xx,2.9689441033742523
tri,coupled,sine,4.0,8.0,1.2,xy,2.9839210889947347
tri,coupled,sine,4.0,8.0,1.2,yy,2.94234383740079
tri,coupled,sine,4.0,8.0,1.2,xxx,2.030461532845292
tri,coupled,sine,4.0,8.0,1.2,xxy,2.010000981922086
tri,coupled,sine,4.0,8.0,1.2,xyy,1.9849329363608081
tri,coupled,sine,4.0,8.0,1.2,yyy,1.9669134158148622
tri,coupled,shortwave,4.0,8.0,1.2,x,3.798863305534541
tri,coupled,shortwave,4.0,8.0,1.2,y,3.781507520283233
tri,coupled,shortwave,4.0,8.0,1.2,xx,2.8277700083743063
tri,coupled,shortwave,4.0,8.0,1.2,xy,2.865374562375553
tri,coupled,shortwave,4.0,8.0,1.2,yy,2.780877557026178
tri,coupled,shortwave,4.0,8.0,1.2,xxx,1.862493931019481
tri,coupled,shortwave,4.0,8.0,1.2,xxy,1.9182786795747342
tri,coupled,shortwave,4.0,8.0,1.2,xyy,1.859757329954616
tri,coupled,shortwave,4.0,8.0,1.2,yyy,1.8085203844237516
tri,coupled,exponential,4.0,8.0,1.2,x,3.9135703530415853
tri,coupled,exponential,4.0,8.0,1.2,y,3.9094210491911032
tri,coupled,exponential,4.0,8.0,1.2,xx,2.9177511769130158
tri,coupled,exponential,4.0,8.0,1.2,xy,2.8998706440749022
tri,coupled,exponential,4.0,8.0,1.2,yy,2.9010953274810163
tri,coupled,exponential,4.0,8.0,1.2,xxx,1.9485811317206998
tri,coupled,exponential,4.0,8.0,1.2,xxy,1.9030521334182728
tri,coupled,exponential,4.0,8.0,1.2,xyy,1.912546854461557
tri,coupled,exponential,4.0,8.0,1.2,yyy,1.9406493159712614
tri,coupled,sine,3.0,16.0,1.2,x,2.9840371799530607
tri,coupled,sine,3.0,16.0,1.2,y,2.9842306544339374
tri,coupled,sine,3.0,16.0,1.2,xx,1.9889780864990023
tri,coupled,sine,3.0,16.0,1.2,xy,1.992582336538295
tri,coupled,sine,3.0,16.0,1.2,yy,1.988258152439307
tri,coupled,sine,3.0,16.0,1.2,xxx,1.005490413944927
tri,coupled,sine,3.0,16.0,1.2,xxy,0.9969610086225043
tri,coupled,sine,3.0,16.0,1.2,xyy,0.9987082767734383
tri,coupled,sine,3.0,16.0,1.2,yyy,0.9973774450290899
tri,coupled,shortwave,3.0,16.0,1.2,x,2.9515687529689876
tri,coupled,shortwave,3.0,16.0,1.2,y,2.948426018275145
tri,coupled,shortwave,3.0,16.0,1.2,xx,1.9561720714151203
tri,coupled,shortwave,3.0,16.0,1.2,xy,1.9688077657276568
tri,coupled,shortwave,3.0,16.0,1.2,yy,1.9515971236938399
tri,coupled,shortwave,3.0,16.0,1.2,xxx,0.9672881657953587
tri,coupled,shortwave,3.0,16.0,1.2,xxy,0.980522498497881
tri,coupled,shortwave,3.0,16.0,1.2,xyy,0.9740795538740398
tri,coupled,shortwave,3.0,16.0,1.2,yyy,0.9643294486363726
tri,coupled,exponential,3.0,16.0,1.2,x,2.9858374927125753
tri,coupled,exponential,3.0,16.0,1.2,y,2.986720024765551
tri,coupled,exponential,3.0,16.0,1.2,xx,1.9832002183753035
tri,coupled,exponential,3.0,16.0,1.2,xy,1.9838959015313544
tri,coupled,exponential,3.0,16.0,1.2,yy,1.9850623031197105
tri,coupled,exponential,3.0,16.0,1.2,xxx,0.983711590842233
tri,coupled,exponential,3.0,16.0,1.2,xxy,0.9836247444704919
tri,coupled,exponential,3.0,16.0,1.2,xyy,0.9873658054000397
tri,coupled,exponential,3.0,16.0,1.2,yyy,0.9804204753513298
quad,separable,represented_quadratic,2.0,8.0,0.3,x,2.9661404876924107
quad,separable,represented_quadratic,2.0,8.0,0.3,y,2.9860570349479096
quad,separable,represented_quadratic,2.0,8.0,0.3,xx,1.9648360415377257
quad,separable,represented_quadratic,2.0,8.0,0.3,xy,2.967616695898871
quad,separable,represented_quadratic,2.0,8.0,0.3,yy,1.9855307599191165
quad,separable,represented_quadratic,2.0,16.0,0.3,x,2.991121623535327
quad,separable,represented_quadratic,2.0,16.0,0.3,y,2.996445040492118
quad,separable,represented_quadratic,2.0,16.0,0.3,xx,1.9906132217633252
quad,separable,represented_quadratic,2.0,16.0,0.3,xy,2.9915098405971317
quad,separable,represented_quadratic,2.0,16.0,0.3,yy,1.9962819270744243
quad,separable,represented_quadratic,3.0,8.0,0.3,x,3.9416316369889
quad,separable,represented_quadratic,3.0,8.0,0.3,y,3.9759925460525496
quad,separable,represented_quadratic,3.0,8.0,0.3,xx,2.9371924064197827
quad,separable,represented_quadratic,3.0,8.0,0.3,xy,3.9427062649331814
quad,separable,represented_quadratic,3.0,8.0,0.3,yy,2.9739258817911596
quad,separable,represented_quadratic,3.0,8.0,0.3,xxx,1.9768317906146131
quad,separable,represented_quadratic,3.0,8.0,0.3,xxy,2.937193405115962
quad,separable,represented_quadratic,3.0,8.0,0.3,xyy,2.974393530028174
quad,separable,represented_quadratic,3.0,8.0,0.3,yyy,1.9911706141594414
quad,separable,represented_quadratic,3.0,16.0,0.3,x,3.984428305154248
quad,separable,represented_quadratic,3.0,16.0,0.3,y,3.993832627351485
quad,separable,represented_quadratic,3.0,16.0,0.3,xx,2.98288402653798
quad,separable,represented_quadratic,3.0,16.0,0.3,xy,3.984711444915931
quad,separable,represented_quadratic,3.0,16.0,0.3,yy,2.993237448512241
quad,separable,represented_quadratic,3.0,16.0,0.3,xxx,1.9943066336841604
quad,separable,represented_quadratic,3.0,16.0,0.3,xxy,2.9828704304077873
quad,separable,represented_quadratic,3.0,16.0,0.3,xyy,2.993222563366983
quad,separable,represented_quadratic,3.0,16.0,0.3,yyy,1.997817357851366
quad,separable,represented_quadratic,4.0,8.0,0.3,x,4.9109710552751995
quad,separable,represented_quadratic,4.0,8.0,0.3,y,4.963127988356543
quad,separable,represented_quadratic,4.0,8.0,0.3,xx,3.9035746674383676
quad,separable,represented_quadratic,4.0,8.0,0.3,xy,4.911630840557867
quad,separable,represented_quadratic,4.0,8.0,0.3,yy,3.959461160604287
quad,separable,represented_quadratic,4.0,8.0,0.3,xxx,2.939015940143652
quad,separable,represented_quadratic,4.0,8.0,0.3,xxy,3.9035622237454137
quad,separable,represented_quadratic,4.0,8.0,0.3,xyy,3.9605008859791972
quad,separable,represented_quadratic,4.0,8.0,0.3,yyy,2.9747269760857695
quad,separable,represented_quadratic,4.0,16.0,0.3,x,4.975810810209627
quad,separable,represented_quadratic,4.0,16.0,0.3,y,4.990446380882595
quad,separable,represented_quadratic,4.0,16.0,0.3,xx,3.9731791820886837
quad,separable,represented_quadratic,4.0,16.0,0.3,xy,4.913798002905058
quad,separable,represented_quadratic,4.0,16.0,0.3,yy,3.989338323125043
quad,separable,represented_quadratic,4.0,16.0,0.3,xxx,2.9832956147940655
quad,separable,represented_quadratic,4.0,16.0,0.3,xxy,3.961747657908236
quad,separable,represented_quadratic,4.0,16.0,0.3,xyy,3.3262597069733664
quad,separable,represented_quadratic,4.0,16.0,0.3,yyy,2.993398473144058
quad,separable,represented_quadratic,2.0,8.0,0.7,x,2.5399935827810225
quad,separable,represented_quadratic,2.0,8.0,0.7,y,2.8620315230134237
quad,separable,represented_quadratic,2.0,8.0,0.7,xx,1.579544847997281
quad,separable,represented_quadratic,2.0,8.0,0.7,xy,2.544215046925335
quad,separable,represented_quadratic,2.0,8.0,0.7,yy,1.8629173384356583
quad,separable,represented_quadratic,2.0,16.0,0.7,x,2.8137733436165613
quad,separable,represented_quadratic,2.0,16.0,0.7,y,2.9587728309594397
quad,separable,represented_quadratic,2.0,16.0,0.7,xx,1.8182006141379112
quad,separable,represented_quadratic,2.0,16.0,0.7,xy,2.815144793533937
quad,separable,represented_quadratic,2.0,16.0,0.7,yy,1.9569185862821885
quad,separable,represented_quadratic,3.0,8.0,0.7,x,3.3027269483598536
quad,separable,represented_quadratic,3.0,8.0,0.7,y,3.771939970131332
quad,separable,represented_quadratic,3.0,8.0,0.7,xx,2.34786375204109
quad,separable,represented_quadratic,3.0,8.0,0.7,xy,3.304146132411372
quad,separable,represented_quadratic,3.0,8.0,0.7,yy,2.7682871341134474
quad,separable,represented_quadratic,3.0,8.0,0.7,xxx,1.5529360067800333
quad,separable,represented_quadratic,3.0,8.0,0.7,xxy,2.347865409729338
quad,separable,represented_quadratic,3.0,8.0,0.7,xyy,2.784857653940138
quad,separable,represented_quadratic,3.0,8.0,0.7,yyy,1.887706484407086
quad,separable,represented_quadratic,3.0,16.0,0.7,x,3.697350123445404
quad,separable,represented_quadratic,3.0,16.0,0.7,y,3.928482746145618
quad,separable,represented_quadratic,3.0,16.0,0.7,xx,2.6984022730994166
quad,separable,represented_quadratic,3.0,16.0,0.7,xy,3.6977752202045115
quad,separable,represented_quadratic,3.0,16.0,0.7,yy,2.923234707766163
quad,separable,represented_quadratic,3.0,16.0,0.7,xxx,1.8413919038302478
quad,separable,represented_quadratic,3.0,16.0,0.7,xxy,2.698402466111283
quad,separable,represented_quadratic,3.0,16.0,0.7,xyy,2.9333556838338706
quad,separable,represented_quadratic,3.0,16.0,0.7,yyy,1.9708387784980717
quad,separable,represented_quadratic,4.0,8.0,0.7,x,4.05344960152344
quad,separable,represented_quadratic,4.0,8.0,0.7,y,4.668006974721742
quad,separable,represented_quadratic,4.0,8.0,0.7,xx,3.10728976680985
quad,separable,represented_quadratic,4.0,8.0,0.7,xy,4.053886104043112
quad,separable,represented_quadratic,4.0,8.0,0.7,yy,3.661890352913099
quad,separable,represented_quadratic,4.0,8.0,0.7,xxx,2.2877119705814506
quad,separable,represented_quadratic,4.0,8.0,0.7,xxy,3.1072900010415165
quad,separable,represented_quadratic,4.0,8.0,0.7,xyy,3.6882833941450066
quad,separable,represented_quadratic,4.0,8.0,0.7,yyy,2.770262657484209
quad,separable,represented_quadratic,4.0,16.0,0.7,x,4.566226558506252
quad,separable,represented_quadratic,4.0,16.0,0.7,y,4.891088806578526
quad,separable,represented_quadratic,4.0,16.0,0.7,xx,3.566516897128756
quad,separable,represented_quadratic,4.0,16.0,0.7,xy,4.566344334720558
quad,separable,represented_quadratic,4.0,16.0,0.7,yy,3.882677124299197
quad,separable,represented_quadratic,4.0,16.0,0.7,xxx,2.696257710266176
quad,separable,represented_quadratic,4.0,16.0,0.7,xxy,3.5665181607608707
quad,separable,represented_quadratic,4.0,16.0,0.7,xyy,3.905750366041032
quad,separable,represented_quadratic,4.0,16.0,0.7,yyy,2.9253809200598244
tri,separable,represented_quadratic,2.0,4.0,0.3,x,2.8939332493768304
tri,separable,represented_quadratic,2.0,4.0,0.3,y,2.9528878152567883
tri,separable,represented_quadratic,2.0,4.0,0.3,xx,1.8981929967508402
tri,separable,represented_quadratic,2.0,4.0,0.3,xy,1.9379724527633346
tri,separable,represented_quadratic,2.0,4.0,0.3,yy,1.9536068249456318
tri,separable,represented_quadratic,2.0,8.0,0.3,x,2.9692677123844353
tri,separable,represented_quadratic,2.0,8.0,0.3,y,2.9874041918278893
tri,separable,represented_quadratic,2.0,8.0,0.3,xx,1.9692063357013934
tri,separable,represented_quadratic,2.0,8.0,0.3,xy,1.982726033475572
tri,separable,represented_quadratic,2.0,8.0,0.3,yy,1.9873068054160394
tri,separable,represented_quadratic,3.0,4.0,0.3,x,3.8202312127851474
tri,separable,represented_quadratic,3.0,4.0,0.3,y,3.918895255450643
tri,separable,represented_quadratic,3.0,4.0,0.3,xx,2.8215743894874996
tri,separable,represented_quadratic,3.0,4.0,0.3,xy,2.8770075907976436
tri,separable,represented_quadratic,3.0,4.0,0.3,yy,2.9169954780029106
tri,separable,represented_quadratic,3.0,4.0,0.3,xxx,1.9240419511572213
tri,separable,represented_quadratic,3.0,4.0,0.3,xxy,1.8707235033758343
tri,separable,represented_quadratic,3.0,4.0,0.3,xyy,2.901563451002783
tri,separable,represented_quadratic,3.0,4.0,0.3,yyy,1.9708251390860394
tri,separable,represented_quadratic,3.0,8.0,0.3,x,3.9455913514471974
tri,separable,represented_quadratic,3.0,8.0,0.3,y,3.9777922014967984
tri,separable,represented_quadratic,3.0,8.0,0.3,xx,2.943280532664981
tri,separable,represented_quadratic,3.0,8.0,0.3,xy,2.964241264068066
tri,separable,represented_quadratic,3.0,8.0,0.3,yy,2.9766201555661977
tri,separable,represented_quadratic,3.0,8.0,0.3,xxx,1.9822305474721236
tri,separable,represented_quadratic,3.0,8.0,0.3,xxy,1.9598993525789856
tri,separable,represented_quadratic,3.0,8.0,0.3,xyy,2.9725047900897064
tri,separable,represented_quadratic,3.0,8.0,0.3,yyy,1.993218658036959
tri,separable,represented_quadratic,4.0,4.0,0.3,x,4.732706665366822
tri,separable,represented_quadratic,4.0,4.0,0.3,y,4.876549053614227
tri,separable,represented_quadratic,4.0,4.0,0.3,xx,3.7326081432207845
tri,separable,represented_quadratic,4.0,4.0,0.3,xy,3.8005255248086565
tri,separable,represented_quadratic,4.0,4.0,0.3,yy,3.8721928347892094
tri,separable,represented_quadratic,4.0,4.0,0.3,xxx,2.829876911927682
tri,separable,represented_quadratic,4.0,4.0,0.3,xxy,2.7923325661097143
tri,separable,represented_quadratic,4.0,4.0,0.3,xyy,3.8438262396152254
tri,separable,represented_quadratic,4.0,4.0,0.3,yyy,2.92356090415281
tri,separable,represented_quadratic,4.0,8.0,0.3,x,4.915662094721173
tri,separable,represented_quadratic,4.0,8.0,0.3,y,4.9653528048482976
tri,separable,represented_quadratic,4.0,8.0,0.3,xx,3.9111500284330254
tri,separable,represented_quadratic,4.0,8.0,0.3,xy,3.9394618208345404
tri,separable,represented_quadratic,4.0,8.0,0.3,yy,3.962980582260252
tri,separable,represented_quadratic,4.0,8.0,0.3,xxx,2.948241061178895
tri,separable,represented_quadratic,4.0,8.0,0.3,xxy,2.9330602362412623
tri,separable,represented_quadratic,4.0,8.0,0.3,xyy,3.954859665574896
tri,separable,represented_quadratic,4.0,8.0,0.3,yyy,2.9788256121848415
tri,separable,represented_quadratic,2.0,4.0,0.7,x,2.1772833252596637
tri,separable,represented_quadratic,2.0,4.0,0.7,y,2.655958599584965
tri,separable,represented_quadratic,2.0,4.0,0.7,xx,1.2924808005870931
tri,separable,represented_quadratic,2.0,4.0,0.7,xy,1.4468887991921366
tri,separable,represented_quadratic,2.0,4.0,0.7,yy,1.6919013244120857
tri,separable,represented_quadratic,2.0,8.0,0.7,x,2.563610098212572
tri,separable,represented_quadratic,2.0,8.0,0.7,y,2.871689995705819
tri,separable,represented_quadratic,2.0,8.0,0.7,xx,1.6183768169202564
tri,separable,represented_quadratic,2.0,8.0,0.7,xy,1.7282391901837852
tri,separable,represented_quadratic,2.0,8.0,0.7,yy,1.8776921647202955
tri,separable,represented_quadratic,3.0,4.0,0.7,x,2.8018604028520406
tri,separable,represented_quadratic,3.0,4.0,0.7,y,3.4589076872401474
tri,separable,represented_quadratic,3.0,4.0,0.7,xx,1.9336530611858034
tri,separable,represented_quadratic,3.0,4.0,0.7,xy,2.063387179291187
tri,separable,represented_quadratic,3.0,4.0,0.7,yy,2.5032987332601366
tri,separable,represented_quadratic,3.0,4.0,0.7,xxx,1.1579976926519868
tri,separable,represented_quadratic,3.0,4.0,0.7,xxy,1.238960388946718
tri,separable,represented_quadratic,3.0,4.0,0.7,xyy,2.219556490505611
tri,separable,represented_quadratic,3.0,4.0,0.7,yyy,1.6885828738060433
tri,separable,represented_quadratic,3.0,8.0,0.7,x,3.327591977327118
tri,separable,represented_quadratic,3.0,8.0,0.7,y,3.783263760499672
tri,separable,represented_quadratic,3.0,8.0,0.7,xx,2.3932966250311662
tri,separable,represented_quadratic,3.0,8.0,0.7,xy,2.504643953742551
