dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,recursive,-4.395678752881246e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,direct,-2.3203054478100604e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,fe_geometry,-2.320305447810062e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,reused,-1.9741118029846195e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,1,0,0,1,reused_centered,7.8678284066458551e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,recursive,2.4612118666958958e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,direct,4.5252726022311978e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,fe_geometry,4.5252726022312002e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,reused,-6.3895890123037325e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
3,8,1,5,0,0.23000000000000001,0.31,0.37,0.27354968749999997,0.36241039062499991,0.19624999999999995,constant,0,1,0,1,reused_centered,2.6593171090636498e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.9029108685229828e-18,0.14223945801495574,0.00061041701701469719,1.1102230246251565e-16
