dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,0,0,2,recursive,-7.5548954506863639e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,0,0,2,direct,5.5237255959426966e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,0,0,2,fe_geometry,5.5237255959426669e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,0,0,2,reused,-7.2353557244136218e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,0,0,2,reused_centered,1.5333529095371485e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,1,0,2,recursive,-1.5586970888277369e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,1,0,2,direct,3.7305247058544756e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,1,0,2,fe_geometry,3.7305247058544349e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,1,0,2,reused,1.6728680356450259e-13,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,1,0,2,reused_centered,5.6294214391278406e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,2,0,2,recursive,1.0659809520565914e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,2,0,2,direct,4.8054428050827678e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,2,0,2,fe_geometry,4.8054428050818108e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,2,0,2,reused,-5.7498943168390683e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,2,0,2,reused_centered,-1.8927537339039823e-12,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,0,0,3,recursive,1.8409322403271294e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,0,0,3,direct,9.8605295092910551e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,0,0,3,fe_geometry,9.8605295092994146e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,0,0,3,reused,5.1093635148962814e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,0,0,3,reused_centered,-3.0729764390484765e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,1,0,3,recursive,3.179675187009665e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,1,0,3,direct,8.4133291164785641e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,1,0,3,fe_geometry,8.4133291164808057e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,1,0,3,reused,1.6805266277153491e-10,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,1,0,3,reused_centered,2.8285611559948458e-10,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,2,0,3,recursive,7.8288955420572008e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,2,0,3,direct,1.4046261626072225e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,2,0,3,fe_geometry,1.4046261626071884e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,2,0,3,reused,-2.4431024781681901e-11,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,2,0,3,reused_centered,-8.2213618621006968e-10,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,3,0,3,recursive,7.584365021230526e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,3,0,3,direct,1.5147769414074723e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,3,0,3,fe_geometry,1.5147769414071332e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,3,0,3,reused,1.4831210509410545e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,3,0,3,reused_centered,-6.5339097654199945e-10,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,0,0,4,recursive,-7.7179499297446593e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,0,0,4,direct,-4.7461160232067103e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,0,0,4,fe_geometry,-4.7461160232089016e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,0,0,4,reused,8.719438170360459e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,0,0,4,reused_centered,7.8169473236226309e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,1,0,4,recursive,-1.2991161282594651e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,1,0,4,direct,-4.7081979360580448e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,1,0,4,fe_geometry,-4.7081979360573943e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,1,0,4,reused,9.7545476643781817e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,1,0,4,reused_centered,-5.6686896634925752e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,2,0,4,recursive,1.0841061108520125e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,2,0,4,direct,9.9746413469314601e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,2,0,4,fe_geometry,9.9746413469365847e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,2,0,4,reused,-2.4542872966150111e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,2,0,4,reused_centered,-4.1309084892597844e-08,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,3,0,4,recursive,-4.5938090890575889e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,3,0,4,direct,-3.1734353932142252e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,3,0,4,fe_geometry,-3.1734353932141692e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,3,0,4,reused,-8.4337496495622561e-09,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,3,0,4,reused_centered,-2.8380679215480851e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,4,0,4,recursive,-2.6605640293306248e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,4,0,4,direct,-6.5423218794822687e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,4,0,4,fe_geometry,-6.5423218794800249e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,4,0,4,reused,3.409189513192425e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,4,0,4,reused_centered,2.9221291529388558e-07,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,5,0,0,5,recursive,0.0020578973525224266,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,5,0,0,5,direct,0.00058796304885864266,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,5,0,0,5,fe_geometry,0.00058796304885752441,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,5,0,0,5,reused,-0.00028815825562323455,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,5,0,0,5,reused_centered,-7.2189991492637513e-05,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,1,0,5,recursive,0.0008302710967492971,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,1,0,5,direct,0.0011541832695007325,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,1,0,5,fe_geometry,0.0011541832695001783,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,1,0,5,reused,-6.8270866862297475e-05,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,4,1,0,5,reused_centered,0.00014419846481870385,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,2,0,5,recursive,-0.00082285146353489882,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,2,0,5,direct,-0.00073590655975341846,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,2,0,5,fe_geometry,-0.00073590655975386721,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,2,0,5,reused,-1.4245809630194137e-05,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,3,2,0,5,reused_centered,8.278710256722688e-05,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,3,0,5,recursive,-0.00025244593318863087,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,3,0,5,direct,-0.00033856746368408219,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,3,0,5,fe_geometry,-0.00033856746368418752,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,3,0,5,reused,-8.4723603748620161e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,2,3,0,5,reused_centered,-1.4260166462525307e-05,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,4,0,5,recursive,-0.00044885556607190421,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,4,0,5,direct,-0.00064182971649169921,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,4,0,5,fe_geometry,-0.00064182971649155403,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,4,0,5,reused,3.7717854400139169e-06,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,1,4,0,5,reused_centered,0.00012692555161179138,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
2,32,0,10,0,0.23000000000000001,0.31,0.37,0.20718750000000014,0.30968750000000017,0,constant,0,5,0,5,recursive,0.00039107730426512821,6.6613381477509392e-16,3.0198066269804258e-14,2.2204460492503131e-16,0.00086462500621564686,0.00067925002076663077,6.2038545941477076e-25
