dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,1,0,0,1,recursive,-4.0258187736002117e-13,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,1,0,0,1,direct,-9.2812217912402415e-12,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,1,0,0,1,fe_geometry,-9.2812217912402576e-12,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,1,0,0,1,reused,-7.8964472119384778e-15,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,1,0,0,1,reused_centered,3.1471313626583414e-14,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,1,0,1,recursive,9.1244827386234679e-13,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,1,0,1,direct,1.8208984612247966e-11,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,1,0,1,fe_geometry,1.820898461224796e-11,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,1,0,1,reused,-2.5466559850376142e-14,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,1,0,1,reused_centered,1.0271414415345543e-14,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,0,1,1,recursive,1.2741930026813429e-14,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,0,1,1,direct,1.2636909781582309e-11,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,0,1,1,fe_geometry,1.2636909781582325e-11,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,0,1,1,reused,-3.1178342387304307e-14,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,0,0,1,1,reused_centered,8.4329011926918758e-15,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,2,0,0,2,recursive,-1.5472313161187077e-11,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,2,0,0,2,direct,4.6910897556261129e-09,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,2,0,0,2,fe_geometry,4.6910897556261137e-09,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,2,0,0,2,reused,-7.1725377389475963e-12,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
3,32,1,10,0,0.23000000000000001,0.31,0.37,0.24994373046874996,0.33000650878906246,0.16156249999999997,constant,2,0,0,2,reused_centered,1.5813087759525588e-12,1.1102230246251565e-16,2.6645352591003757e-15,1.1102230246251565e-16,0.15017391700530425,0.012804917001631111,1.6903145549918221e-17
