dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,recursive,-7.6285465418951997e-14,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,direct,-1.2964788111695415e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,fe_geometry,-1.2964788111698495e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,reused,-5.5505631239281678e-15,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,0,0,1,reused_centered,2.1644145749302921e-14,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,recursive,-1.1514797059805521e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,direct,-4.440073982455883e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,fe_geometry,-4.4400739824556098e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,reused,-2.1905552457808356e-14,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,0,1,0,1,reused_centered,1.0923053985415276e-14,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,recursive,7.6807172450710456e-12,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,direct,2.7695100889900459e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,fe_geometry,2.7695100889900756e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,reused,-3.6435635413855693e-12,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,2,0,0,2,reused_centered,7.8657680432339623e-13,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,1,0,2,recursive,-2.494095641100957e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,1,0,2,direct,2.2299751768064633e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
2,32,1,10,0,0.23000000000000001,0.31,0.37,0.32217008789062518,0.4144402646484377,0,constant,1,1,0,2,fe_geometry,2.2299751768065182e-11,6.6613381477509392e-16,4.7961634663806763e-14,3.3306690738754696e-16,0.0008602079760748893,0.00069133398937992752,2.2204460492503126e-16
