family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual,reused_first_residual,reused_geometry_residual
hex,2,3,0.20000000000000001,gll,shear,0,constant,x,recursive,3.9097570439053222e-14,nan,2.3928883642114834e-13,0,6.6784265920324249e-14,nan,1.0750470870265277e-13,8.7163233656761221e-14,6.6453821833727341e-15,2.4061532195692923e-14,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,x,direct,3.7098283111223122e-14,nan,2.6064208105293828e-13,0,6.3985954650251541e-14,nan,9.10432656483079e-14,6.9912139546086591e-14,6.6453821833727341e-15,0,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,x,fe_geometry,3.7098283111223122e-14,nan,2.6064208105293859e-13,0,6.3985954650251553e-14,nan,9.1043265648307912e-14,6.9912139546086578e-14,6.6453821833727341e-15,3.5711019479679173e-29,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,x,reused,3.339188417074583e-14,nan,2.3637052336301909e-13,0,5.897176914101399e-14,nan,8.6586084300427274e-14,6.7351109412139655e-14,6.6453821833727341e-15,8.0028959479270706e-15,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,x,reused_centered,3.373200076753822e-14,nan,2.3724196997933613e-13,0,5.9268204018658079e-14,nan,8.6596999275587518e-14,6.7383856842765108e-14,6.6453821833727341e-15,7.7232706362466129e-15,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,y,recursive,4.3314848250020766e-14,nan,6.4960822335708933e-13,0,8.2147378442863799e-14,nan,1.1980672952013878e-13,8.105861418413414e-14,6.6453821833727341e-15,2.2119163732289062e-14,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,y,direct,4.1246619618427681e-14,nan,4.1581415487612096e-13,0,7.6754052876375787e-14,nan,1.0390462412194456e-13,7.2762050291031608e-14,6.6453821833727341e-15,0,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,y,fe_geometry,4.1246619618427687e-14,nan,4.1581415487612161e-13,0,7.67540528763758e-14,nan,1.0390462412194457e-13,7.2762050291031659e-14,6.6453821833727341e-15,3.7184622273371933e-29,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,y,reused,4.0067071467116302e-14,nan,3.6835768194355296e-13,0,7.3940354786242844e-14,nan,9.8277785487258543e-14,7.056179134778862e-14,6.6453821833727341e-15,1.2820846410116619e-14,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,y,reused_centered,4.0410597094164939e-14,nan,3.6813292891065794e-13,0,7.4232895902417274e-14,nan,9.8320880036241857e-14,7.0591328584946072e-14,6.6453821833727341e-15,1.2998156584787436e-14,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,z,recursive,1.2691853607700695e-13,nan,9.8180543915937321e-13,0,2.3565213185149726e-13,nan,1.131230616540255e-13,8.1108219039195753e-14,6.6453821833727341e-15,2.1162403971369986e-14,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
hex,2,3,0.20000000000000001,gll,shear,0,constant,z,direct,1.2578046337680409e-13,nan,9.1839884413254775e-13,0,2.3476877227899419e-13,nan,9.3894196280293746e-14,6.3976942014808665e-14,6.6453821833727341e-15,0,nan,0,2.5757174171303632e-14,1.0091927293842673e-13,2.2204460492503131e-15,0.12499999999999935,8,3.1598187829907955e-14,5.4982060571084901e-15,6.6613381477509392e-16,7.242817456898365e-14,1.0091927293842673e-13,1.3322676295501878e-15,0.18191745795775205,4.4657245099078864,2.2204460492503126e-16,2.2648549702353193e-14,5.4398927118716944e-15
