dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,0,0,1,recursive,-7.9419268468965698e-15,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,0,0,1,direct,-4.5698852345583859e-14,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,0,0,1,fe_geometry,-4.5698852345586724e-14,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,0,0,1,reused,-1.9564867736359315e-15,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,0,0,1,reused_centered,7.6292231868520056e-15,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,0,1,0,1,recursive,-1.8753919277146466e-14,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,0,1,0,1,direct,-1.3170438826615743e-13,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,0,1,0,1,fe_geometry,-1.3170438826615523e-13,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,0,1,0,1,reused,-6.4977687252231633e-15,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,0,1,0,1,reused_centered,3.2400679556956615e-15,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,2,0,0,2,recursive,-3.6276391798465301e-13,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,2,0,0,2,direct,3.4523284974641854e-12,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,2,0,0,2,fe_geometry,3.4523284974642229e-12,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,2,0,0,2,reused,-4.5220973277585782e-13,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,2,0,0,2,reused_centered,9.5834556846073977e-14,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,1,0,2,recursive,-1.6565022420386614e-12,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,1,0,2,direct,2.3315779411590472e-12,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,1,0,2,fe_geometry,2.3315779411590565e-12,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,1,0,2,reused,1.0455425222776283e-14,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
2,8,0,10,0,0.23000000000000001,0.31,0.37,0.2287500000000002,0.33875000000000027,0,constant,1,1,0,2,reused_centered,3.51838839945491e-13,6.6613381477509392e-16,8.8817841970012523e-15,1.1102230246251565e-16,0.00087845799862407148,0.00068541601649485528,1.5509636485369269e-25
