family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual,reused_first_residual,reused_geometry_residual
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,recursive,0.017901335042644916,0.0089021436366456905,0.23956686152151008,2.0109016180051329,0.058873728693634164,0.021129557539376991,0.046608100354439894,0.021942545558029748,1.0145744326358083e-15,0.017901335042644021,0.0089021436366452968,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,direct,3.5958802678480225e-14,1.7881930352292572e-14,4.3876013933186186e-13,2.0109016180051329,7.7993600737738932e-14,2.7991606970690145e-14,7.9631759202488518e-14,4.7769716947085175e-14,1.0145744326358083e-15,0,0,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,fe_geometry,9.8835459368664175e-14,4.9149823384553016e-14,9.8410168902773876e-13,2.0109016180051329,1.5507943140720709e-13,5.5657418712920002e-14,1.5716909993399626e-13,8.9177167748920894e-14,1.0145744326358083e-15,8.8491459125877808e-14,4.4005862014106973e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,reused,5.5314911518714976e-14,2.7507517535138701e-14,9.3614005436393199e-13,2.0109016180051329,1.9547329674959049e-13,7.0154623509157451e-14,1.366646765001171e-13,8.0272438012168121e-14,1.0145744326358083e-15,3.6289725895529662e-14,1.8046494950623308e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,x,reused_centered,4.7109595633220212e-14,2.3427101162688491e-14,8.4909856923331972e-13,2.0109016180051329,1.5133550090029753e-13,5.4313736278929232e-14,1.1064845825322021e-13,6.6622083599095323e-14,1.0145744326358083e-15,2.4338941772703445e-14,1.2103497035746808e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,recursive,0.0025921608220836273,0.0014741454323173911,0.022718640344269403,1.7584159372991373,0.0065525785544830418,0.0031736620857013976,0.0079537865768832434,0.0043791378358319193,1.0145744326358083e-15,0.002592160822083286,0.001474145432317201,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,direct,2.5238138062829987e-14,1.4352769175645011e-14,2.9043434324194095e-13,1.7584159372991373,4.565451826418919e-14,2.2112213146516072e-14,6.0355825656304236e-14,3.7765913244654567e-14,1.0145744326358083e-15,0,0,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,fe_geometry,6.1585479626566323e-14,3.5023271980325301e-14,8.1179507560591446e-13,1.7584159372991373,1.0897443561327443e-13,5.2780448451081935e-14,1.2132996063091667e-13,7.6489779111133493e-14,1.0145744326358083e-15,6.7317379949507161e-14,3.8282967369429315e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,reused,3.7779833346533579e-14,2.1485151803481736e-14,6.2705396430828841e-13,1.7584159372991373,9.9172085944680465e-14,4.803279907376613e-14,1.0786448194122148e-13,5.9416556557868399e-14,1.0145744326358083e-15,2.5551346189452866e-14,1.4530888652373605e-14,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
quad,4,2,0.69999999999999996,gll,separable,0,represented_quadratic,y,reused_centered,3.2730004796169413e-14,1.8613346308974832e-14,5.3113069498067489e-13,1.7584159372991373,8.1641693819175717e-14,3.9542165901863308e-14,9.2102830573295943e-14,5.127571001176095e-14,1.0145744326358083e-15,1.742647416567738e-14,9.9103254218929856e-15,3.5527136788005009e-15,1.3322676295501878e-15,1.4925801858144593e-13,3.1086244689504383e-15,0.0096074737535917516,16,1.9062627215366024e-12,1.0146935829171974e-13,9.7404503722560892e-15,1.8907154188873185e-10,2.6305217144172429e-13,1.9095836023552692e-14,0.0033750009606592357,0.1505442405177746,2.2204460492503131e-16,1.3894276391864049e-13,3.2186283275125572e-14
