dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,1,0,0,1,recursive,-1.0636298040548181e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,1,0,0,1,direct,-1.1424713086395965e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,1,0,0,1,fe_geometry,-1.1424713086396143e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,1,0,0,1,reused,-4.891216934089876e-16,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,1,0,0,1,reused_centered,1.9073057967130034e-15,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,0,1,0,1,recursive,-5.4954331894876392e-15,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,0,1,0,1,direct,-3.2926097066539358e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,0,1,0,1,fe_geometry,-3.2926097066539181e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,0,1,0,1,reused,-1.6244421813057902e-15,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,0,1,0,1,reused_centered,8.1001698892391469e-16,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,2,0,0,2,recursive,3.8097801609332914e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,2,0,0,2,direct,2.1577053109151159e-13,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,2,0,0,2,fe_geometry,2.1577053109150992e-13,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
2,2,0,10,0,0.23000000000000001,0.31,0.37,0.31500000000000028,0.4550000000000004,0,constant,2,0,0,2,reused,-2.8263108298491212e-14,6.6613381477509392e-16,2.7755575615628914e-15,5.0487097934144756e-29,0.001284250000026077,0.00084283400792628527,1.0339757656912846e-25
