family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual,reused_first_residual,reused_geometry_residual
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,recursive,0.003424430882002481,0.0017029330780486474,0.051389630525758179,2.0109016180051298,0.012750929615325667,0.0045762601922086452,0.0076937626645106798,0.0033214099630631158,5.1564060385715327e-15,0.0034244308820010378,0.0017029330780479399,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,direct,3.8337824281706434e-13,1.9064992508056469e-13,1.7696066834105295e-11,2.0109016180051298,1.2749808693514215e-12,4.5758578976294206e-13,1.6122861081040922e-12,7.6091743999384291e-13,5.1564060385715327e-15,0,0,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,fe_geometry,3.968301746932631e-13,1.9733942781692606e-13,1.751487843648647e-11,2.0109016180051298,1.2785458055947476e-12,4.5886523183581545e-13,1.5837866014001257e-12,7.4975414168589395e-13,5.1564060385715327e-15,8.8313797210423808e-14,4.3917512631987468e-14,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,reused,3.885266568570603e-13,1.9321017665821442e-13,1.730171561575844e-11,2.0109016180051298,1.2983608548007156e-12,4.6597677770921891e-13,1.6105963687819445e-12,7.6751206372053024e-13,5.1564060385715327e-15,3.7585666753895565e-14,1.8690952564443116e-14,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,reused_centered,3.8844956034969116e-13,1.9317183738458768e-13,1.7337242752546445e-11,2.0109016180051298,1.2979184409116611e-12,4.6581799704537405e-13,1.6097047161383947e-12,7.6513593435715098e-13,5.1564060385715327e-15,2.4968724457517615e-14,1.2416681270706536e-14,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,recursive,0.00024820399788330415,0.00014115204066253922,0.0024928425425958523,1.7584159372991321,0.00071126830455824519,0.00034449419143449097,0.00046013297643028762,0.00022431965318600147,5.1564060385715327e-15,0.00024820399788308135,0.00014115204066241258,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,direct,3.1180410202440786e-13,1.773210168370792e-13,8.5229601154424017e-12,1.7584159372991321,8.8343885737330912e-13,4.2788291408774088e-13,7.6128032580595336e-13,4.4833893895501986e-13,5.1564060385715327e-15,0,0,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,fe_geometry,3.1579564599996013e-13,1.7959098260051693e-13,8.3035800457764708e-12,1.7584159372991321,8.8686336589855267e-13,4.295415333287557e-13,7.7732762798000118e-13,4.5677233274867377e-13,5.1564060385715327e-15,6.7360461006716906e-14,3.8307467293648586e-14,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,reused,3.1325795751948172e-13,1.7814781524366492e-13,8.9617202547742636e-12,1.7584159372991321,8.9255447967734399e-13,4.3229795538077451e-13,7.6207696502619614e-13,4.4809410153369086e-13,5.1564060385715327e-15,2.5780217694363444e-14,1.4661046426797632e-14,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
quad,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,reused_centered,3.1357154275755586e-13,1.7832614918128598e-13,8.9039886574937555e-12,1.7584159372991321,8.9125927984635596e-13,4.3167064102462672e-13,7.609076814496676e-13,4.4702514892240075e-13,5.1564060385715327e-15,1.6424741744122075e-14,9.3406465419950244e-15,3.5527136788005009e-15,2.2204460492503131e-15,1.4642030642984645e-13,3.1086244689504383e-15,0.0096037281448273556,16,1.9083392737507011e-12,9.8210730047575696e-14,7.8656160920087248e-15,1.8934933876061242e-10,2.7653390736122382e-13,1.9095836023552692e-14,0.0041140889807138592,0.17996321729151532,2.2204460492503131e-16,1.2987883776844183e-13,3.1197266991966899e-14
