dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,1,0,0,1,recursive,-8.0770201913737165e-15,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,1,0,0,1,direct,-5.8007636195251509e-13,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,1,0,0,1,fe_geometry,-5.8007636195251529e-13,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,1,0,0,1,reused,-4.9352795074615486e-16,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,1,0,0,1,reused_centered,1.9669571016614634e-15,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,1,0,1,recursive,3.1491972965183237e-14,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,1,0,1,direct,1.1043445997270071e-12,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,1,0,1,fe_geometry,1.1043445997270063e-12,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,1,0,1,reused,-1.6203463027856289e-15,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,1,0,1,reused_centered,7.5629278249317054e-16,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,0,1,1,recursive,3.6670920830292875e-16,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,0,1,1,direct,8.50690614219426e-13,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,0,1,1,fe_geometry,8.506906142194256e-13,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,0,1,1,reused,-2.0300424856441618e-15,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
3,2,1,10,0,0.23000000000000001,0.31,0.37,0.36459499999999995,0.48841625,0.33499999999999996,constant,0,0,1,1,reused_centered,5.5479917836345787e-16,1.1102230246251565e-16,2.2204460492503131e-16,5.66878737970454e-18,0.14860575000056997,0.012880458001745865,2.8865798640253849e-18
