dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,1,0,0,1,recursive,-4.8505852879084936e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,1,0,0,1,direct,-2.3203054478100604e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,1,0,0,1,fe_geometry,-2.320305447810062e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,1,0,0,1,reused,-1.9741118029846191e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,1,0,0,1,reused_centered,7.867828406645852e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,0,1,0,1,recursive,1.3733193057722776e-14,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,0,1,0,1,direct,4.3756129008474508e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,0,1,0,1,fe_geometry,4.3756129008474508e-12,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,0,1,0,1,reused,-6.5169192235962397e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
3,8,0,10,0,0.23000000000000001,0.31,0.37,0.22874999999999998,0.33874999999999994,0.19624999999999995,constant,0,1,0,1,reused_centered,3.1667920412923083e-15,1.1102230246251565e-16,4.4408920985006262e-16,1.5777218104420236e-30,0.14883016599924304,0.012651791010284796,1.1102230246251565e-16
