family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements,geometry_derivative_residual,geometry_jacobian_residual,fe_inverse_residual,method_agreement,fe_first_residual,face_geometry_residual,initialization_seconds,evaluation_seconds,reused_inverse_residual,reused_first_residual,reused_geometry_residual
tri,16,3,1.2,gll,coupled,0,sine,x,recursive,0.00025085244304764938,0.00017684385494812891,0.0043727178953356094,1.4184968039812769,0.00052533565419966215,0.00036783384640080413,0.00073035405044807812,0.00046528863001602189,1.4125840880076772e-06,2.6180109191518519e-06,1.8456190968180479e-06,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,x,direct,0.00025088972122148674,0.00017687013500299596,0.0043715653039638758,1.4184968039812769,0.00052545544820872944,0.0003679177247570108,0.00073042908733727109,0.00046533780015156655,1.4125840880076772e-06,0,0,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,x,fe_geometry,0.00025088972112926244,0.00017687013493798047,0.004371565304014835,1.4184968039812769,0.00052545544810344961,0.00036791772468329508,0.00073042908716918398,0.00046533779976867671,1.4125840880076772e-06,8.5115265244229931e-13,6.0003706560695415e-13,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,x,reused,0.00025088972116640184,0.00017687013496416268,0.0043715653039654301,1.4184968039812769,0.00052545544816676735,0.00036791772472762941,0.00073042908729284851,0.00046533780019364043,1.4125840880076772e-06,9.0798218073238687e-13,6.4010017684459809e-13,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,x,reused_centered,0.00025088972121368607,0.00017687013499749669,0.0043715653039811397,1.4184968039812769,0.00052545544818189262,0.00036791772473821995,0.00073042908733389326,0.0004653378001505029,1.4125840880076772e-06,1.4306577744393226e-13,1.0085707779904288e-13,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,y,recursive,0.00029695146744018454,0.0001395615727892224,0.004919474466558299,2.1277452059720305,0.00061209791128719005,0.00028572250558001294,0.00084691180714318594,0.00052949916388464837,1.4125840880076772e-06,2.702795274582811e-06,1.2702597375438537e-06,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,y,direct,0.00029699399898187959,0.00013958156180932484,0.0049107856668622607,2.1277452059720305,0.00061223426759507665,0.00028578615563537596,0.00084706784836467014,0.00052960594104577759,1.4125840880076772e-06,0,0,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,y,fe_geometry,0.00029699399891978771,0.00013958156178014284,0.0049107856667470473,2.1277452059720305,0.00061223426743236425,0.00028578615555942309,0.00084706784824857214,0.00052960594081052513,1.4125840880076772e-06,7.6644092345611994e-13,3.6021190928806705e-13,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,y,reused,0.00029699399898640852,0.00013958156181145337,0.0049107856667255367,2.1277452059720305,0.00061223426752131122,0.00028578615560094278,0.00084706784838145641,0.00052960594114648144,1.4125840880076772e-06,5.4449763670481003e-13,2.5590300219858883e-13,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
tri,16,3,1.2,gll,coupled,0,sine,y,reused_centered,0.0002969939989976034,0.00013958156181671474,0.0049107856666938954,2.1277452059720305,0.00061223426763139688,0.00028578615565232995,0.00084706784838074149,0.00052960594106493751,1.4125840880076772e-06,1.7814019599507009e-13,8.3722330262559913e-14,4.4408920985006262e-16,1.5987211554602254e-14,9.7553225654796527e-12,1.4210854715202004e-13,0.0027343761260829997,512,2.6351375075062133e-11,4.5490486377808281e-12,8.8817841970012523e-16,7.3431880368013402e-11,1.244356038129194e-11,2.9842794901924208e-13,1.6437402976735029,25.525917895312887,4.4408920985006262e-16,1.071634025494617e-11,3.6326497365735122e-12
