case,kind,program,method,cadence,order,resolution,resolution_flag,dofs,ranks,repeat,scale,cfl,dt,rk_method,time,steps,l1_error,l2_error,linf_error,state_l2_error,cell_average_l2_error,downwind_l2_error,reference_l1_error,conservation_drift,total_variation,minimum,maximum,min_density,min_pressure,overshoot,undershoot,filter_applications,active_elements,positivity_applications,limited_elements,rejected_steps,failure_time,runtime_seconds,wall_time_seconds,status,exit_code,failure,profile_prefix,reference,log,command,measured_at_utc,commit,compiler,mfem,host,manifest_profile
burgers_smooth,convergence,burgers,ofdg,step,1,20,-n,40,1,1,1.0,,cfl,4,0.2,20,0.02120536064956357,0.01008607594628736,0.007768743797436972,,,,,0,,-0.5020369574593783,1.497516152300382,,,,,20,0,,,,,0.000790375,0.0539610831,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0064_burgers_smooth_ofdg_p1_r20_np1_s1.0_rep1,,raw/0064_burgers_smooth_ofdg_p1_r20_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 20 -o 1 -method ofdg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,dg,step,1,40,-n,80,1,1,1.0,,cfl,4,0.2,39,0.005272709854614015,0.002693343227979429,0.002727458102755209,,,,,1.41357985842823e-16,,-0.4989150650854708,1.500075623527115,,,,,0,0,,,,,0.002465,0.057492792,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0065_burgers_smooth_dg_p1_r40_np1_s1.0_rep1,,raw/0065_burgers_smooth_dg_p1_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 1 -method dg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg-kxrcf,step,1,40,-n,80,1,1,1.0,,cfl,4,0.2,39,0.005272709854614015,0.002693343227979429,0.002727458102755209,,,,,1.41357985842823e-16,,-0.4989150650854708,1.500075623527115,,,,,39,0,,,,,0.003366375,0.064958417,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0066_burgers_smooth_ofdg-kxrcf_p1_r40_np1_s1.0_rep1,,raw/0066_burgers_smooth_ofdg-kxrcf_p1_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 1 -method ofdg-kxrcf -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,oedg,stage,1,40,-n,80,1,1,1.0,,cfl,4,0.2,39,0.005281172868432343,0.002608051683027447,0.0021833142253464,,,,,4.24073957528469e-16,,-0.498792331882246,1.499655580230991,,,,,156,0,,,,,0.004774375,0.0584754581,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0067_burgers_smooth_oedg_p1_r40_np1_s1.0_rep1,,raw/0067_burgers_smooth_oedg_p1_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 1 -method oedg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg,step,1,40,-n,80,1,1,1.0,,cfl,4,0.2,39,0.00528417508850863,0.002599954089234233,0.002175074533735499,,,,,1.41357985842823e-16,,-0.4987933405552583,1.499643108808573,,,,,39,0,,,,,0.003018583333333334,0.062566916,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0068_burgers_smooth_ofdg_p1_r40_np1_s1.0_rep1,,raw/0068_burgers_smooth_ofdg_p1_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 1 -method ofdg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,dg,step,1,80,-n,160,1,1,1.0,,cfl,4,0.2,77,0.001355690112866061,0.0006940470483113063,0.0007009435786193841,,,,,2.82715971685646e-16,,-0.5002841699430166,1.499826318684236,,,,,0,0,,,,,0.009816791666666668,0.074378208,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0069_burgers_smooth_dg_p1_r80_np1_s1.0_rep1,,raw/0069_burgers_smooth_dg_p1_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 1 -method dg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg-kxrcf,step,1,80,-n,160,1,1,1.0,,cfl,4,0.2,77,0.001355690112866061,0.0006940470483113063,0.0007009435786193841,,,,,2.82715971685646e-16,,-0.5002841699430166,1.499826318684236,,,,,77,0,,,,,0.01313833333333333,0.0624117079,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0070_burgers_smooth_ofdg-kxrcf_p1_r80_np1_s1.0_rep1,,raw/0070_burgers_smooth_ofdg-kxrcf_p1_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 1 -method ofdg-kxrcf -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,oedg,stage,1,80,-n,160,1,1,1.0,,cfl,4,0.2,77,0.001338924038208216,0.0006770663089256882,0.0006227319413769639,,,,,4.24073957528469e-16,,-0.500266973078354,1.499779623347766,,,,,308,0,,,,,0.018806625,0.0751442499,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0071_burgers_smooth_oedg_p1_r80_np1_s1.0_rep1,,raw/0071_burgers_smooth_oedg_p1_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 1 -method oedg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg,step,1,80,-n,160,1,1,1.0,,cfl,4,0.2,77,0.00133617500877608,0.0006747573364425617,0.0006199440023661462,,,,,9.895059008997609e-16,,-0.5002668407955253,1.499778556682016,,,,,77,0,,,,,0.01198904166666667,0.064996083,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0072_burgers_smooth_ofdg_p1_r80_np1_s1.0_rep1,,raw/0072_burgers_smooth_ofdg_p1_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 1 -method ofdg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,dg,step,2,20,-n,60,1,1,1.0,,cfl,4,0.2,32,0.0006044377731738142,0.0003175923986407482,0.0003784522576866234,,,,,5.65431943371292e-16,,-0.4983844737052801,1.49969399037887,,,,,0,0,,,,,0.001085333333333333,0.060578416,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0073_burgers_smooth_dg_p2_r20_np1_s1.0_rep1,,raw/0073_burgers_smooth_dg_p2_r20_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 20 -o 2 -method dg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg-kxrcf,step,2,20,-n,60,1,1,1.0,,cfl,4,0.2,32,0.0006044377731738142,0.0003175923986407482,0.0003784522576866234,,,,,5.65431943371292e-16,,-0.4983844737052801,1.49969399037887,,,,,32,0,,,,,0.001510333333333333,0.058960709,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0074_burgers_smooth_ofdg-kxrcf_p2_r20_np1_s1.0_rep1,,raw/0074_burgers_smooth_ofdg-kxrcf_p2_r20_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 20 -o 2 -method ofdg-kxrcf -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,oedg,stage,2,20,-n,60,1,1,1.0,,cfl,4,0.2,32,0.0007117838111775927,0.0003757287396668109,0.0005168717193702044,,,,,5.65431943371292e-16,,-0.4983771642715514,1.499685895706984,,,,,128,0,,,,,0.002299708333333334,0.056558041,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0075_burgers_smooth_oedg_p2_r20_np1_s1.0_rep1,,raw/0075_burgers_smooth_oedg_p2_r20_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 20 -o 2 -method oedg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg,step,2,20,-n,60,1,1,1.0,,cfl,4,0.2,32,0.0007095344935296419,0.0003737679441863416,0.0004959204113454962,,,,,4.24073957528469e-16,,-0.498376945486138,1.499687327403681,,,,,32,0,,,,,0.001412458333333333,0.05792325,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0076_burgers_smooth_ofdg_p2_r20_np1_s1.0_rep1,,raw/0076_burgers_smooth_ofdg_p2_r20_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 20 -o 2 -method ofdg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,dg,step,2,40,-n,120,1,1,1.0,,cfl,4,0.2,64,7.56345380959761e-05,4.171218860773535e-05,5.584164810124026e-05,,,,,2.82715971685646e-16,,-0.4997783459257794,1.499985150627073,,,,,0,0,,,,,0.004378541666666667,0.0665546249,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0077_burgers_smooth_dg_p2_r40_np1_s1.0_rep1,,raw/0077_burgers_smooth_dg_p2_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 2 -method dg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg-kxrcf,step,2,40,-n,120,1,1,1.0,,cfl,4,0.2,64,7.56345380959761e-05,4.171218860773535e-05,5.584164810124026e-05,,,,,2.82715971685646e-16,,-0.4997783459257794,1.499985150627073,,,,,64,0,,,,,0.005798833333333334,0.055899917,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0078_burgers_smooth_ofdg-kxrcf_p2_r40_np1_s1.0_rep1,,raw/0078_burgers_smooth_ofdg-kxrcf_p2_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 2 -method ofdg-kxrcf -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,oedg,stage,2,40,-n,120,1,1,1.0,,cfl,4,0.2,64,8.183996705147152e-05,4.552997227867005e-05,6.534451092321536e-05,,,,,4.240739575284691e-16,,-0.4997780730044789,1.499984709796932,,,,,256,0,,,,,0.009157708333333334,0.0589460001,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0079_burgers_smooth_oedg_p2_r40_np1_s1.0_rep1,,raw/0079_burgers_smooth_oedg_p2_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 2 -method oedg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg,step,2,40,-n,120,1,1,1.0,,cfl,4,0.2,64,8.189131795792558e-05,4.549115154317893e-05,6.424958859418961e-05,,,,,4.240739575284691e-16,,-0.499778061514316,1.499984751617872,,,,,64,0,,,,,0.005609166666666668,0.0566729159,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0080_burgers_smooth_ofdg_p2_r40_np1_s1.0_rep1,,raw/0080_burgers_smooth_ofdg_p2_r40_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 40 -o 2 -method ofdg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,dg,step,2,80,-n,240,1,1,1.0,,cfl,4,0.2,128,9.382228533273012e-06,5.366694384311211e-06,7.640205188397253e-06,,,,,4.240739575284688e-16,,-0.4999199950407244,1.499984887923962,,,,,0,0,,,,,0.01694804166666667,0.082881625,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0081_burgers_smooth_dg_p2_r80_np1_s1.0_rep1,,raw/0081_burgers_smooth_dg_p2_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 2 -method dg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg-kxrcf,step,2,80,-n,240,1,1,1.0,,cfl,4,0.2,128,9.382228533273012e-06,5.366694384311211e-06,7.640205188397253e-06,,,,,4.240739575284688e-16,,-0.4999199950407244,1.499984887923962,,,,,128,0,,,,,0.02282845833333333,0.0798392909,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0082_burgers_smooth_ofdg-kxrcf_p2_r80_np1_s1.0_rep1,,raw/0082_burgers_smooth_ofdg-kxrcf_p2_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 2 -method ofdg-kxrcf -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,oedg,stage,2,80,-n,240,1,1,1.0,,cfl,4,0.2,128,9.731904175036336e-06,5.61372155129572e-06,8.390611774378165e-06,,,,,4.240739575284688e-16,,-0.4999199985579258,1.499984861987557,,,,,512,0,,,,,0.03553525,0.0909730841,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0083_burgers_smooth_oedg_p2_r80_np1_s1.0_rep1,,raw/0083_burgers_smooth_oedg_p2_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 2 -method oedg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
burgers_smooth,convergence,burgers,ofdg,step,2,80,-n,240,1,1,1.0,,cfl,4,0.2,128,9.744301801355393e-06,5.613429884341768e-06,8.334235346074692e-06,,,,,2.827159716856459e-16,,-0.499919998996733,1.499984863539439,,,,,128,0,,,,,0.02123591666666667,0.080780667,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0084_burgers_smooth_ofdg_p2_r80_np1_s1.0_rep1,,raw/0084_burgers_smooth_ofdg_p2_r80_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.2 -n 80 -o 2 -method ofdg -cadence auto,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,dg,step,1,0,-r,192,1,1,1.0,,cfl,4,0.02,3,0.02300671356125421,0.01125509795594683,0.008784871116070736,0.01688264693392013,,,,6.959162379954362e-16,,,,1.998392436048227,1.999999999999999,,,0,0,0,0,0,,0.000278375,0.301964041,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0085_euler_smooth_1d_dg_p1_r0_np1_s1.0_rep1,,raw/0085_euler_smooth_1d_dg_p1_r0_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,ofdg-kxrcf,step,1,0,-r,192,1,1,1.0,,cfl,4,0.02,3,0.02300671356125421,0.01125509795594683,0.008784871116070736,0.01688264693392013,,,,6.959162379954362e-16,,,,1.998392436048227,1.999999999999999,,,3,0,0,0,0,,0.00040075,0.064103125,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0086_euler_smooth_1d_ofdg-kxrcf_p1_r0_np1_s1.0_rep1,,raw/0086_euler_smooth_1d_ofdg-kxrcf_p1_r0_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,oedg,stage,1,0,-r,192,1,1,1.0,,cfl,4,0.02,3,0.02459936419053106,0.0117777673987223,0.009450639049424669,0.01766665109808348,,,,3.479581189977181e-16,,,,2.000368102698814,1.999999999999999,,,12,0,0,0,0,,0.0005016666666666666,0.056440042,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0087_euler_smooth_1d_oedg_p1_r0_np1_s1.0_rep1,,raw/0087_euler_smooth_1d_oedg_p1_r0_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,ofdg,step,1,0,-r,192,1,1,1.0,,cfl,4,0.02,3,0.02646583204181376,0.01255756640009767,0.01105092397072305,0.01883634960014643,,,,1.884773144570973e-16,,,,2.000361715929656,1.999999999999999,,,3,0,0,0,0,,0.0003028333333333333,0.0527221251,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0088_euler_smooth_1d_ofdg_p1_r0_np1_s1.0_rep1,,raw/0088_euler_smooth_1d_ofdg_p1_r0_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,dg,step,1,1,-r,384,1,1,1.0,,cfl,4,0.02,5,0.005735663032257901,0.002966072869125784,0.002498031426268366,0.004449109303688692,,,,8.698952974942951e-16,,,,1.999208351702356,1.999999999999999,,,0,0,0,0,0,,0.0006631666666666668,0.062427958,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0089_euler_smooth_1d_dg_p1_r1_np1_s1.0_rep1,,raw/0089_euler_smooth_1d_dg_p1_r1_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 1 -o 1 -method dg -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,ofdg-kxrcf,step,1,1,-r,384,1,1,1.0,,cfl,4,0.02,5,0.005735663032257901,0.002966072869125784,0.002498031426268366,0.004449109303688692,,,,8.698952974942951e-16,,,,1.999208351702356,1.999999999999999,,,5,0,0,0,0,,0.0009785416666666668,0.066019,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0090_euler_smooth_1d_ofdg-kxrcf_p1_r1_np1_s1.0_rep1,,raw/0090_euler_smooth_1d_ofdg-kxrcf_p1_r1_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 1 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,oedg,stage,1,1,-r,384,1,1,1.0,,cfl,4,0.02,5,0.006145706185105743,0.003018614402052676,0.002524684168487834,0.004527921603078996,,,,3.47958118997718e-16,,,,1.999429668496418,1.999999999999999,,,20,0,0,0,0,,0.001482375,0.06596525,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0091_euler_smooth_1d_oedg_p1_r1_np1_s1.0_rep1,,raw/0091_euler_smooth_1d_oedg_p1_r1_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 1 -o 1 -method oedg -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
euler_smooth_1d,convergence,euler,ofdg,step,1,1,-r,384,1,1,1.0,,cfl,4,0.02,5,0.006458016904145989,0.003115131875394298,0.002708968483020158,0.004672697813091403,,,,1.884773144570972e-16,,,,1.999435873880922,1.999999999999999,,,5,0,0,0,0,,0.0009492916666666668,0.06500175,ok,0,,/Users/timozund/Documents/master_thesis/codex_dev/measurements/study/quick/profiles/0092_euler_smooth_1d_ofdg_p1_r1_np1_s1.0_rep1,,raw/0092_euler_smooth_1d_ofdg_p1_r1_np1_s1.0_rep1.log,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 0.02 -no-vis -r 1 -o 1 -method ofdg -cadence auto -scale 1.0,2026-08-30T15:49:44.120296+00:00,71f8332f968aa4819ea1d6d0c5ccec8551c5819d,Apple clang version 16.0.0 (clang-1600.0.26.6),a1ce49fb5742ad3c46e3e3732e5f9b04e4ca6e18,Mac.fritz.box,quick
