family,n,p,amplitude,basis,map,extra,field,derivative,order,method,error_ratio,face_ratio,jump_ratio,relative_l2,error_l2
quad,16.0,4.0,1.2,gll,coupled,0.0,shortwave,xyy,3,physical_k1,1.9454756486524534,2.063982112370814,2.028024623109128,0.002229590979276136,0.453870146823829
quad,16.0,4.0,1.2,gll,coupled,0.0,shortwave,xyy,3,physical_k2,1.013494884647792,1.022409426970487,1.065893272236463,0.0011615046705510843,0.23644350029202965
quad,16.0,4.0,1.2,gll,coupled,0.0,shortwave,yyy,3,physical_k,1.3031935385130198,1.302848685850051,4.465657896137767,0.021438603986970287,3.273137011353256
quad,16.0,4.0,1.2,gll,coupled,0.0,shortwave,yyy,3,physical_k1,0.9969960433531536,0.9977474753877416,1.166879263348919,0.0164014037196755,2.504082895772706
quad,16.0,4.0,1.2,gll,coupled,0.0,shortwave,yyy,3,physical_k2,1.0012503543747158,1.0040812081014208,0.9573256815675676,0.01647139062993347,2.5147681412492697
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k,1.2909376447961016,1.0695077962959063,13.467986003124986,1.1864578179015012e-08,2.779731534312989e-08
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k1,0.9910983592848244,0.9906557575268028,1.634980786394745,9.108855113358777e-09,2.1340979357256483e-08
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k2,0.9992127096101397,0.9991484041355311,0.8909929007535524,9.183431406175637e-09,2.151570286594543e-08
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k,0.6700537869500803,0.5734551902948073,9.7393723371447,1.0780210510105406e-08,1.2628384528020393e-08
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k1,0.9970628346835703,0.9968244291159477,1.2538258402681421,1.604132005374681e-08,1.879146587961933e-08
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k2,0.9999213149164637,1.0000412463389134,1.038555655118321,1.6087308926953284e-08,1.8845339148078915e-08
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k,0.6399889537273119,0.5560542544027892,0.44368535864996045,2.0100049976020097e-06,4.709206000971255e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k1,0.9900934452088488,0.9893056776496962,0.9965468895826907,3.109573628376594e-06,7.285366359130079e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k2,0.9989398047107462,0.9991840854838393,0.9968339471752673,3.1373572748064885e-06,7.350460184594502e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k,5.196212235003643,4.681555848789859,3.7964029076667622,1.9754960640482403e-06,2.3141778082168504e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k1,0.92397659735692,0.8910971279325641,0.9777441969820289,3.512774399504491e-07,4.115009241753192e-07
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k2,1.0138606498763068,1.019794612277978,1.0122849277213262,3.854495607072968e-07,4.5153156000111265e-07
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k,0.1910992510579514,0.1744474497636724,0.13168450618848318,1.738244005475312e-06,1.0181254662926796e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k1,0.9966614114958086,0.9963308495795269,0.9974923741201199,9.065659412217083e-06,5.309944223734146e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k2,0.9996655361856165,0.9998713845938383,0.999974304396874,9.092985012421426e-06,5.3259493929521274e-06
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xxx,3,physical_k,0.36545512660674495,0.32737973629945466,4.471524731830902,0.000236763320371407,0.0005547086949699606
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xxx,3,physical_k1,0.9883517139351604,0.9865537912559391,2.518900837895735,0.00064031235697472,0.0015001767645149188
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xxx,3,physical_k2,0.9991040687838566,0.9996786686623058,0.6196021720403487,0.0006472783647016504,0.0015164973037322886
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xxy,3,physical_k,3.764912678025606,3.18471928864834,3.0720365744437794,0.0002382237045444392,0.0002790651019158328
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xxy,3,physical_k1,0.7656398054118424,0.6903922570004465,0.1959772392836065,4.8445625805999674e-05,5.675121008121852e-05
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xxy,3,physical_k2,0.9974164044621419,0.9981804638650974,0.9639219517007017,6.311121961239552e-05,7.39310933261061e-05
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xyy,3,physical_k,2.7120938551964593,2.5820001184067847,4.919770778762813,0.0002301809277855787,0.000134821730260644
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xyy,3,physical_k1,0.9583516062502513,0.9348493817006938,0.34752929095022306,8.133725219310413e-05,4.764091091654599e-05
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,xyy,3,physical_k2,1.0756876899332786,1.1082773615446948,1.6631268758083824,9.129580453196817e-05,5.3473840995216705e-05
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,yyy,3,physical_k,0.07029029120632367,0.06682668027186693,0.9506728367979539,0.00021718258625994088,6.36041663914983e-05
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,yyy,3,physical_k1,0.9958703628751636,0.9952074867411207,1.2704483994391258,0.0030770352103676553,0.0009011415826795605
quad,16.0,4.0,1.2,gll,coupled,0.0,exponential,yyy,3,physical_k2,0.9994726589609435,0.9997294582654925,0.9318931452205732,0.0030881655665940546,0.0009044012226056328
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k,0.7131280449023657,0.693735568709179,0.7106277037590776,0.1577454803033987,0.22376145965287128
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k1,0.9752058098820489,0.9637558030670361,1.0277615484954932,0.21571765403724963,0.30599480281418934
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k2,1.0087001314036124,1.0084774291834722,0.9942442378790792,0.2231266710765092,0.3165044698050223
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k,0.778492310351011,0.7854946435451986,0.7885104293666071,0.14617080565759108,0.31101423099100545
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k1,0.9943735011285026,0.9908436537005708,1.0177533474805742,0.18670496015429786,0.397260583899502
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k2,1.0082819431404888,1.0090232685328968,1.0100950594964606,0.18931642869072726,0.40281712355843635
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k,0.6257815768477583,0.584051912372424,0.6766535365336886,0.5718776689087544,1.6126004475945284
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k1,0.9247070252255801,0.8902342965689688,1.01498023912804,0.8450541172422626,2.3829128532100494
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k2,1.0282707229020047,1.0512409519218564,0.9651524676638974,0.9396969897747235,2.6497901014486573
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k,0.7436789124920009,0.7426566166423447,0.8927511679515845,0.4723468300899899,1.9979099142210999
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k1,0.9793270635925817,0.9699592057890501,0.9798921350764154,0.6220184898872867,2.630983905487171
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k2,1.0325521337077208,1.0499931227258235,0.965072223052415,0.6558243336834476,2.7739742383874515
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k,0.7911949432805376,0.7946244139507047,0.7871537537469645,0.5437542559184799,3.449918416703954
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k1,0.9843822188412611,0.9754194436881448,1.0056928335910482,0.6765235615966543,4.292290256274072
tri,2.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k2,1.0132933454706918,1.0192309096329721,0.9881304811858843,0.6963929354869484,4.418354039989595
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k,1.0251459884163854,1.0116603203875232,1.0586048691444063,0.811785512161841,4.590343812173778
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k1,0.990988303785883,0.9833350408763116,0.9965422325012377,0.7847369611989977,4.437394361018999
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k2,1.003661308483603,1.0043328555047553,0.9979054720014696,0.794772372472528,4.494140862837431
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k,1.029456795717276,1.0382192240124597,1.0246390147613873,0.844684360524349,3.5822808822189285
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k1,0.9923248482428306,0.9864540110210435,0.9899017587188624,0.8142170544285918,3.453069956504865
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k2,1.001263356070679,1.0003531520498845,0.9986313024163601,0.8215512308602967,3.4841739774219884
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k,1.0165400026954832,0.9753834864980919,0.8895339556492176,1.0522536784714358,47.638312012047294
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k1,0.9891000665517875,0.9765295190391309,0.9946307550582766,1.0238497065001777,46.352388943463815
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k2,1.0077153948757858,1.013513307994818,0.9866016152228452,1.0431190393871674,47.22476269811573
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k,1.005180312479576,1.000775613500175,0.9478773481070693,0.9946699082322973,33.773506622137276
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k1,0.9942968100762787,0.992019379291234,0.9731899148330532,0.9839002063167978,33.407826916788615
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k2,1.0012954278943866,0.9926493202182222,0.953137776166062,0.9908256449236467,33.64297663300481
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k,1.0014513624158723,0.9768789211655043,0.8057578476843245,1.0249913165426845,26.102290868341388
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k1,0.9968729056469475,0.9944233445849959,1.0106156107921553,1.0203052393077472,25.98295585638204
tri,2.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k2,0.9964505322683589,0.9855915683216541,0.9456869772410915,1.0198729376886773,25.971946921553325
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k,0.37621200099127655,0.3643369541796784,0.21350108487475467,0.014438484707726499,0.03382767650412645
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k1,0.9963644673354431,0.9979873178178642,1.1312019042455845,0.03823905959150525,0.08958963242113897
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k2,1.0333136423408629,1.0584632886313716,0.9552322597225238,0.03965711668929367,0.09291197390914131
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k,0.2282427581040828,0.21989625310995795,0.2052573159035163,0.01614217787849557,0.018909614907636537
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k1,1.0231102257652016,1.0332378925843493,1.1212147762996238,0.07235816544978135,0.08476334819115107
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k2,1.038256252706837,1.0672126462270637,0.9692099184280817,0.07342934888217256,0.08601817677465605
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k,0.4089597854772989,0.39299718536622164,0.36446661136956177,0.17262196002157423,0.4044330093720438
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k1,0.9764670138892875,0.956681396037959,1.1628783757309702,0.41216680910876313,0.9656584999399638
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k2,1.0460327016622646,1.0872215967723657,0.9495342716762324,0.4415304917985046,1.0344541650741896
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k,0.18445187302141036,0.17884169242481476,0.2090722624279866,0.1512761815193879,0.17721117675454273
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k1,1.0064231535574917,1.011907171264744,1.0486728037004514,0.8254069160100406,0.96691580537238
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k2,1.0456958122445692,1.1026303209380481,0.7932341584828334,0.8576159564875296,1.0046468077537365
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k,0.14716637237319527,0.1398586980854522,0.1409175144018472,0.19230228437696847,0.11263542536820897
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k1,1.042416710295283,1.0436268473456043,1.1496668085376642,1.3621258133221397,0.7978252618559739
tri,2.0,2.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k2,1.0406306687433144,1.0823653156317607,0.9622323713519993,1.359791993000981,0.7964582950232171
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k,0.6781394274706426,0.6782361812026813,0.6788309288134821,0.04351938617607254,0.06173211020198812
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k1,0.9916386802311488,0.9882359773345708,1.0108562420919223,0.06363810290912265,0.0902704455880254
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k2,0.9991464282140283,0.9983967214394587,0.9895470976537294,0.0641199102934805,0.09095388782287162
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k,0.7475765334644551,0.7566600725725402,0.7106362126291392,0.04019564267474166,0.08552608600214529
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k1,0.9972596746939928,0.9955612728525999,1.0151419533058863,0.053620588319115266,0.11409094973739597
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k2,0.9996992932947905,0.998765991207013,0.9902910689636989,0.05375176156111883,0.11437005297422086
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k,0.6522765911477703,0.6420577084755759,0.6765607219262827,0.3064705687370281,0.8641963188787063
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k1,0.9871923331734523,0.97825130572508,0.9976149274125841,0.4638299149569839,1.3079236506902432
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k2,1.000024658245372,1.0047993925836307,0.9918168470796611,0.4698591516586866,1.324925101057018
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k,0.7231976874092213,0.7289411454616395,0.8181082858488209,0.2489777761448906,1.0531142281315446
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k1,0.986683781776418,0.9828896357631887,0.9887191470241825,0.3396890477138862,1.436800403742741
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k2,1.008863384344774,1.0153334927387498,1.0020592579889303,0.3473248964166518,1.4690981494984212
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k,0.8023570470348461,0.8111056387196547,0.7956322216244102,0.2914629609160382,1.849224030353206
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k1,0.9971077168204601,0.993691891544955,0.9912231700556046,0.36220778339359466,2.2980736040259835
tri,4.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k2,0.9992667789460372,1.000553802905175,1.0012728108554383,0.36299208091082585,2.3030496799268527
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k,0.9774362248122834,0.976542959101213,0.9657837925977892,0.32297017146116924,1.8262756674917249
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k1,0.9951217074701976,0.9922931637436947,0.9971082988004155,0.32881391166784824,1.8593198353116749
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k2,1.0019671378288812,1.0032003991930982,1.0017335722771161,0.33107581864504687,1.8721100742860635
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k,0.9715681126200386,0.9706147096380315,0.9626622006504532,0.3467731622368464,1.4706545161751567
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k1,0.9974024648372349,0.9944372374546651,0.9985843682562467,0.3559939877212674,1.5097597587898224
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k2,1.0021912357176506,1.0029435831974143,1.0015767147295045,0.35770320110513526,1.5170084811704072
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k,0.9766840925291892,0.9716100333699238,0.9847100389660576,0.7839136182498836,35.48984650823882
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k1,0.9919827446469713,0.9855788617026474,0.9780817255191493,0.7961927388250335,36.045754830690385
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k2,1.0048696363278014,1.0092132814683192,1.0131244860124116,0.8065361138864144,36.514026824899496
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k,0.9718641880259421,0.9710071936531266,0.9971727988261087,0.669524425762173,22.73335851423058
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k1,0.9935894334059184,0.9891277115869683,0.989441021311286,0.6844911079558199,23.241544532521697
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k2,1.0065828762850924,1.0105398219352546,1.0090705974801086,0.6934423868377209,23.54548061633442
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k,0.9557280165641285,0.9478655177164951,0.9661824707354769,0.817211702592762,20.811003193704117
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k1,0.9937086951862352,0.9855118679262831,0.9810737435479252,0.8496877360504644,21.63803348935798
tri,4.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k2,1.0051040223794807,1.0101882232494448,1.0095802453581286,0.8594315068469638,21.886167044618283
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k,0.32118980208411674,0.31172075396360954,0.20274007566976,0.003641310375376669,0.008531163201872954
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k1,1.0044048752203123,1.0094737393154984,1.029788226680106,0.011386880497098737,0.02667812569284889
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k2,1.0116731971807857,1.0184408227549837,0.9948641211956151,0.011469281046538719,0.02687118051727422
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k,0.19897479892734635,0.1912783850578159,0.19456884214243553,0.004184954590260512,0.004902428922753749
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k1,1.009967826886511,1.0170623927037286,1.022001088155119,0.0212422352776819,0.024884033115103683
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k2,1.0128330053478,1.0202494256628984,0.9981212843356834,0.02130249739036213,0.024954626646712694
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k,0.36762269371801476,0.35856388416420865,0.3443972802819007,0.08662687792508228,0.20295661645463411
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k1,0.9938481861624259,0.9937296612611829,1.018882312265425,0.23419110672420937,0.5486823000318408
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k2,1.0259042269097594,1.041289001259463,1.0080701430218317,0.2417448153935407,0.5663797536389924
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k,0.15898249620569452,0.15470109777879956,0.16742794394152935,0.07549189266545792,0.08843432588202213
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k1,1.0099113776755264,1.0148217674374989,0.9938339302968353,0.479550410546232,0.5617651880982383
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k2,1.0107877709064097,1.0196498399713718,1.0018837993242748,0.47996656065896515,0.5622526835548479
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k,0.1302970100962528,0.1236263614851448,0.1244848619377144,0.09561141412006646,0.05600158279117932
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k1,1.007231703110868,1.0114899336832752,1.0083691953993097,0.7391025120979549,0.43290762827170975
tri,4.0,2.0,1.2,gll,coupled,0.0,exponential,yy,2,physical_k2,1.0271651037063174,1.042494465856839,1.0183673816099,0.7537295600842809,0.44147499281009156
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k,0.6801663191318824,0.6827138929117319,0.6781188331622604,0.011240455511675733,0.01594455021860595
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k1,0.9978545464241042,0.9970104746973473,1.0023387822761778,0.016490583730343008,0.02339184031727749
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,x,1,physical_k2,0.9997587527204876,0.9995455992899412,0.9970452605741348,0.01652205271896754,0.02343647897706591
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k,0.7490856226515594,0.7575882141811338,0.697798953828488,0.010366835391807697,0.022057984306019546
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k1,0.9993238228090963,0.9989091154655341,1.0046519320721943,0.013829961837343691,0.02942663499818356
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,y,1,physical_k2,0.9998692215642562,0.9995835009165686,0.997006499192322,0.013837509785063772,0.029442695107759893
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k,0.6563763076043222,0.6510891999839331,0.6620489106056071,0.15667894512206856,0.4418087132421309
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k1,0.9966101701141615,0.9943011364916947,0.997828022817533,0.2378937635962653,0.6708210698055662
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,xx,2,physical_k2,0.999910790479989,1.0010678421452124,0.9979166478574972,0.23868163133490097,0.673042726528749
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k,0.7300790184550718,0.7371792629567384,0.7742463205048304,0.1264177418064342,0.5347156868617157
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k1,0.9964985246002839,0.9955276520182322,0.996749388071444,0.17254994323763553,0.7298434547069751
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,xy,2,physical_k2,1.0023819965315033,1.0040650253712724,1.002036519111415,0.1735687031481726,0.7341525564005025
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k,0.807384584095147,0.8164165969245065,0.7983982237143632,0.14885047818529681,0.9444008951419285
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k1,0.999297812417813,0.998395787279158,0.9967310033771423,0.18423185202949505,1.1688825463746257
tri,8.0,2.0,1.2,gll,coupled,0.0,sine,yy,2,physical_k2,0.9996512222067583,0.9999006309188645,1.0004058074555953,0.1842970071205336,1.1692959311823203
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k,0.9753170497217809,0.9749428504448306,0.9676804554656627,0.09090075825160963,0.5140098300731655
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k1,0.99864475789943,0.9979103477559366,1.001802153648341,0.09307492957592463,0.5263039567059463
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1,physical_k2,1.0004608357197606,1.0007350212994146,0.9996211186926331,0.09324419028038895,0.5272610627588898
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k,0.968377392587612,0.9681412028240747,0.963726817068242,0.09823870810449113,0.4166273964373478
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k1,0.9992707311664799,0.9984771929209847,1.001123583333431,0.10137273590631019,0.42991871376661595
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1,physical_k2,1.0005054246683986,1.0006347046154684,0.9998397316532907,0.10149799150961314,0.43044991900027796
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k,0.9754921747567679,0.9733352615936408,0.9816981999911814,0.43469233309873584,19.67967365387082
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k1,0.9976165680789313,0.9958290781298101,0.9932127411987204,0.4445512580603875,20.126013308495544
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,2,physical_k2,1.0012081891546418,1.0023258688081012,1.0035722571538632,0.4461517323495805,20.1984710200871
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k,0.9720862187168917,0.9728288993506776,0.988808466515131,0.3633246451722776,12.336501997450446
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k1,0.997961300528555,0.9967028952649715,0.9964632924912795,0.37299565453031086,12.664876160469769
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,2,physical_k2,1.0019384651824021,1.003135094317022,1.0034164359190552,0.37448215018144565,12.715349357961589
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k,0.9568612760768805,0.9538895024097004,0.9631733499400563,0.45740949071630904,11.648328507688223
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k1,0.9981491608679811,0.9956914000486025,0.9934784487911791,0.4771463855277296,12.150945613697727
tri,8.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,2,physical_k2,1.0011858475614652,1.0025730150321361,1.0034130906493373,0.47859801634262317,12.187912648590869
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k,0.30762374944492976,0.2985830621521908,0.19260032890501502,0.0009101890732429103,0.002132466262943456
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k1,1.0011430865386928,1.0026897247955189,1.0044880704109693,0.0029621558795912342,0.00693998386104786
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,x,1,physical_k2,1.0028646525788347,1.0044189467194211,0.9992429123090557,0.002967249603991352,0.006951917859988632
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k,0.19294848020352276,0.18545688349762546,0.18708957771490922,0.001058862907254166,0.0012403958107059833
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k1,1.0025799651843508,1.0046349841494875,1.0022319248091667,0.005501959567497541,0.006445223032597456
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,y,1,physical_k2,1.0030556894032765,1.0046777717150956,1.0002788123612387,0.005504570247451961,0.0064482812910900056
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k,0.35679074454943205,0.3479799208736149,0.3360239827541633,0.043335493358598924,0.10152997909101436
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k1,0.9981410386800111,0.9983246628938945,1.0014823297455424,0.12123334198953652,0.28403550354155677
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,xx,2,physical_k2,1.0067541342789137,1.0107224955032252,1.002656049380301,0.12227948108598245,0.2864864847663355
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k,0.1528804699359734,0.148836971826991,0.15428977429803947,0.03770116574635434,0.044164705109728315
tri,8.0,2.0,1.2,gll,coupled,0.0,exponential,xy,2,physical_k1,1.0022420587960568,1.0036206423874996,0.9957337745714075,0.24715841070126396,0.28953158630289766
