family,n,p,amplitude,basis,map,extra,field,derivative,error_l2_fe_over_recursive,error_l2_fe_minus_direct,face_rms_fe_over_recursive,face_rms_fe_minus_direct,jump_rms_fe_over_recursive,jump_rms_fe_minus_direct,fe_operator_relative_l2
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,xx,0.9999999999997072,-2.672528864877677e-12,0.999999999999704,-4.89386309254769e-12,0.9999999999995782,-9.134026868196088e-12,9.51765359498775e-14
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,xy,0.9999999999997087,-3.801403636316536e-13,0.9999999999997409,-8.100187187665142e-13,0.9999999999999755,1.2878587085651816e-14,4.235093205182318e-14
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,yy,1.0000000000002423,2.1671553440683056e-13,1.0000000000002316,3.4283687000424834e-13,1.0000000000007256,1.6324719354088302e-12,7.960210769245553e-14
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,xxx,0.9999999999996568,-8.193978828785475e-11,0.9999999999996261,-1.2067857824149542e-10,0.9999999999993652,-2.837623469531536e-10,4.570302947125492e-13
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,xxy,0.9999999999996464,-1.9305446130601922e-11,0.9999999999996582,-3.352340627316153e-11,0.9999999999996146,-5.276490355754504e-11,1.6015142529978395e-13
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,xyy,1.0000000000002494,2.227551476607914e-12,1.000000000000238,2.8137492336099967e-12,1.0000000000006293,9.755751761986176e-12,1.7128547197109743e-13
quad,4.0,3.0,0.0,gll,coupled,0.0,shortwave,yyy,1.0000000000003808,1.240607616637135e-11,1.0000000000003084,1.1908696251339279e-11,1.0000000000003435,2.48121523327427e-11,2.788289593326395e-13
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,x,0.99999999992364,-8.69383775040089e-15,0.9999999999251022,-1.9478667810657324e-14,0.9999999999147505,-5.985273041075878e-14,2.0690649297239354e-14
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,y,0.9999999969470111,-1.7774832238135092e-14,0.9999999971341043,-3.9824473742604977e-14,0.9999999970504135,-8.066174816837371e-14,3.7529684731515456e-14
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,xx,0.9999999998047393,-9.000439282758066e-13,0.999999999788229,-1.7532919560636628e-12,0.9999999993855581,-3.0715226369271154e-12,6.809830986564344e-13
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,xy,0.9999999993222431,-2.7719864706572672e-14,0.9999999996189085,-5.1560155884394776e-14,0.9999999994386193,-5.725286781124717e-14,2.9242171286151757e-13
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,yy,0.9999999990638305,-2.0491675847486568e-13,0.9999999992007758,-2.9310343215016577e-13,1.000000048310823,8.346685430489498e-13,1.2242429978916173e-12
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,xxx,0.9999999997541043,-2.925409914311672e-11,0.9999999997343821,-4.294925526338034e-11,0.9999999997720654,-6.693956500214426e-11,1.5156304017756807e-11
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,xxy,0.9999999984192138,-2.1518819712240678e-12,0.9999999986644107,-4.546658188830932e-12,1.0000000046392719,1.786782093810002e-12,9.946845577727526e-12
quad,4.0,3.0,0.0,gll,coupled,0.0,exponential,xyy,1.0000000023613487,6.960019583238108e-13,1.0000000003454055,-6.111671498748583e-13,0.9999998878394225,-1.1578182260597175e-11,2.0235349654782653e-11
