family,n,p,amplitude,basis,map,extra,field,derivative,error_l2_fe_over_recursive,error_l2_fe_minus_direct,face_rms_fe_over_recursive,face_rms_fe_minus_direct,jump_rms_fe_over_recursive,jump_rms_fe_minus_direct,fe_operator_relative_l2
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yyy,1.5231791109683428e-08,1.011169899375205e-08,1.1690520358171402e-08,1.8012379939256863e-08,5.3309724113813875e-08,2.881861045868791e-08,2.135624138355697e-10
tri,8.0,3.0,0.7,gll,separable,0.0,constant,x,nan,-1.474223259677027e-26,nan,-7.976961473594871e-26,nan,-7.613454368469029e-26,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,y,nan,-2.675816190509672e-27,nan,-2.1911400503418824e-26,nan,-9.491574411619214e-27,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xx,nan,-6.688530734315497e-24,nan,-3.3449116020113057e-23,nan,-1.3987107170388852e-22,2.0953172301502547e-12
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xy,nan,-3.467049989333589e-24,nan,-1.943874439499615e-23,nan,-3.275764472680701e-23,1.2694486204912324e-12
tri,8.0,3.0,0.7,gll,separable,0.0,constant,yy,nan,2.972680326362443e-25,nan,-2.8757450983288853e-24,nan,4.549493369041652e-24,8.387142155077916e-13
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xxx,0.897540395137664,1.0956007213264852e-21,0.9443160771197493,5.797708913384171e-21,0.8046068020120118,1.977209818185502e-20,1.1294182151319388e-11
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xxy,0.8234156613963266,-9.396771758602394e-22,0.7684768261482455,-4.044913195384305e-21,0.6459963252241463,-5.627723297504524e-21,6.898876904938487e-12
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xyy,0.7680082741084177,-4.146242820422051e-22,0.6805263479158102,-2.395515053953568e-21,0.6235969936107314,-4.971148686290558e-21,4.798986482211947e-12
tri,8.0,3.0,0.7,gll,separable,0.0,constant,yyy,0.6177386960864248,2.9261514169063354e-23,0.5138405828889054,3.5341291671328107e-22,0.5921554775124115,2.3762831047117103e-21,6.97637581801842e-12
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,x,1.147259311133594e-09,1.8829650783506856e-13,9.30952286451458e-10,5.827138243969246e-13,9.107682769200649e-10,2.0097627654476937e-13,2.643221938134856e-13
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,y,2.249134897505997e-08,9.048473327719106e-14,1.8335953380077293e-08,2.031705515009531e-13,2.2031889359354796e-08,2.1431555060679847e-13,2.0031019187250157e-13
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xx,4.701606996648305e-10,3.475721748346629e-11,3.0070680523872445e-10,1.1610659452732725e-10,8.943459077654576e-10,2.1062425812003017e-10,4.0029422750742124e-12
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xy,1.295162873833487e-08,6.904904886887854e-12,9.3626549168501e-09,1.9044945141669225e-11,9.688759979124628e-09,4.711956350160132e-11,2.3895438437512602e-11
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yy,7.458771572717205e-09,2.6051175029465824e-12,4.675132020907378e-09,2.870520295752323e-12,6.536323921463284e-09,-5.806896535029114e-12,3.932436607799168e-12
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxx,1.185795437683286e-10,2.3766322480795527e-09,8.862639534547298e-11,9.114198983524897e-09,4.88367945941672e-10,1.6526805354293242e-08,7.321527432859094e-12
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxy,4.8467677426080625e-09,5.741077408187436e-10,3.359924782178769e-09,1.9189886898944794e-09,2.5344069314464195e-09,4.4554716875829063e-10,2.3599384211588853e-10
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xyy,1.258314919400142e-07,2.9409512001101745e-10,8.078820896997812e-08,7.403750203029789e-10,1.2042739306494495e-07,1.2387500522234235e-09,6.248415871719272e-10
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yyy,2.3780918309233347e-09,1.0577526260823406e-10,1.5082856356968609e-09,7.511688494058705e-11,4.9718640515524305e-09,-5.9743634971953e-11,2.8798948070155556e-11
tri,4.0,4.0,0.7,gll,separable,0.0,constant,x,nan,-1.0652777664104543e-26,nan,-5.634360129450555e-26,nan,-1.1208135741380136e-25,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,y,nan,-3.685558149192567e-27,nan,-1.8276329452160402e-26,nan,-1.1309109937248425e-26,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xx,nan,-7.043959903771876e-24,nan,-2.783979749123784e-23,nan,-5.442589936657499e-23,7.192646567001766e-13
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xy,nan,-1.1292954065909499e-24,nan,-5.583469134732937e-24,nan,-1.2071667064445748e-23,6.020478386412314e-13
tri,4.0,4.0,0.7,gll,separable,0.0,constant,yy,nan,-7.108583389127582e-25,nan,-2.6560252481194873e-24,nan,1.1502980393315541e-24,3.9301975747683137e-13
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xxx,1.050385166339704,-1.3342423280480336e-21,1.163006268390396,-4.8588589181364846e-21,0.8374376016278338,-3.2673634195844593e-21,2.0906898829307046e-12
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xxy,nan,-4.0966119836688696e-22,0.7992171301074602,-1.7331501784517312e-21,0.7044243279898639,-4.1336283160806175e-21,2.8801703037390034e-12
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xyy,nan,-9.285102375907736e-23,0.6642498585832469,-5.646541656440105e-22,0.7219104416946674,-8.8859877303509e-22,1.52720862079447e-12
tri,4.0,4.0,0.7,gll,separable,0.0,constant,yyy,nan,-1.0784367236160098e-22,0.8532153127767397,-4.003554164756654e-22,0.9556664875978484,5.467663848975513e-22,1.3168718009043922e-12
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,x,3.7690067286594974e-08,2.887200880084328e-13,2.8149712810080435e-08,7.505573332045412e-13,3.372498333854064e-08,6.745386320044985e-13,5.559925777626759e-13
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,y,1.1882508979668517e-06,1.904469472386387e-13,9.414272440877011e-07,4.68264922130003e-13,9.933980488944969e-07,4.4911707729578237e-13,4.025715241909686e-13
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xx,1.3731123233525396e-08,6.900017633385265e-11,8.387205840596026e-09,2.0400367822326224e-10,2.1169796292830974e-08,5.355184604924619e-10,1.4704955504418365e-11
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xy,5.221356133370738e-07,3.1197131338800265e-11,3.4748621569941806e-07,8.336511832862498e-11,3.084213094617764e-07,1.2573583888054256e-10,9.343428953530176e-11
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yy,4.1304457455880475e-07,1.7336266934872786e-11,2.609527405994729e-07,4.40389163977132e-11,3.468623377766726e-07,-4.184583253022421e-12,1.5740809856260706e-11
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxx,2.9394596423236357e-09,9.321990600830955e-09,1.878980462961948e-09,2.6542870247564814e-08,6.418354542330275e-09,4.432417607843551e-08,3.748632239232114e-11
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxy,2.1897792208084585e-07,4.719266863054213e-09,1.3815424304613404e-07,1.1301741376982698e-08,1.523512662979849e-07,1.4871007984894386e-08,1.9320970281414664e-09
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xyy,1.2792134114444677e-05,4.2862070596397165e-09,7.186564433025361e-06,9.331426414287485e-09,9.675995903046712e-06,1.684484883706512e-08,4.770424956672602e-09
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yyy,1.4503578271917224e-07,2.6286130141273836e-09,9.112620956133396e-08,5.2840116246882955e-09,1.7975794592213486e-07,1.0625672823027871e-08,2.1356239055072585e-10
tri,8.0,4.0,0.7,gll,separable,0.0,constant,x,nan,-2.453672959599435e-26,nan,-1.4863401631812216e-25,nan,-3.8531753143339277e-25,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,y,nan,-5.2506581851510546e-27,nan,-4.362085261510107e-26,nan,-5.977672395402739e-26,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xx,nan,-3.05669085732486e-23,nan,-1.5690582244365244e-22,nan,-6.561093221194046e-22,2.0523421462177887e-12
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xy,nan,-1.2446483279508838e-23,nan,-6.4597635961563e-23,nan,-1.164773700051232e-22,1.350258822805042e-12
tri,8.0,4.0,0.7,gll,separable,0.0,constant,yy,nan,9.952016744778614e-25,nan,4.652890945610781e-25,nan,1.3002245253567904e-23,8.123766421976779e-13
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xxx,1.0017471310507506,7.692779696743157e-21,1.0158379861047284,4.5528020914918643e-20,1.0793259863388593,-6.208486805578005e-20,1.0092146969740482e-11
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xxy,0.8282032360286417,-7.833400400877172e-21,0.8057268033951966,-3.6111396821614976e-20,0.8006268023427746,-4.616164126413426e-20,6.082934817625009e-12
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xyy,0.7427374787600205,-1.6390583837738243e-21,0.7024895063127364,-9.293374182033266e-21,0.7299779472369079,-9.586196118877038e-21,3.4007083997347475e-12
tri,8.0,4.0,0.7,gll,separable,0.0,constant,yyy,0.9133501196506423,-2.4070955825293105e-22,0.8723148674863914,-2.9778502051908996e-22,0.8395775733770594,8.126222337720944e-21,2.6347961453675016e-12
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,x,1.0019347293191754,-1.3510026430907374e-14,1.0018051055446917,-2.1010970741031088e-14,1.0263433795214594,6.956935028057387e-14,3.143125996308564e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,y,1.000900757890327,5.322131624296844e-15,1.0010553675452405,8.729128531115293e-15,0.9770022894375919,7.913114608015803e-14,2.175448244691888e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,xx,1.0012645694734714,-4.4519943287468777e-13,1.0001405929409461,-4.2232883856740955e-13,1.0092345254492614,-1.6913137557139635e-12,6.366694704840486e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,xy,1.067806829569277,-2.6867397195928788e-14,1.086511926571779,-3.991251773527438e-14,0.7428532424469009,2.1543877792851163e-13,1.1785893852504448e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,yy,1.001374358019406,3.397282455352979e-13,1.0005003032512219,4.4986236957811343e-13,1.0080684042182968,7.100986465502501e-13,1.4531557556686838e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1.001000533188035,-5.3290705182007514e-14,1.0007270048177717,-8.615330671091215e-14,0.994095482346016,2.708944180085382e-14,2.123623339954739e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1.0019585914957898,1.2323475573339238e-14,1.0012362347593269,2.2426505097428162e-14,0.9844444257752493,1.0658141036401503e-13,2.7978234864736873e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,1.0018700099774376,-1.9966250874858815e-12,1.0002425917845463,-1.7550405573274475e-12,1.0090929463035276,-1.0913936421275139e-11,1.317490603040092e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,1.005662365899714,-2.5224267119483557e-13,1.0087998112336423,-2.7711166694643907e-13,0.9905551936435306,6.430411758628907e-13,5.083487117311911e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,1.0027303219408856,1.0178524689763435e-12,0.9988522087500852,1.4956924587750109e-12,1.0054223371040278,2.3874235921539366e-12,1.1591669312253366e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,x,1.0027347105087856,-2.558370182370595e-14,1.0069322410225636,-4.167846623381877e-14,0.8613147067010574,-6.532448193485862e-14,2.195275317546104e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,y,1.0135371202787706,5.184221107956688e-15,1.0170663063553338,9.652001420334955e-15,1.8206270921364076,2.3053607633993778e-14,4.246903199659993e-14
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,xx,1.009391963612113,-7.534806112374781e-13,1.022609628590113,-3.1030733538273125e-13,1.0026390231076896,-2.8483881919783016e-12,8.71393567620689e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,xy,1.0744950778776552,-2.0819457269283248e-13,1.0787890456317846,-4.527073160787154e-13,0.884934963762992,-1.0928064009263494e-13,4.635040394531884e-13
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,yy,1.0016775397444464,4.3008652195197783e-13,1.001245381027589,5.680456105494613e-13,1.0184903489877428,1.0204059819329814e-12,1.6006041632834199e-12
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,x,nan,-2.524354896707238e-28,nan,-6.184669496932733e-28,nan,-9.087677628146056e-28,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,y,nan,-1.199068575935938e-28,nan,1.4515040656066617e-28,nan,-2.9030081312133234e-28,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,xx,nan,-5.755529164492502e-27,nan,-2.6253290925755273e-27,nan,-1.7165613297609217e-26,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,xy,nan,-9.794496999224083e-27,nan,-1.029936797856553e-26,nan,-2.908056841006738e-26,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,yy,nan,5.856503360360792e-27,nan,3.059518134809172e-26,nan,4.33179300274962e-26,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,x,1.0004908949075229,-2.642677743303068e-14,1.0005383412721425,-4.401340403248355e-14,1.0286110076638408,1.1475542738281774e-13,6.165239214106342e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,y,1.0002281524951664,8.087280845003875e-15,1.0002892600344355,1.4478002130502432e-14,0.9771800849038984,1.294485352243413e-13,4.3554056783108686e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,xx,1.0003122539272697,-1.7342238756157258e-12,1.0002229308093555,-1.893374346195742e-12,1.002418868710665,-5.102029909664907e-12,2.5530659289467992e-12
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,xy,1.0305935820365106,-5.592748486549226e-15,1.0473188440931693,1.861288900784075e-13,0.9222585322964829,2.811639809863209e-13,4.584173972613657e-13
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,yy,1.000347335817614,1.1735057370287905e-12,1.0001888386744353,1.6080470288670767e-12,1.0019488962235903,2.7402524693798114e-12,5.533003332861844e-13
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1.0002361741976538,-1.0325074129013956e-13,1.000265387270256,-1.794120407794253e-13,0.9931002008524952,1.255662240851052e-13,4.103260676403621e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1.0004901922469793,1.8207657603852567e-14,1.0005807824711903,3.447242491461111e-14,0.9911405146637915,2.1010970741031088e-13,5.564385951442905e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,1.0004291397391545,-7.631228982063476e-12,1.0001998514085042,-8.405720564041985e-12,1.002407578171312,-2.659561459950055e-11,4.450957432581333e-13
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,1.0046472536901467,-6.088463067044358e-13,1.0080706997690916,-2.9398705692074145e-13,0.9919933351206149,-3.108624468950438e-14,1.6116087008824794e-13
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,1.0006554674500305,3.162803352552146e-12,1.0001181390956322,4.547473508864641e-12,1.0018282701214503,7.666756118851481e-12,3.6904740467201116e-13
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,x,1.000687383405206,-4.81459490331293e-14,1.0017921454335315,-8.555265870735518e-14,0.8693472143729697,-1.0610197616334194e-13,4.402432437988277e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,y,1.0034347725425319,7.947852445622239e-15,1.0043240990773792,1.481106903788998e-14,1.6802154849718856,5.294077893083782e-14,8.447066186951212e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,xx,1.002343495806936,-3.3392177911650833e-12,1.0059601937450615,-3.095773637440402e-12,1.000885588981833,-1.037445129803416e-11,3.6037901357894244e-12
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,xy,1.0512283668487556,-6.895751331059685e-13,1.0595950985789193,-1.5950227250094429e-12,0.9734027559960046,-1.616172473628552e-13,1.88690756962323e-12
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,yy,1.0004656478071983,1.5250370410946346e-12,1.0003407917096194,2.1584817266884215e-12,1.0044114327389022,3.7873038039037965e-12,6.35849867806591e-12
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,x,nan,-1.0349855076499675e-27,nan,-2.8525210332791787e-27,nan,-4.5185952651059556e-27,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,y,nan,-2.524354896707238e-28,nan,-1.135959703518257e-28,nan,-4.291403324402304e-28,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,xx,nan,-7.270142102516845e-26,nan,-1.4944180988506848e-25,nan,-3.3361874314882854e-25,2.320168954098313e-13
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,xy,nan,-5.331437541845686e-26,nan,-6.785465962349055e-26,nan,-1.502496034520148e-25,8.451336027425094e-14
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,yy,nan,1.7771458472818954e-26,nan,1.8902369466543796e-25,nan,1.5751974555453164e-25,1.7182423723750162e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,x,1.0047351500536414,-1.2131354948374806e-14,1.0013425992549405,-2.9401828194330903e-14,0.9990896196137604,-8.016851071879216e-14,3.1444791704408466e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,y,1.000646788134334,-1.2254086634300165e-14,1.0000557050151888,-3.199697451439221e-14,1.0011334790056374,-7.189041029143084e-14,2.1695628686987572e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xx,1.0024766964906846,-9.032080638959883e-13,1.0022452681248057,-1.8410550861602815e-12,0.9408211101687473,1.5000778397222803e-12,6.410004274836801e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xy,1.1327232950560417,-6.276576480779283e-14,1.1861991943443613,-6.437905764045126e-14,1.3551023791173997,-2.0497492592141953e-14,1.1878316202924627e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,yy,1.0007079094006694,-2.786659791809143e-13,1.0000226942875718,-5.674349878859175e-13,0.9475902989352806,2.710054403110007e-13,1.3804308883903934e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xxx,1.0051044067259483,-3.1238123199273105e-11,1.0085110530358734,-4.864419977934631e-11,1.0269963487761136,-9.310774373716413e-11,8.243642548527386e-12
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xxy,1.054038686493678,-2.6317281687227023e-12,1.0938107626504232,2.294719969597736e-12,1.1904318242507874,4.864220137790198e-12,2.253486380228898e-12
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xyy,1.3338981443318838,1.3803402865164571e-12,1.4117345981038723,6.050715484207103e-12,0.7603861629022043,3.1401548028497928e-12,1.3382126382021494e-12
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,yyy,1.0010433009895863,-2.333244708552229e-12,1.0007115408357634,-7.085887432367599e-12,1.0085359191312082,-7.501554932787258e-12,7.683784077918347e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,x,1.0007230948600307,-4.118927421359331e-14,1.0002803868393912,-8.881784197001252e-14,1.0023561738432154,-2.5979218776228663e-14,2.1228908114792195e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,y,1.001737244272178,-1.7735812818386876e-14,1.0001508815050137,-4.2049697057677804e-14,0.9933086830818337,-7.605027718682322e-14,2.7705319448764396e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xx,1.0008222664456206,-2.4282797994601424e-12,1.0000033930217813,-4.18509671362699e-12,0.9869416423940357,-4.526157226791838e-12,1.0792028719806669e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xy,1.0086422614083381,-4.702904732312163e-13,1.0155206694357886,-8.5087492607272e-13,1.014568404442771,-7.256417688950023e-13,5.283255206150089e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,yy,1.0006360370341887,-4.3520742565306136e-14,0.9977527816091407,-1.0480505352461478e-13,0.9611951072356253,2.540190280342358e-12,9.916398515579981e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xxx,1.0014964887000406,-7.929656931082718e-11,1.0012421935850264,-9.271161616197787e-11,1.0161632788181134,-3.0377123039215803e-10,5.377064116048821e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xxy,1.0050539775799732,-1.9340973267389927e-11,1.0083283297278252,-2.5366375666635577e-11,0.9934938242121737,-3.6493474908638746e-11,2.287544957285772e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xyy,1.035534418206138,2.4229507289419416e-12,1.0420248374559409,7.418066161335446e-12,0.9821608790225758,2.8464341994549613e-11,2.5161418107944677e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,yyy,0.9995056822652126,1.1198153515579179e-11,0.9957550602941714,1.0771827874123119e-11,1.0063077515002616,2.8620661396416835e-11,3.4649169364956727e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,x,1.0009789516560692,9.087403139013128e-15,1.0012593818837752,2.1569389069969747e-14,1.006282201154717,6.952977690127815e-14,2.1927035903701214e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,y,1.0099553474790668,-1.3533323225088656e-14,1.0171035951818537,-3.6580927089552295e-14,0.9964278519820321,-6.447435901141274e-14,4.246930429284423e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xx,1.000782695091791,8.330974798909097e-13,1.0012183225806843,1.6978692757296798e-12,0.8836207496747558,-2.747004013148313e-12,8.76697512385844e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xy,1.0762373773870146,3.982036055061311e-14,1.0880758950394802,-9.3718435789647e-14,1.082717654504396,2.0006565848440516e-13,4.595754372886541e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,yy,1.0118480430406345,-3.1666683164566223e-13,1.026457882694286,-6.92529367185557e-13,0.7965977601647023,9.619969751351043e-13,1.6390938157229602e-12
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xxx,1.0019195312062508,3.270120285669975e-11,1.0024975304402959,5.0126014450313505e-11,1.037938906504129,7.964873205423828e-11,2.5818210753962008e-11
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xxy,1.0074761148196711,-3.759006994563663e-13,1.0127618544757473,-1.0508802161801611e-11,1.3312375019828517,-7.071981888984169e-12,1.8332183626684533e-11
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xyy,1.4180930103629172,-3.645021784404179e-12,1.3641244745061594,-1.556929585255773e-11,1.1680814822618775,-1.8882284624766044e-11,3.1236895139055974e-11
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,yyy,1.0409647574322922,-3.301997564264525e-12,1.0784190951973567,-1.0998202348844188e-11,1.0100882063448193,-1.1803336086302352e-11,4.3003723988059096e-11
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,x,nan,-4.859383176161433e-28,nan,-1.7796702021786026e-27,nan,-3.0292258760486853e-27,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,y,nan,-1.262177448353619e-28,nan,-3.0292258760486853e-28,nan,-5.553580772755923e-28,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xx,nan,-4.321695583162791e-26,nan,-1.3974828708171268e-25,nan,-2.8070826451384484e-25,9.89997142368713e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xy,nan,-2.665718770922843e-26,nan,-8.401053096241687e-26,nan,-2.011405981696327e-25,5.625976270852727e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,yy,nan,7.270142102516845e-27,nan,7.633649207642687e-26,nan,5.29104786349837e-26,7.863521249016547e-14
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xxx,nan,-1.6155871338926322e-24,nan,-2.0679515313825692e-24,nan,-6.417112095821535e-24,4.0721937725994e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xxy,nan,-1.7383717560684722e-24,nan,-4.1617524569074205e-24,nan,-8.42690249038397e-24,1.4975099737731968e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xyy,nan,-6.462348535570529e-27,nan,2.481541837659083e-24,nan,-2.274746684520826e-24,1.3555460356940879e-13
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,yyy,nan,2.6431005510483462e-24,nan,1.4217166778255163e-23,nan,1.7306169378257876e-23,2.411474588719753e-13
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,x,1.001185921733606,-2.318804870338198e-14,1.0001670788521873,-5.779632415020552e-14,0.9994257043304523,-1.3150635094771879e-13,6.164816102152243e-14
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,y,1.000148620817089,-2.2548044160963787e-14,0.9999860600045574,-5.947195860778187e-14,1.0003278556937016,-1.2547168165566447e-13,4.350673287183286e-14
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xx,1.0005370222446497,-3.670345277706488e-12,1.000343153489791,-7.611376806604397e-12,0.9385358129897845,4.590026275730352e-12,2.5561199839852686e-12
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xy,1.045455974906905,-3.204693455050034e-13,1.0686195044468116,-5.383454099172624e-13,1.3992498961692634,-6.3074545586516706e-15,4.583948734975299e-13
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,yy,1.000151677928048,-9.732492589620279e-13,0.9999623258019071,-2.011918409650093e-12,0.9466356614556775,3.8988257067273935e-13,5.457068127662883e-13
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xxx,1.0011401457996625,-2.555005096382956e-10,1.0018074114701845,-4.02184063830191e-10,1.0061900412933567,-7.363394338710805e-10,7.090063554851748e-11
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xxy,1.0168615519015034,-3.272820903177376e-11,1.0288892736755377,-2.850386593422627e-11,0.9943384232311631,-1.2059697684918547e-10,1.6356295299373804e-11
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xyy,1.1608468098061324,3.842148821320279e-12,1.2292642158439884,1.8247792166192767e-11,0.8350521656921119,-7.788603095804092e-12,9.785615281767965e-12
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,yyy,1.0002028359509907,-1.659161696920819e-11,1.0000551818376622,-5.339284570027303e-11,1.0020132998244067,-5.304556793817028e-11,5.753062060091096e-12
quad,8.0,3.0,1.2,gll,coupled,0.0,shortwave,x,1.0001879513114091,-5.3040905001466854e-14,1.000035941414504,-1.2044532038402167e-13,1.0011810530081833,-1.216249323476859e-13,4.105068492394165e-14
quad,8.0,3.0,1.2,gll,coupled,0.0,shortwave,y,1.0004152897821603,-4.125172425872847e-14,0.9997106484048814,-1.0123499261105451e-13,0.9987232566140237,-2.0943663470163187e-13,5.5338525231093484e-14
quad,8.0,3.0,1.2,gll,coupled,0.0,shortwave,xx,1.0002097043355802,-6.842082456159915e-12,0.9999648835702656,-1.2895462475626118e-11,0.9841256447250473,-1.2104095503673307e-11,4.141853491030746e-13
quad,8.0,3.0,1.2,gll,coupled,0.0,shortwave,xy,1.0027070522787154,-1.0897394098208224e-12,1.0056493912935076,-1.9697576902899527e-12,1.0108150067424964,-2.7686741788102154e-12,1.5991297561491243e-13
