dimension,n,curved,field,order,method,max_scaled_error,max_absolute_error,max_nonzero_relative_error
2.0,8.0,1.0,quintic,1.0,fe_geometry,9.922618282587337e-15,9.922618282587337e-15,2.4719505195217555e-13
2.0,8.0,1.0,quintic,2.0,recursive,9.968000894033935e-06,9.968000894033935e-06,4.358109229481848e-05
2.0,8.0,1.0,quintic,2.0,direct,1.9079182678183315e-13,1.9079182678183315e-13,1.1098224284022956e-12
2.0,8.0,1.0,quintic,2.0,fe_geometry,3.8566372317916375e-13,3.8566372317916375e-13,1.6861601933336703e-12
2.0,8.0,1.0,quintic,3.0,recursive,0.0008059888005286965,0.001059560178923169,0.0008059888005286965
2.0,8.0,1.0,quintic,3.0,direct,1.1214473794041169e-11,1.1214473794041169e-11,1.5474990618566823e-11
2.0,8.0,1.0,quintic,3.0,fe_geometry,1.4540924020423063e-11,1.4540924020423063e-11,2.0065200287944408e-11
2.0,8.0,1.0,quintic,4.0,recursive,0.005863960708823383,0.0647878082590978,0.005863960708823383
2.0,8.0,1.0,quintic,4.0,direct,2.5026915345118843e-10,3.669107240256153e-10,2.5026915345118843e-10
2.0,8.0,1.0,quintic,4.0,fe_geometry,3.3562775475592055e-10,4.279390175554454e-10,3.3562775475592055e-10
2.0,8.0,1.0,quintic,5.0,recursive,0.025385403212723454,2.2336346791224315,0.025385403212723454
2.0,8.0,1.0,quintic,5.0,direct,4.86961036313379e-09,2.5518468227403446e-08,4.86961036313379e-09
2.0,8.0,1.0,quintic,5.0,fe_geometry,5.702647422010452e-09,2.988387493019218e-08,5.702647422010452e-09
2.0,8.0,1.0,quintic,6.0,recursive,0.04629486007257147,69.77994534372465,0.04629486007257147
2.0,8.0,1.0,quintic,6.0,direct,8.291680826937513e-08,9.050562397305839e-07,8.291680826937513e-08
2.0,8.0,1.0,quintic,6.0,fe_geometry,9.031660139149416e-08,9.85826702049053e-07,9.031660139149416e-08
2.0,8.0,1.0,quintic,7.0,recursive,0.12991660735297822,2713.39750529503,0.12991660735297822
2.0,8.0,1.0,quintic,7.0,direct,4.51814733090249e-07,3.420225945660604e-05,4.51814733090249e-07
2.0,8.0,1.0,quintic,7.0,fe_geometry,4.5373375342714446e-07,4.015738122120638e-05,4.5373375342714446e-07
2.0,8.0,1.0,quintic,8.0,recursive,0.32478396960258193,89084.04369070695,0.32478396960258193
2.0,8.0,1.0,quintic,8.0,direct,6.531088585372495e-06,0.0013844749079510166,6.531088585372495e-06
2.0,8.0,1.0,quintic,8.0,fe_geometry,7.18149029528749e-06,0.0015223485312674256,7.18149029528749e-06
2.0,8.0,1.0,quintic,9.0,recursive,0.5363487386964456,1900281.5213991485,0.5363487386964456
2.0,8.0,1.0,quintic,9.0,direct,3.835691438667871e-05,0.028226987378957347,3.835691438667871e-05
2.0,8.0,1.0,quintic,9.0,fe_geometry,3.886631714268577e-05,0.028601858647789413,3.886631714268577e-05
2.0,8.0,1.0,quintic,10.0,recursive,0.7156460776464106,35292240.67861326,0.7156460776464106
2.0,8.0,1.0,quintic,10.0,direct,9.087013412867198e-05,0.7025719034827489,9.087013412867198e-05
2.0,8.0,1.0,quintic,10.0,fe_geometry,7.692858944443921e-05,0.5947813991524527,7.692858944443921e-05
2.0,32.0,1.0,constant,1.0,recursive,1.151479705980552e-13,1.151479705980552e-13,nan
2.0,32.0,1.0,constant,1.0,direct,4.743715404837418e-13,4.743715404837418e-13,nan
2.0,32.0,1.0,constant,1.0,fe_geometry,4.743715404836743e-13,4.743715404836743e-13,nan
2.0,32.0,1.0,constant,2.0,recursive,8.791697713324347e-11,8.791697713324347e-11,nan
2.0,32.0,1.0,constant,2.0,direct,1.5376205249287452e-10,1.5376205249287452e-10,nan
2.0,32.0,1.0,constant,2.0,fe_geometry,1.5376205249285395e-10,1.5376205249285395e-10,nan
2.0,32.0,1.0,constant,3.0,recursive,3.771776201588324e-08,3.771776201588324e-08,nan
2.0,32.0,1.0,constant,3.0,direct,4.013625088655965e-08,4.013625088655965e-08,nan
2.0,32.0,1.0,constant,3.0,fe_geometry,4.01362508865438e-08,4.01362508865438e-08,nan
2.0,32.0,1.0,constant,4.0,recursive,1.0221538031330543e-05,1.0221538031330543e-05,nan
2.0,32.0,1.0,constant,4.0,direct,5.726096696047197e-06,5.726096696047197e-06,nan
2.0,32.0,1.0,constant,4.0,fe_geometry,5.72609669604098e-06,5.72609669604098e-06,nan
2.0,32.0,1.0,constant,5.0,recursive,0.0018884792734257115,0.0018884792734257115,nan
2.0,32.0,1.0,constant,5.0,direct,0.0013377665452428932,0.0013377665452428932,nan
2.0,32.0,1.0,constant,5.0,fe_geometry,0.001337766545242081,0.001337766545242081,nan
2.0,32.0,1.0,constant,6.0,recursive,0.4143923707995901,0.4143923707995901,nan
2.0,32.0,1.0,constant,6.0,direct,0.20326352384311108,0.20326352384311108,nan
2.0,32.0,1.0,constant,6.0,fe_geometry,0.20326352384279656,0.20326352384279656,nan
2.0,32.0,1.0,constant,7.0,recursive,72.89865343180666,72.89865343180666,nan
2.0,32.0,1.0,constant,7.0,direct,17.87190166789678,17.87190166789678,nan
2.0,32.0,1.0,constant,7.0,fe_geometry,17.871901667814498,17.871901667814498,nan
2.0,32.0,1.0,constant,8.0,recursive,10699.082679333875,10699.082679333875,nan
2.0,32.0,1.0,constant,8.0,direct,3207.0511274581404,3207.0511274581404,nan
2.0,32.0,1.0,constant,8.0,fe_geometry,3207.0511274441997,3207.0511274441997,nan
2.0,32.0,1.0,constant,9.0,recursive,1006137.8129801041,1006137.8129801041,nan
2.0,32.0,1.0,constant,9.0,direct,314838.05678478046,314838.05678478046,nan
2.0,32.0,1.0,constant,9.0,fe_geometry,314838.05678136274,314838.05678136274,nan
2.0,32.0,1.0,constant,10.0,recursive,57425608.15354338,57425608.15354338,nan
2.0,32.0,1.0,constant,10.0,direct,17888123.40863718,17888123.40863718,nan
2.0,32.0,1.0,constant,10.0,fe_geometry,17888123.408611204,17888123.408611204,nan
2.0,32.0,1.0,quintic,1.0,recursive,7.952735692207114e-12,7.952735692207114e-12,2.39955053023832e-10
2.0,32.0,1.0,quintic,1.0,direct,6.411537967210279e-15,6.411537967210279e-15,1.9345304464145742e-13
2.0,32.0,1.0,quintic,1.0,fe_geometry,2.0462798122622416e-14,2.0462798122622416e-14,6.174166976706254e-13
2.0,32.0,1.0,quintic,2.0,recursive,7.456694123275653e-09,7.456694123275653e-09,3.7428985180678106e-08
2.0,32.0,1.0,quintic,2.0,direct,1.2719270081618106e-12,1.2719270081618106e-12,8.552055624777562e-12
2.0,32.0,1.0,quintic,2.0,fe_geometry,3.72987751795506e-12,3.72987751795506e-12,1.8722174738201145e-11
2.0,32.0,1.0,quintic,3.0,recursive,2.6469384162127794e-06,3.3170416913197442e-06,2.6469384162127794e-06
2.0,32.0,1.0,quintic,3.0,direct,3.2107383418633617e-10,3.2107383418633617e-10,5.12119137143012e-10
2.0,32.0,1.0,quintic,3.0,fe_geometry,3.731038811238818e-10,3.731038811238818e-10,5.951080945293758e-10
2.0,32.0,1.0,quintic,4.0,recursive,8.09312594556189e-05,0.000876902794948009,8.09312594556189e-05
2.0,32.0,1.0,quintic,4.0,direct,3.427493771048697e-08,4.475928960800957e-08,3.427493771048697e-08
2.0,32.0,1.0,quintic,4.0,fe_geometry,3.8079127441848156e-08,4.9727141959721166e-08,3.8079127441848156e-08
2.0,32.0,1.0,quintic,5.0,recursive,0.0016307188513116368,0.14179457147498908,0.0016307188513116368
2.0,32.0,1.0,quintic,5.0,direct,2.108221089879475e-06,9.528010707526846e-06,2.108221089879475e-06
2.0,32.0,1.0,quintic,5.0,fe_geometry,2.450459145286088e-06,1.0967937943640038e-05,2.450459145286088e-06
2.0,32.0,1.0,quintic,6.0,recursive,0.018737532059201315,13.118307975061725,0.018737532059201315
2.0,32.0,1.0,quintic,6.0,direct,0.0001489776001910051,0.00138890037160877,0.0001489776001910051
2.0,32.0,1.0,quintic,6.0,fe_geometry,0.0001644112250964456,0.0015327862130973813,0.0001644112250964456
2.0,32.0,1.0,quintic,7.0,recursive,0.11478482253901492,1910.6285712257777,0.11478482253901492
2.0,32.0,1.0,quintic,7.0,direct,0.0036640575541082143,0.11858609224668015,0.0036640575541082143
2.0,32.0,1.0,quintic,7.0,fe_geometry,0.0038056708488335344,0.12316936283772861,0.0038056708488335344
2.0,32.0,1.0,quintic,8.0,recursive,0.5424332871544595,53344.29667297017,0.5424332871544595
2.0,32.0,1.0,quintic,8.0,direct,0.11075496722783958,17.67638941344657,0.11075496722783958
2.0,32.0,1.0,quintic,8.0,fe_geometry,0.12354255701766954,19.717276810572997,0.12354255701766954
2.0,32.0,1.0,quintic,9.0,recursive,14.305333539047904,1025511.0523081564,14.305333539047904
2.0,32.0,1.0,quintic,9.0,direct,2.968335199628009,1644.6164921395173,2.968335199628009
2.0,32.0,1.0,quintic,9.0,fe_geometry,3.1029780509115086,1719.215834490503,3.1029780509115086
2.0,32.0,1.0,quintic,10.0,recursive,288.27594195866936,17419948.809075408,288.27594195866936
2.0,32.0,1.0,quintic,10.0,direct,29.281126501407797,95067.50115681736,29.281126501407797
2.0,32.0,1.0,quintic,10.0,fe_geometry,28.61499097942848,92904.7483165767,28.61499097942848
3.0,2.0,0.0,constant,1.0,recursive,1.8400672983160406e-13,1.8400672983160406e-13,nan
3.0,2.0,0.0,constant,1.0,direct,3.960720053301967e-12,3.960720053301967e-12,nan
3.0,2.0,0.0,constant,1.0,fe_geometry,3.960720053301965e-12,3.960720053301965e-12,nan
3.0,2.0,0.0,constant,2.0,recursive,9.85695722318284e-12,9.85695722318284e-12,nan
3.0,2.0,0.0,constant,2.0,direct,3.277045883901339e-11,3.277045883901339e-11,nan
3.0,2.0,0.0,constant,2.0,fe_geometry,3.2770458839013366e-11,3.2770458839013366e-11,nan
3.0,2.0,0.0,constant,3.0,recursive,2.613368821883364e-10,2.613368821883364e-10,nan
3.0,2.0,0.0,constant,3.0,direct,1.6719615001008485e-10,1.6719615001008485e-10,nan
3.0,2.0,0.0,constant,3.0,fe_geometry,1.6719615001008503e-10,1.6719615001008503e-10,nan
3.0,2.0,0.0,constant,4.0,recursive,4.1202160252934395e-09,4.1202160252934395e-09,nan
3.0,2.0,0.0,constant,4.0,direct,3.612482358312268e-09,3.612482358312268e-09,nan
3.0,2.0,0.0,constant,4.0,fe_geometry,3.612482358312265e-09,3.612482358312265e-09,nan
3.0,2.0,0.0,constant,5.0,recursive,3.730984556309363e-08,3.730984556309363e-08,nan
3.0,2.0,0.0,constant,5.0,direct,6.04008341742883e-08,6.04008341742883e-08,nan
3.0,2.0,0.0,constant,5.0,fe_geometry,6.040083417428824e-08,6.040083417428824e-08,nan
3.0,2.0,0.0,constant,6.0,recursive,7.2943456757346e-07,7.2943456757346e-07,nan
3.0,2.0,0.0,constant,6.0,direct,7.556906511308622e-07,7.556906511308622e-07,nan
3.0,2.0,0.0,constant,6.0,fe_geometry,7.556906511308639e-07,7.556906511308639e-07,nan
3.0,2.0,0.0,constant,7.0,recursive,1.4186495043494757e-05,1.4186495043494757e-05,nan
3.0,2.0,0.0,constant,7.0,direct,1.1510905710747459e-05,1.1510905710747459e-05,nan
3.0,2.0,0.0,constant,7.0,fe_geometry,1.151090571074749e-05,1.151090571074749e-05,nan
3.0,2.0,0.0,constant,8.0,recursive,0.00021026214986727887,0.00021026214986727887,nan
3.0,2.0,0.0,constant,8.0,direct,0.00012115063390228895,0.00012115063390228895,nan
3.0,2.0,0.0,constant,8.0,fe_geometry,0.00012115063390228859,0.00012115063390228859,nan
3.0,2.0,0.0,constant,9.0,recursive,0.0032730124488523173,0.0032730124488523173,nan
3.0,2.0,0.0,constant,9.0,direct,0.0011741933226585386,0.0011741933226585386,nan
3.0,2.0,0.0,constant,9.0,fe_geometry,0.0011741933226585373,0.0011741933226585373,nan
3.0,2.0,0.0,constant,10.0,recursive,0.06156228968361514,0.06156228968361514,nan
3.0,2.0,0.0,constant,10.0,direct,0.015500861406326297,0.015500861406326297,nan
3.0,2.0,0.0,constant,10.0,fe_geometry,0.015500861406326288,0.015500861406326288,nan
3.0,2.0,0.0,quintic,1.0,recursive,4.951594689828198e-14,4.951594689828198e-14,1.383127008331899e-13
3.0,2.0,0.0,quintic,1.0,direct,1.1848855230311983e-12,1.1848855230311983e-12,3.3097360978525092e-12
3.0,2.0,0.0,quintic,1.0,fe_geometry,1.1848855230311983e-12,1.1848855230311983e-12,3.3097360978525092e-12
3.0,2.0,0.0,quintic,2.0,recursive,2.811639809863209e-12,2.811639809863209e-12,4.26006031797456e-12
3.0,2.0,0.0,quintic,2.0,direct,1.6977974581777744e-11,1.6977974581777744e-11,2.5724203911784464e-11
3.0,2.0,0.0,quintic,2.0,fe_geometry,1.697830764868513e-11,1.697830764868513e-11,2.5724708558613837e-11
3.0,2.0,0.0,quintic,3.0,recursive,3.074374088640753e-11,7.378497812737805e-11,3.074374088640753e-11
3.0,2.0,0.0,quintic,3.0,direct,7.603621436184465e-11,1.8248691446842713e-10,7.603621436184465e-11
3.0,2.0,0.0,quintic,3.0,fe_geometry,7.603621436184465e-11,1.8248691446842713e-10,7.603621436184465e-11
3.0,2.0,0.0,quintic,4.0,recursive,6.066405682143089e-10,1.1203766803191684e-09,4.668236167996535e-11
3.0,2.0,0.0,quintic,4.0,direct,1.9596533647560524e-09,1.9596533647560524e-09,7.175608255730974e-11
3.0,2.0,0.0,quintic,4.0,fe_geometry,1.959645372002926e-09,1.959645372002926e-09,7.175608255730974e-11
3.0,2.0,0.0,quintic,5.0,recursive,1.3335370460845082e-08,1.3335370460845082e-08,7.612837767586219e-11
3.0,2.0,0.0,quintic,5.0,direct,3.464252072021345e-08,3.464252072021345e-08,6.962347735376776e-11
3.0,2.0,0.0,quintic,5.0,fe_geometry,3.464257395975952e-08,3.464257395975952e-08,6.96209904541926e-11
3.0,2.0,0.0,quintic,6.0,recursive,2.076919555345489e-07,2.076919555345489e-07,nan
3.0,2.0,0.0,quintic,6.0,direct,3.4337672893989405e-07,3.4337672893989405e-07,nan
3.0,2.0,0.0,quintic,6.0,fe_geometry,3.4337737848964085e-07,3.4337737848964085e-07,nan
3.0,2.0,0.0,quintic,7.0,recursive,4.874770250504021e-06,4.874770250504021e-06,nan
3.0,2.0,0.0,quintic,7.0,direct,4.638482213066901e-06,4.638482213066901e-06,nan
3.0,2.0,0.0,quintic,7.0,fe_geometry,4.638482213066919e-06,4.638482213066919e-06,nan
3.0,2.0,0.0,quintic,8.0,recursive,6.98105030767076e-05,6.98105030767076e-05,nan
3.0,2.0,0.0,quintic,8.0,direct,4.488195286702138e-05,4.488195286702138e-05,nan
3.0,2.0,0.0,quintic,8.0,fe_geometry,4.488195286702158e-05,4.488195286702158e-05,nan
3.0,2.0,0.0,quintic,9.0,recursive,0.0017643179468443753,0.0017643179468443753,nan
3.0,2.0,0.0,quintic,9.0,direct,0.00040964971529297285,0.00040964971529297285,nan
3.0,2.0,0.0,quintic,9.0,fe_geometry,0.00040964971529297117,0.00040964971529297117,nan
3.0,2.0,0.0,quintic,10.0,recursive,0.02683707180439351,0.02683707180439351,nan
3.0,2.0,0.0,quintic,10.0,direct,0.004221685856133696,0.004221685856133696,nan
3.0,2.0,0.0,quintic,10.0,fe_geometry,0.004221685856133673,0.004221685856133673,nan
3.0,8.0,0.0,constant,1.0,recursive,7.06002209725744e-13,7.06002209725744e-13,nan
3.0,8.0,0.0,constant,1.0,direct,1.5842880213207866e-11,1.5842880213207866e-11,nan
3.0,8.0,0.0,constant,1.0,fe_geometry,1.5842880213207866e-11,1.5842880213207866e-11,nan
3.0,8.0,0.0,constant,2.0,recursive,1.5109555249031443e-10,1.5109555249031443e-10,nan
3.0,8.0,0.0,constant,2.0,direct,5.243273414242143e-10,5.243273414242143e-10,nan
3.0,8.0,0.0,constant,2.0,fe_geometry,5.243273414242142e-10,5.243273414242142e-10,nan
3.0,8.0,0.0,constant,3.0,recursive,1.6018470690415608e-08,1.6018470690415608e-08,nan
3.0,8.0,0.0,constant,3.0,direct,1.070055360064543e-08,1.070055360064543e-08,nan
3.0,8.0,0.0,constant,3.0,fe_geometry,1.0700553600645422e-08,1.0700553600645422e-08,nan
3.0,8.0,0.0,constant,4.0,recursive,1.011407394543802e-06,1.011407394543802e-06,nan
3.0,8.0,0.0,constant,4.0,direct,9.247954837279406e-07,9.247954837279406e-07,nan
3.0,8.0,0.0,constant,4.0,fe_geometry,9.24795483727939e-07,9.24795483727939e-07,nan
3.0,8.0,0.0,constant,5.0,recursive,3.6737889724637265e-05,3.6737889724637265e-05,nan
3.0,8.0,0.0,constant,5.0,direct,6.185045419447122e-05,6.185045419447122e-05,nan
3.0,8.0,0.0,constant,5.0,fe_geometry,6.185045419447114e-05,6.185045419447114e-05,nan
3.0,8.0,0.0,constant,6.0,recursive,0.0026531356626671673,0.0026531356626671673,nan
3.0,8.0,0.0,constant,6.0,direct,0.0030953089070320117,0.0030953089070320117,nan
3.0,8.0,0.0,constant,6.0,fe_geometry,0.0030953089070320057,0.0030953089070320057,nan
3.0,8.0,0.0,constant,7.0,recursive,0.18867621760011233,0.18867621760011233,nan
3.0,8.0,0.0,constant,7.0,direct,0.18859467916488637,0.18859467916488637,nan
3.0,8.0,0.0,constant,7.0,fe_geometry,0.188594679164886,0.188594679164886,nan
3.0,8.0,0.0,constant,8.0,recursive,11.949890448581682,11.949890448581682,nan
3.0,8.0,0.0,constant,8.0,direct,7.939727943420409,7.939727943420409,nan
3.0,8.0,0.0,constant,8.0,fe_geometry,7.939727943420354,7.939727943420354,nan
3.0,8.0,0.0,constant,9.0,recursive,719.1865498937343,719.1865498937343,nan
3.0,8.0,0.0,constant,9.0,direct,307.80773437499994,307.80773437499994,nan
3.0,8.0,0.0,constant,9.0,fe_geometry,307.80773437500164,307.80773437500164,nan
3.0,8.0,0.0,constant,10.0,recursive,54948.93384808204,54948.93384808204,nan
3.0,8.0,0.0,constant,10.0,direct,16253.831250000003,16253.831250000003,nan
3.0,8.0,0.0,constant,10.0,fe_geometry,16253.831250000074,16253.831250000074,nan
3.0,8.0,0.0,quintic,1.0,recursive,2.4841240175987878e-14,2.4841240175987878e-14,1.7727914487770121e-13
3.0,8.0,0.0,quintic,1.0,direct,6.385170170375432e-13,6.385170170375432e-13,4.556767293755884e-12
3.0,8.0,0.0,quintic,1.0,fe_geometry,6.385170170375432e-13,6.385170170375432e-13,4.556767293755884e-12
3.0,8.0,0.0,quintic,2.0,recursive,5.641598299632733e-12,5.641598299632733e-12,1.3929872344772183e-11
3.0,8.0,0.0,quintic,2.0,direct,2.975902857471624e-11,2.975902857471624e-11,7.347908290053394e-11
3.0,8.0,0.0,quintic,2.0,fe_geometry,2.975891755241378e-11,2.975891755241378e-11,7.347880877139206e-11
3.0,8.0,0.0,quintic,3.0,recursive,2.5217957351960274e-10,6.052309764470465e-10,2.5217957351960274e-10
3.0,8.0,0.0,quintic,3.0,direct,4.906381412961709e-10,1.0012022322314351e-09,4.1716759676309805e-10
3.0,8.0,0.0,quintic,3.0,fe_geometry,4.90634777555773e-10,1.0012031204098548e-09,4.171679668374396e-10
3.0,8.0,0.0,quintic,4.0,recursive,1.6110096716517208e-08,3.794814418256465e-08,1.5811726742735272e-09
3.0,8.0,0.0,quintic,4.0,direct,5.135560344117799e-08,5.135560344117799e-08,1.4601420813183572e-09
3.0,8.0,0.0,quintic,4.0,fe_geometry,5.135561619861747e-08,5.135561619861747e-08,1.4601419332886207e-09
3.0,8.0,0.0,quintic,5.0,recursive,1.5423500518604665e-06,1.5423500518604665e-06,1.1058829585408602e-08
3.0,8.0,0.0,quintic,5.0,direct,3.547239420812934e-06,3.547239420812934e-06,5.804185458183989e-09
3.0,8.0,0.0,quintic,5.0,fe_geometry,3.5472394292712287e-06,3.5472394292712287e-06,5.8041853397602e-09
3.0,8.0,0.0,quintic,6.0,recursive,9.758540743717723e-05,9.758540743717723e-05,nan
3.0,8.0,0.0,quintic,6.0,direct,0.0001398130879952348,0.0001398130879952348,nan
3.0,8.0,0.0,quintic,6.0,fe_geometry,0.00013981308528448558,0.00013981308528448558,nan
3.0,8.0,0.0,quintic,7.0,recursive,0.008985077600321073,0.008985077600321073,nan
3.0,8.0,0.0,quintic,7.0,direct,0.008204428092228063,0.008204428092228063,nan
3.0,8.0,0.0,quintic,7.0,fe_geometry,0.008204428092228044,0.008204428092228044,nan
3.0,8.0,0.0,quintic,8.0,recursive,0.5210037411785071,0.5210037411785071,nan
3.0,8.0,0.0,quintic,8.0,direct,0.3329609951590229,0.3329609951590229,nan
3.0,8.0,0.0,quintic,8.0,fe_geometry,0.3329609951590205,0.3329609951590205,nan
3.0,8.0,0.0,quintic,9.0,recursive,29.71804742338693,29.71804742338693,nan
3.0,8.0,0.0,quintic,9.0,direct,12.041993986709123,12.041993986709123,nan
3.0,8.0,0.0,quintic,9.0,fe_geometry,12.041993986709015,12.041993986709015,nan
3.0,8.0,0.0,quintic,10.0,recursive,1842.470313759088,1842.470313759088,nan
3.0,8.0,0.0,quintic,10.0,direct,459.60506241531374,459.60506241531374,nan
3.0,8.0,0.0,quintic,10.0,fe_geometry,459.6050624153175,459.6050624153175,nan
3.0,32.0,0.0,constant,1.0,recursive,2.8823945743174443e-12,2.8823945743174443e-12,nan
3.0,32.0,0.0,constant,1.0,direct,6.337152085283147e-11,6.337152085283147e-11,nan
3.0,32.0,0.0,constant,1.0,fe_geometry,6.337152085283147e-11,6.337152085283147e-11,nan
3.0,32.0,0.0,constant,2.0,recursive,2.5554025605600624e-09,2.5554025605600624e-09,nan
3.0,32.0,0.0,constant,2.0,direct,8.389237462787428e-09,8.389237462787428e-09,nan
3.0,32.0,0.0,constant,2.0,fe_geometry,8.389237462787427e-09,8.389237462787427e-09,nan
3.0,32.0,0.0,constant,3.0,recursive,1.0654198144265506e-06,1.0654198144265506e-06,nan
3.0,32.0,0.0,constant,3.0,direct,6.848354304413075e-07,6.848354304413075e-07,nan
3.0,32.0,0.0,constant,3.0,fe_geometry,6.848354304413078e-07,6.848354304413078e-07,nan
3.0,32.0,0.0,constant,4.0,recursive,0.00026237115343569195,0.00026237115343569195,nan
3.0,32.0,0.0,constant,4.0,direct,0.0002367476438343528,0.0002367476438343528,nan
3.0,32.0,0.0,constant,4.0,fe_geometry,0.0002367476438343528,0.0002367476438343528,nan
3.0,32.0,0.0,constant,5.0,recursive,0.03843618225060126,0.03843618225060126,nan
3.0,32.0,0.0,constant,5.0,direct,0.06333486509513853,0.06333486509513853,nan
3.0,32.0,0.0,constant,5.0,fe_geometry,0.06333486509513857,0.06333486509513857,nan
3.0,32.0,0.0,constant,6.0,recursive,12.77453940539963,12.77453940539963,nan
3.0,32.0,0.0,constant,6.0,direct,12.67838528320312,12.67838528320312,nan
3.0,32.0,0.0,constant,6.0,fe_geometry,12.67838528320313,12.67838528320313,nan
3.0,32.0,0.0,constant,7.0,recursive,4092.7263099834627,4092.7263099834627,nan
3.0,32.0,0.0,constant,7.0,direct,3089.9352234374983,3089.9352234374983,nan
3.0,32.0,0.0,constant,7.0,fe_geometry,3089.9352234375024,3089.9352234375024,nan
3.0,32.0,0.0,constant,8.0,recursive,911806.4726570764,911806.4726570764,nan
3.0,32.0,0.0,constant,8.0,direct,520338.0104999999,520338.0104999999,nan
3.0,32.0,0.0,constant,8.0,fe_geometry,520338.01050000015,520338.01050000015,nan
3.0,32.0,0.0,constant,9.0,recursive,216497469.29140332,216497469.29140332,nan
3.0,32.0,0.0,constant,9.0,direct,80689950.71999998,80689950.71999998,nan
3.0,32.0,0.0,constant,9.0,fe_geometry,80689950.72000086,80689950.72000086,nan
3.0,32.0,0.0,constant,10.0,recursive,63105365857.82002,63105365857.82002,nan
3.0,32.0,0.0,constant,10.0,direct,17043377356.800003,17043377356.800003,nan
3.0,32.0,0.0,constant,10.0,fe_geometry,17043377356.80049,17043377356.80049,nan
3.0,32.0,0.0,quintic,1.0,recursive,5.5816462563029745e-14,5.5816462563029745e-14,5.538807045559974e-13
3.0,32.0,0.0,quintic,1.0,direct,1.2803647031489618e-12,1.2803647031489618e-12,1.2705378866816589e-11
3.0,32.0,0.0,quintic,1.0,fe_geometry,1.280350825361154e-12,1.280350825361154e-12,1.2705241154060609e-11
3.0,32.0,0.0,quintic,2.0,recursive,5.011790982223374e-11,5.011790982223374e-11,1.410530443545717e-10
3.0,32.0,0.0,quintic,2.0,direct,1.9353324498538882e-10,1.9353324498538882e-10,7.115248328751443e-10
3.0,32.0,0.0,quintic,2.0,fe_geometry,1.9353235680696912e-10,1.9353235680696912e-10,7.115415058058154e-10
3.0,32.0,0.0,quintic,3.0,recursive,8.674730193429053e-09,2.0819352464229723e-08,8.674730193429053e-09
3.0,32.0,0.0,quintic,3.0,direct,1.4402417948463293e-08,1.7114548001018193e-08,7.704711868505854e-09
3.0,32.0,0.0,quintic,3.0,fe_geometry,1.4402630328859355e-08,1.711455954733765e-08,7.708285260088488e-09
3.0,32.0,0.0,quintic,4.0,recursive,2.7379381576153825e-06,5.085699388729381e-06,2.1190414119705758e-07
3.0,32.0,0.0,quintic,4.0,direct,5.365605779723322e-06,5.365605779723322e-06,1.1980662106836348e-07
3.0,32.0,0.0,quintic,4.0,fe_geometry,5.365617903416626e-06,5.365617903416626e-06,1.1980043712611632e-07
3.0,32.0,0.0,quintic,5.0,recursive,0.0007933008329649563,0.0007933008329649563,5.901535680526611e-06
3.0,32.0,0.0,quintic,5.0,direct,0.0014549195177585052,0.0014549195177585052,2.821592134812552e-06
3.0,32.0,0.0,quintic,5.0,fe_geometry,0.0014549193302221522,0.0014549193302221522,2.8215921190621884e-06
3.0,32.0,0.0,quintic,6.0,recursive,0.2528721847228388,0.2528721847228388,nan
3.0,32.0,0.0,quintic,6.0,direct,0.261388645937134,0.261388645937134,nan
3.0,32.0,0.0,quintic,6.0,fe_geometry,0.2613886450819617,0.2613886450819617,nan
3.0,32.0,0.0,quintic,7.0,recursive,83.69588126990655,83.69588126990655,nan
3.0,32.0,0.0,quintic,7.0,direct,65.08198779242278,65.08198779242278,nan
3.0,32.0,0.0,quintic,7.0,fe_geometry,65.08198779242286,65.08198779242286,nan
3.0,32.0,0.0,quintic,8.0,recursive,18062.569222558803,18062.569222558803,nan
3.0,32.0,0.0,quintic,8.0,direct,10705.967164843618,10705.967164843618,nan
3.0,32.0,0.0,quintic,8.0,fe_geometry,10705.967164843623,10705.967164843623,nan
3.0,32.0,0.0,quintic,9.0,recursive,4578152.599700477,4578152.599700477,nan
3.0,32.0,0.0,quintic,9.0,direct,1521188.5775773718,1521188.5775773718,nan
3.0,32.0,0.0,quintic,9.0,fe_geometry,1521188.5775773718,1521188.5775773718,nan
3.0,32.0,0.0,quintic,10.0,recursive,1106705535.6704783,1106705535.6704783,nan
3.0,32.0,0.0,quintic,10.0,direct,317720271.1021805,317720271.1021805,nan
3.0,32.0,0.0,quintic,10.0,fe_geometry,317720271.1021906,317720271.1021906,nan
3.0,2.0,1.0,constant,1.0,recursive,1.8893935708563302e-13,1.8893935708563302e-13,nan
3.0,2.0,1.0,constant,1.0,direct,3.960720053301967e-12,3.960720053301967e-12,nan
3.0,2.0,1.0,constant,1.0,fe_geometry,3.960720053301963e-12,3.960720053301963e-12,nan
3.0,2.0,1.0,constant,2.0,recursive,1.0109151619691113e-11,1.0109151619691113e-11,nan
3.0,2.0,1.0,constant,2.0,direct,3.277045883901339e-11,3.277045883901339e-11,nan
3.0,2.0,1.0,constant,2.0,fe_geometry,3.277045883901337e-11,3.277045883901337e-11,nan
3.0,2.0,1.0,constant,3.0,recursive,2.707700934902213e-10,2.707700934902213e-10,nan
3.0,2.0,1.0,constant,3.0,direct,1.6822673511854802e-10,1.6822673511854802e-10,nan
