dimension,n,curved,capacity,point,xi,eta,zeta,x,y,z,field,dx,dy,dz,order,method,value,input_error,geometry_residual,inverse_residual,initialization_seconds,evaluation_seconds,reference,absolute_error,scaled_error,relative_error
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,2.0,2.0,direct,2.4999999999978435,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.5,2.156497203031904e-12,8.625988812127617e-13,8.625988812127617e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,2.0,2.0,fe_geometry,2.4999999999978453,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.5,2.154720846192504e-12,8.618883384770015e-13,8.618883384770015e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,0.0,0.0,3.0,recursive,2.3999999999262145,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.3999999999999995,7.378497812737805e-11,3.074374088640753e-11,3.074374088640753e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,0.0,0.0,3.0,direct,2.3999999998175126,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.3999999999999995,1.8248691446842713e-10,7.603621436184465e-11,7.603621436184465e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,0.0,0.0,3.0,fe_geometry,2.3999999998175126,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.3999999999999995,1.8248691446842713e-10,7.603621436184465e-11,7.603621436184465e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,1.0,0.0,3.0,recursive,2.000000000019581,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.0,1.958078144070896e-11,9.79039072035448e-12,9.79039072035448e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,1.0,0.0,3.0,direct,2.0000000000836673,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.0,8.36672953141715e-11,4.183364765708575e-11,4.183364765708575e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,1.0,0.0,3.0,fe_geometry,2.000000000083667,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,2.0,8.366685122496165e-11,4.1833425612480823e-11,4.1833425612480823e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,0.0,1.0,3.0,recursive,-1.3896887297201535e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.3896887297201535e-11,1.3896887297201535e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,0.0,1.0,3.0,direct,-1.1473207750669724e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.1473207750669724e-11,1.1473207750669724e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,0.0,1.0,3.0,fe_geometry,-1.147204602750773e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.147204602750773e-11,1.147204602750773e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,2.0,0.0,3.0,recursive,0.8000000000043817,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.7999999999999999,4.381717211288105e-12,4.381717211288105e-12,5.4771465141101325e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,2.0,0.0,3.0,direct,0.8000000000184528,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.7999999999999999,1.8452905869992264e-11,1.8452905869992264e-11,2.3066132337490334e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,2.0,0.0,3.0,fe_geometry,0.8000000000184458,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.7999999999999999,1.8445911464937126e-11,1.8445911464937126e-11,2.305738933117141e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,1.0,1.0,3.0,recursive,1.0000000000071183,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,1.0,7.118305944686654e-12,7.118305944686654e-12,7.118305944686654e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,1.0,1.0,3.0,direct,1.0000000000015232,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,1.0,1.5232259897857148e-12,1.5232259897857148e-12,1.5232259897857148e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,1.0,1.0,3.0,fe_geometry,1.0000000000015272,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,1.0,1.5272227926743653e-12,1.5272227926743653e-12,1.5272227926743653e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,0.0,2.0,3.0,recursive,1.008743323768066e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.008743323768066e-11,1.008743323768066e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,0.0,2.0,3.0,direct,6.535459007445939e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,6.535459007445939e-11,6.535459007445939e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,0.0,2.0,3.0,fe_geometry,6.534806672371104e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,6.534806672371104e-11,6.534806672371104e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,3.0,0.0,3.0,recursive,14.99999999999548,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,15.0,4.5208281562736374e-12,3.013885437515758e-13,3.013885437515758e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,3.0,0.0,3.0,direct,15.000000000008054,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,15.0,8.054001909840736e-12,5.36933460656049e-13,5.36933460656049e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,3.0,0.0,3.0,fe_geometry,15.000000000008063,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,15.0,8.062883694037737e-12,5.375255796025158e-13,5.375255796025158e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,2.0,1.0,3.0,recursive,4.087205346850992e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.087205346850992e-12,4.087205346850992e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,2.0,1.0,3.0,direct,-2.976281699987763e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,2.976281699987763e-12,2.976281699987763e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,2.0,1.0,3.0,fe_geometry,-2.965444502181978e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,2.965444502181978e-12,2.965444502181978e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,1.0,2.0,3.0,recursive,-1.395000428960176e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.395000428960176e-12,1.395000428960176e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,1.0,2.0,3.0,direct,7.068655030192262e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,7.068655030192262e-12,7.068655030192262e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,1.0,2.0,3.0,fe_geometry,7.066647214056684e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,7.066647214056684e-12,7.066647214056684e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,3.0,3.0,recursive,15.000000000001966,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,15.0,1.9664270212160773e-12,1.3109513474773848e-13,1.3109513474773848e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,3.0,3.0,direct,14.999999999998106,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,15.0,1.893596390800667e-12,1.2623975938671113e-13,1.2623975938671113e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,3.0,3.0,fe_geometry,14.99999999999811,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,15.0,1.8900436771218665e-12,1.2600291180812444e-13,1.2600291180812444e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,0.0,0.0,4.0,recursive,24.000000001120373,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,23.999999999999996,1.1203766803191684e-09,4.668236167996535e-11,4.668236167996535e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,0.0,0.0,4.0,direct,24.000000001722142,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,23.999999999999996,1.7221459813754336e-09,7.175608255730974e-11,7.175608255730974e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,0.0,0.0,4.0,fe_geometry,24.000000001722142,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,23.999999999999996,1.7221459813754336e-09,7.175608255730974e-11,7.175608255730974e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,1.0,0.0,4.0,recursive,-6.066405682143089e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,6.066405682143089e-10,6.066405682143089e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,1.0,0.0,4.0,direct,-1.1190965092828596e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.1190965092828596e-09,1.1190965092828596e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,1.0,0.0,4.0,fe_geometry,-1.119093847305555e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.119093847305555e-09,1.119093847305555e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,0.0,1.0,4.0,recursive,3.169202359803392e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,3.169202359803392e-10,3.169202359803392e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,0.0,1.0,4.0,direct,4.771014268421064e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.771014268421064e-10,4.771014268421064e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,3.0,0.0,1.0,4.0,fe_geometry,4.771041011828572e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.771041011828572e-10,4.771041011828572e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,2.0,0.0,4.0,recursive,3.9999999998516396,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,4.0,1.4836043504828922e-10,3.7090108762072305e-11,3.7090108762072305e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,2.0,0.0,4.0,direct,4.000000000151956,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,4.0,1.5195578129123533e-10,3.798894532280883e-11,3.798894532280883e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,2.0,0.0,4.0,fe_geometry,4.000000000151968,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,4.0,1.5196821578911113e-10,3.799205394727778e-11,3.799205394727778e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,1.0,1.0,4.0,recursive,-3.6741090831119047e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,3.6741090831119047e-10,3.6741090831119047e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,1.0,1.0,4.0,direct,3.3143978864846075e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,3.3143978864846075e-10,3.3143978864846075e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,1.0,1.0,4.0,fe_geometry,3.314282869510882e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,3.314282869510882e-10,3.314282869510882e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,0.0,2.0,4.0,recursive,-5.48329769991873e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,5.48329769991873e-10,5.48329769991873e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,0.0,2.0,4.0,direct,-1.9596533647560524e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.9596533647560524e-09,1.9596533647560524e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,2.0,0.0,2.0,4.0,fe_geometry,-1.959645372002926e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.959645372002926e-09,1.959645372002926e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,3.0,0.0,4.0,recursive,8.63501516293091e-12,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,8.63501516293091e-12,8.63501516293091e-12,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,3.0,0.0,4.0,direct,-1.554234848504223e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.554234848504223e-10,1.554234848504223e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,3.0,0.0,4.0,fe_geometry,-1.554748016678835e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.554748016678835e-10,1.554748016678835e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,2.0,1.0,4.0,recursive,-6.580036282774276e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,6.580036282774276e-11,6.580036282774276e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,2.0,1.0,4.0,direct,-5.37815058412877e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,5.37815058412877e-11,5.37815058412877e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,2.0,1.0,4.0,fe_geometry,-5.385105696170579e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,5.385105696170579e-11,5.385105696170579e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,1.0,2.0,4.0,recursive,8.146497291859454e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,8.146497291859454e-11,8.146497291859454e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,1.0,2.0,4.0,direct,1.029006016570917e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.029006016570917e-10,1.029006016570917e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,1.0,2.0,4.0,fe_geometry,1.0291809664033227e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,1.0291809664033227e-10,1.0291809664033227e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,0.0,3.0,4.0,recursive,-6.093569913913906e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,6.093569913913906e-11,6.093569913913906e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,0.0,3.0,4.0,direct,4.242966983925772e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.242966983925772e-10,4.242966983925772e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,1.0,0.0,3.0,4.0,fe_geometry,4.242718862402432e-10,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.242718862402432e-10,4.242718862402432e-10,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,4.0,0.0,4.0,recursive,60.00000000007273,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,60.0,7.273115443240386e-11,1.2121859072067309e-12,1.2121859072067309e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,4.0,0.0,4.0,direct,60.000000000121844,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,60.0,1.2184386832814198e-10,2.0307311388023664e-12,2.0307311388023664e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,4.0,0.0,4.0,fe_geometry,60.000000000121865,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,60.0,1.2186518461021478e-10,2.0310864101702465e-12,2.0310864101702465e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,3.0,1.0,4.0,recursive,7.916433825216226e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,7.916433825216226e-11,7.916433825216226e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,3.0,1.0,4.0,direct,9.52095096636525e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.52095096636525e-11,9.52095096636525e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,3.0,1.0,4.0,fe_geometry,9.528343452988085e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.528343452988085e-11,9.528343452988085e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,2.0,2.0,4.0,recursive,9.235169849159547e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.235169849159547e-11,9.235169849159547e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,2.0,2.0,4.0,direct,9.473913370312919e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.473913370312919e-11,9.473913370312919e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,2.0,2.0,4.0,fe_geometry,9.478913459544445e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.478913459544445e-11,9.478913459544445e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,1.0,3.0,4.0,recursive,3.000080150412603e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,3.000080150412603e-11,3.000080150412603e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,1.0,3.0,4.0,direct,9.784680371548873e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.784680371548873e-11,9.784680371548873e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,1.0,3.0,4.0,fe_geometry,9.786950555589594e-11,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.786950555589594e-11,9.786950555589594e-11,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,4.0,4.0,recursive,59.99999999998305,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,60.0,1.695354967523599e-11,2.8255916125393317e-13,2.8255916125393317e-13
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,4.0,4.0,direct,60.000000000417785,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,60.0,4.177849177722237e-10,6.963081962870395e-12,6.963081962870395e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,0.0,0.0,4.0,4.0,fe_geometry,60.00000000041778,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,60.0,4.177778123448661e-10,6.962963539081102e-12,6.962963539081102e-12
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,5.0,0.0,0.0,5.0,recursive,119.9999999908646,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,120.0,9.135405321103462e-09,7.612837767586219e-11,7.612837767586219e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,5.0,0.0,0.0,5.0,direct,119.99999999164518,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,120.0,8.354817282452132e-09,6.962347735376776e-11,6.962347735376776e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,5.0,0.0,0.0,5.0,fe_geometry,119.99999999164548,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,120.0,8.354518854503112e-09,6.96209904541926e-11,6.96209904541926e-11
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,1.0,0.0,5.0,recursive,9.718692847849835e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,9.718692847849835e-09,9.718692847849835e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,1.0,0.0,5.0,direct,8.176394136867398e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,8.176394136867398e-09,8.176394136867398e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,1.0,0.0,5.0,fe_geometry,8.176455621551411e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,8.176455621551411e-09,8.176455621551411e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,0.0,1.0,5.0,recursive,-4.422741081166825e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.422741081166825e-09,4.422741081166825e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,0.0,1.0,5.0,direct,-4.847589415726698e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.847589415726698e-09,4.847589415726698e-09,nan
3.0,2.0,0.0,10.0,2.0,0.0,0.4,0.7,0.19999999999999998,0.5,0.5,quintic,4.0,0.0,1.0,5.0,fe_geometry,-4.847632340323923e-09,4.163336342344337e-17,0.0,3.944304526105059e-31,0.1335800419910811,0.014752875023987144,0.0,4.847632340323923e-09,4.847632340323923e-09,nan
