element,triangle,vertex,x,y,z,u,exact,error
0,0,0,-0.57735026918962584,0.57735026918962584,-0.57735026918962584,-0.33339402376983496,-0.33333333333333337,-6.0690436501587008e-05
0,0,1,-0.56099901758802362,0.58540449004500239,-0.58540449004500239,-0.32845503400824627,-0.32837301227858839,-8.2021729657877351e-05
0,0,2,-0.56905170257865501,0.56905170257865489,-0.59380580712462971,-0.32387099957231991,-0.32374051828025019,-0.00013048129206971737
0,1,0,-0.57735026918962584,0.57735026918962584,-0.57735026918962584,-0.33339402376983496,-0.33333333333333337,-6.0690436501587008e-05
0,1,1,-0.56905170257865501,0.56905170257865489,-0.59380580712462971,-0.32387099957231991,-0.32374051828025019,-0.00013048129206971737
0,1,2,-0.58540449004500239,0.56099901758802362,-0.58540449004500239,-0.32845503400824294,-0.32837301227858839,-8.2021729654546682e-05
0,2,0,-0.56099901758802362,0.58540449004500239,-0.58540449004500239,-0.32845503400824627,-0.32837301227858839,-8.2021729657877351e-05
0,2,1,-0.54393300105880837,0.59339334111588149,-0.59339334111588149,-0.32277953203987159,-0.32273574677607048,-4.3785263801110474e-05
0,2,2,-0.55195977842516997,0.57704849909798939,-0.602148583808504,-0.31854378594383154,-0.31843512271394875,-0.00010866322988278831
0,3,0,-0.56099901758802362,0.58540449004500239,-0.58540449004500239,-0.32845503400824627,-0.32837301227858839,-8.2021729657877351e-05
0,3,1,-0.55195977842516997,0.57704849909798939,-0.602148583808504,-0.31854378594383154,-0.31843512271394875,-0.00010866322988278831
0,3,2,-0.56905170257865501,0.56905170257865489,-0.59380580712462971,-0.32387099957231991,-0.32374051828025019,-0.00013048129206971737
0,4,0,-0.54393300105880837,0.59339334111588149,-0.59339334111588149,-0.32277953203987159,-0.32273574677607048,-4.3785263801110474e-05
0,4,1,-0.52615221960198022,0.60131682240226314,-0.60131682240226314,-0.31636751786471107,-0.31638418079096042,1.6662926249355614e-05
0,4,2,-0.53412871758454727,0.5849894071460271,-0.61043282009662536,-0.31247339312277794,-0.3124176774993988,-5.5715623379137824e-05
0,5,0,-0.54393300105880837,0.59339334111588149,-0.59339334111588149,-0.32277953203987159,-0.32273574677607048,-4.3785263801110474e-05
