element,triangle,vertex,x,y,z,u,exact,error
0,0,0,1,0,0,1.0000000000000011,1,1.1102230246251565e-15
0,0,1,0.99959862883495365,0.028329864653414302,-7.8631170056837355e-18,1.0000000000000009,1,8.8817841970012523e-16
0,0,2,0.99959862883495365,-7.8631170056837355e-18,0.028329864653414302,1.0000000000000007,1,6.6613381477509392e-16
0,1,0,0.99959862883495365,0.028329864653414302,-7.8631170056837355e-18,1.0000000000000009,1,8.8817841970012523e-16
0,1,1,0.99919450296262946,0.028375563864563386,0.028375563864563386,1.0000000000000002,1,2.2204460492503131e-16
0,1,2,0.99959862883495365,-7.8631170056837355e-18,0.028329864653414302,1.0000000000000007,1,6.6613381477509392e-16
0,2,0,0.99959862883495365,0.028329864653414302,-7.8631170056837355e-18,1.0000000000000009,1,8.8817841970012523e-16
0,2,1,0.99839094927118155,0.056705488388592629,0,1.0000000000000007,1,6.6613381477509392e-16
0,2,2,0.99919450296262946,0.028375563864563386,0.028375563864563386,1.0000000000000002,1,2.2204460492503131e-16
0,3,0,0.99839094927118155,0.056705488388592629,0,1.0000000000000007,1,6.6613381477509392e-16
0,3,1,0.99798178509957347,0.056796877445641158,0.028398438722820579,1.0000000000000002,1,2.2204460492503131e-16
0,3,2,0.99919450296262946,0.028375563864563386,0.028375563864563386,1.0000000000000002,1,2.2204460492503131e-16
0,4,0,0.99839094927118155,0.056705488388592629,0,1.0000000000000007,1,6.6613381477509392e-16
0,4,1,0.99637598178091147,0.085058232582888971,0,1.0000000000000002,1,2.2204460492503131e-16
0,4,2,0.99798178509957347,0.056796877445641158,0.028398438722820579,1.0000000000000002,1,2.2204460492503131e-16
0,5,0,0.99637598178091147,0.085058232582888971,0,1.0000000000000002,1,2.2204460492503131e-16
0,5,1,0.99595951347369926,0.085194969153754144,0.028398323051251374,0.99999999999999989,1,-1.1102230246251565e-16
0,5,2,0.99798178509957347,0.056796877445641158,0.028398438722820579,1.0000000000000002,1,2.2204460492503131e-16
0,6,0,0.99637598178091147,0.085058232582888971,0,1.0000000000000002,1,2.2204460492503131e-16
0,6,1,0.99355860436086385,0.11331945861365723,0,1,1,0
0,6,2,0.99595951347369926,0.085194969153754144,0.028398323051251374,0.99999999999999989,1,-1.1102230246251565e-16
0,7,0,0.99355860436086385,0.11331945861365723,0,1,1,0
0,7,1,0.9931326192185399,0.11350087076783313,0.028375217691958277,0.99999999999999967,1,-3.3306690738754696e-16
0,7,2,0.99595951347369926,0.085194969153754144,0.028398323051251374,0.99999999999999989,1,-1.1102230246251565e-16
0,8,0,0.99355860436086385,0.11331945861365723,0,1,1,0
0,8,1,0.98994949366116647,0.1414213562373095,0,0.99999999999999978,1,-2.2204460492503131e-16
0,8,2,0.9931326192185399,0.11350087076783313,0.028375217691958277,0.99999999999999967,1,-3.3306690738754696e-16
0,9,0,0.99959862883495365,-7.8631170056837355e-18,0.028329864653414302,1.0000000000000007,1,6.6613381477509392e-16
0,9,1,0.99919450296262946,0.028375563864563386,0.028375563864563386,1.0000000000000002,1,2.2204460492503131e-16
0,9,2,0.99839094927118155,0,0.056705488388592629,1.0000000000000004,1,4.4408920985006262e-16
0,10,0,0.99919450296262946,0.028375563864563386,0.028375563864563386,1.0000000000000002,1,2.2204460492503131e-16
0,10,1,0.99798178509957336,0.028398438722820572,0.056796877445641152,1,1,0
0,10,2,0.99839094927118155,0,0.056705488388592629,1.0000000000000004,1,4.4408920985006262e-16
0,11,0,0.99919450296262946,0.028375563864563386,0.028375563864563386,1.0000000000000002,1,2.2204460492503131e-16
0,11,1,0.99798178509957347,0.056796877445641158,0.028398438722820579,1.0000000000000002,1,2.2204460492503131e-16
0,11,2,0.99798178509957336,0.028398438722820572,0.056796877445641152,1,1,0
0,12,0,0.99798178509957347,0.056796877445641158,0.028398438722820579,1.0000000000000002,1,2.2204460492503131e-16
0,12,1,0.996763692659972,0.056842506079768707,0.056842506079768707,0.99999999999999989,1,-1.1102230246251565e-16
0,12,2,0.99798178509957336,0.028398438722820572,0.056796877445641152,1,1,0
0,13,0,0.99798178509957347,0.056796877445641158,0.028398438722820579,1.0000000000000002,1,2.2204460492503131e-16
0,13,1,0.99595951347369926,0.085194969153754144,0.028398323051251374,0.99999999999999989,1,-1.1102230246251565e-16
0,13,2,0.996763692659972,0.056842506079768707,0.056842506079768707,0.99999999999999989,1,-1.1102230246251565e-16
0,14,0,0.99595951347369926,0.085194969153754144,0.028398323051251374,0.99999999999999989,1,-1.1102230246251565e-16
0,14,1,0.99473573990560793,0.085263063420480706,0.056842042280320457,0.99999999999999967,1,-3.3306690738754696e-16
0,14,2,0.996763692659972,0.056842506079768707,0.056842506079768707,0.99999999999999989,1,-1.1102230246251565e-16
0,15,0,0.99595951347369926,0.085194969153754144,0.028398323051251374,0.99999999999999989,1,-1.1102230246251565e-16
0,15,1,0.9931326192185399,0.11350087076783313,0.028375217691958277,0.99999999999999967,1,-3.3306690738754696e-16
0,15,2,0.99473573990560793,0.085263063420480706,0.056842042280320457,0.99999999999999967,1,-3.3306690738754696e-16
0,16,0,0.99839094927118155,0,0.056705488388592629,1.0000000000000004,1,4.4408920985006262e-16
0,16,1,0.99798178509957336,0.028398438722820572,0.056796877445641152,1,1,0
0,16,2,0.99637598178091147,0,0.085058232582888971,1,1,0
0,17,0,0.99798178509957336,0.028398438722820572,0.056796877445641152,1,1,0
0,17,1,0.99595951347369926,0.028398323051251367,0.085194969153754144,0.99999999999999978,1,-2.2204460492503131e-16
0,17,2,0.99637598178091147,0,0.085058232582888971,1,1,0
0,18,0,0.99798178509957336,0.028398438722820572,0.056796877445641152,1,1,0
0,18,1,0.996763692659972,0.056842506079768707,0.056842506079768707,0.99999999999999989,1,-1.1102230246251565e-16
0,18,2,0.99595951347369926,0.028398323051251367,0.085194969153754144,0.99999999999999978,1,-2.2204460492503131e-16
0,19,0,0.996763692659972,0.056842506079768707,0.056842506079768707,0.99999999999999989,1,-1.1102230246251565e-16
0,19,1,0.99473573990560793,0.056842042280320457,0.085263063420480706,0.99999999999999944,1,-5.5511151231257827e-16
0,19,2,0.99595951347369926,0.028398323051251367,0.085194969153754144,0.99999999999999978,1,-2.2204460492503131e-16
0,20,0,0.996763692659972,0.056842506079768707,0.056842506079768707,0.99999999999999989,1,-1.1102230246251565e-16
0,20,1,0.99473573990560793,0.085263063420480706,0.056842042280320457,0.99999999999999967,1,-3.3306690738754696e-16
0,20,2,0.99473573990560793,0.056842042280320457,0.085263063420480706,0.99999999999999944,1,-5.5511151231257827e-16
0,21,0,0.99637598178091147,0,0.085058232582888971,1,1,0
0,21,1,0.99595951347369926,0.028398323051251367,0.085194969153754144,0.99999999999999978,1,-2.2204460492503131e-16
0,21,2,0.99355860436086385,0,0.11331945861365723,0.99999999999999967,1,-3.3306690738754696e-16
0,22,0,0.99595951347369926,0.028398323051251367,0.085194969153754144,0.99999999999999978,1,-2.2204460492503131e-16
0,22,1,0.9931326192185399,0.028375217691958277,0.11350087076783313,0.99999999999999944,1,-5.5511151231257827e-16
0,22,2,0.99355860436086385,0,0.11331945861365723,0.99999999999999967,1,-3.3306690738754696e-16
0,23,0,0.99595951347369926,0.028398323051251367,0.085194969153754144,0.99999999999999978,1,-2.2204460492503131e-16
0,23,1,0.99473573990560793,0.056842042280320457,0.085263063420480706,0.99999999999999944,1,-5.5511151231257827e-16
0,23,2,0.9931326192185399,0.028375217691958277,0.11350087076783313,0.99999999999999944,1,-5.5511151231257827e-16
0,24,0,0.99355860436086385,0,0.11331945861365723,0.99999999999999967,1,-3.3306690738754696e-16
0,24,1,0.9931326192185399,0.028375217691958277,0.11350087076783313,0.99999999999999944,1,-5.5511151231257827e-16
0,24,2,0.98994949366116647,0,0.1414213562373095,0.99999999999999933,1,-6.6613381477509392e-16
1,25,0,0.97332852678457549,0.16222142113076257,0.16222142113076257,0.99999999999999978,1,-2.2204460492503131e-16
1,25,1,0.97877109129857609,0.13005862502787516,0.158404245189493,0.99999999999999956,1,-4.4408920985006262e-16
1,25,2,0.97877109129857609,0.158404245189493,0.13005862502787516,0.99999999999999989,1,-1.1102230246251565e-16
1,26,0,0.97877109129857609,0.13005862502787516,0.158404245189493,0.99999999999999956,1,-4.4408920985006262e-16
1,26,1,0.98396311403509196,0.12612809008774528,0.12612809008774528,0.99999999999999978,1,-2.2204460492503131e-16
1,26,2,0.97877109129857609,0.158404245189493,0.13005862502787516,0.99999999999999989,1,-1.1102230246251565e-16
1,27,0,0.97877109129857609,0.13005862502787516,0.158404245189493,0.99999999999999956,1,-4.4408920985006262e-16
1,27,1,0.98317048543478713,0.097650043276446302,0.15440293267303334,0.99999999999999967,1,-3.3306690738754696e-16
1,27,2,0.98396311403509196,0.12612809008774528,0.12612809008774528,0.99999999999999978,1,-2.2204460492503131e-16
1,28,0,0.98317048543478713,0.097650043276446302,0.15440293267303334,0.99999999999999967,1,-3.3306690738754696e-16
1,28,1,0.9880980729964095,0.093627376920384045,0.12204963101865775,0.99999999999999978,1,-2.2204460492503131e-16
1,28,2,0.98396311403509196,0.12612809008774528,0.12612809008774528,0.99999999999999978,1,-2.2204460492503131e-16
1,29,0,0.98317048543478713,0.097650043276446302,0.15440293267303334,0.99999999999999967,1,-3.3306690738754696e-16
1,29,1,0.98650551176994927,0.065100028850964206,0.1502293629458448,0.99999999999999956,1,-4.4408920985006262e-16
1,29,2,0.9880980729964095,0.093627376920384045,0.12204963101865775,0.99999999999999978,1,-2.2204460492503131e-16
1,30,0,0.98650551176994927,0.065100028850964206,0.1502293629458448,0.99999999999999956,1,-4.4408920985006262e-16
1,30,1,0.99115729630305871,0.061007507950768217,0.11783589418699091,0.99999999999999978,1,-2.2204460492503131e-16
1,30,2,0.9880980729964095,0.093627376920384045,0.12204963101865775,0.99999999999999978,1,-2.2204460492503131e-16
1,31,0,0.98650551176994927,0.065100028850964206,0.1502293629458448,0.99999999999999956,1,-4.4408920985006262e-16
1,31,1,0.98876530206711344,0.032514656256968789,0.14589713690344033,0.99999999999999944,1,-5.5511151231257827e-16
1,31,2,0.99115729630305871,0.061007507950768217,0.11783589418699091,0.99999999999999978,1,-2.2204460492503131e-16
1,32,0,0.98876530206711344,0.032514656256968789,0.14589713690344033,0.99999999999999944,1,-5.5511151231257827e-16
1,32,1,0.9931326192185399,0.028375217691958277,0.11350087076783313,0.99999999999999967,1,-3.3306690738754696e-16
1,32,2,0.99115729630305871,0.061007507950768217,0.11783589418699091,0.99999999999999978,1,-2.2204460492503131e-16
1,33,0,0.98876530206711344,0.032514656256968789,0.14589713690344033,0.99999999999999944,1,-5.5511151231257827e-16
1,33,1,0.98994949366116647,0,0.1414213562373095,0.99999999999999944,1,-5.5511151231257827e-16
1,33,2,0.9931326192185399,0.028375217691958277,0.11350087076783313,0.99999999999999967,1,-3.3306690738754696e-16
1,34,0,0.97877109129857609,0.158404245189493,0.13005862502787516,0.99999999999999989,1,-1.1102230246251565e-16
1,34,1,0.98396311403509196,0.12612809008774528,0.12612809008774528,0.99999999999999978,1,-2.2204460492503131e-16
1,34,2,0.98317048543478713,0.15440293267303334,0.097650043276446302,1.0000000000000002,1,2.2204460492503131e-16
1,35,0,0.98396311403509196,0.12612809008774528,0.12612809008774528,0.99999999999999978,1,-2.2204460492503131e-16
1,35,1,0.98809807299640962,0.12204963101865776,0.093627376920384073,1,1,0
1,35,2,0.98317048543478713,0.15440293267303334,0.097650043276446302,1.0000000000000002,1,2.2204460492503131e-16
1,36,0,0.98396311403509196,0.12612809008774528,0.12612809008774528,0.99999999999999978,1,-2.2204460492503131e-16
1,36,1,0.9880980729964095,0.093627376920384045,0.12204963101865775,0.99999999999999978,1,-2.2204460492503131e-16
1,36,2,0.98809807299640962,0.12204963101865776,0.093627376920384073,1,1,0
1,37,0,0.9880980729964095,0.093627376920384045,0.12204963101865775,0.99999999999999978,1,-2.2204460492503131e-16
1,37,1,0.99195849379255485,0.089493984693961165,0.089493984693961165,0.99999999999999989,1,-1.1102230246251565e-16
1,37,2,0.98809807299640962,0.12204963101865776,0.093627376920384073,1,1,0
1,38,0,0.9880980729964095,0.093627376920384045,0.12204963101865775,0.99999999999999978,1,-2.2204460492503131e-16
1,38,1,0.99115729630305871,0.061007507950768217,0.11783589418699091,0.99999999999999978,1,-2.2204460492503131e-16
1,38,2,0.99195849379255485,0.089493984693961165,0.089493984693961165,0.99999999999999989,1,-1.1102230246251565e-16
1,39,0,0.99115729630305871,0.061007507950768217,0.11783589418699091,0.99999999999999978,1,-2.2204460492503131e-16
1,39,1,0.99473573990560793,0.056842042280320443,0.085263063420480678,0.99999999999999989,1,-1.1102230246251565e-16
1,39,2,0.99195849379255485,0.089493984693961165,0.089493984693961165,0.99999999999999989,1,-1.1102230246251565e-16
1,40,0,0.99115729630305871,0.061007507950768217,0.11783589418699091,0.99999999999999978,1,-2.2204460492503131e-16
1,40,1,0.9931326192185399,0.028375217691958277,0.11350087076783313,0.99999999999999967,1,-3.3306690738754696e-16
1,40,2,0.99473573990560793,0.056842042280320443,0.085263063420480678,0.99999999999999989,1,-1.1102230246251565e-16
1,41,0,0.98317048543478713,0.15440293267303334,0.097650043276446302,1.0000000000000002,1,2.2204460492503131e-16
1,41,1,0.98809807299640962,0.12204963101865776,0.093627376920384073,1,1,0
1,41,2,0.98650551176994927,0.1502293629458448,0.065100028850964206,1.0000000000000002,1,2.2204460492503131e-16
1,42,0,0.98809807299640962,0.12204963101865776,0.093627376920384073,1,1,0
1,42,1,0.9911572963030586,0.11783589418699089,0.061007507950768203,1.0000000000000002,1,2.2204460492503131e-16
1,42,2,0.98650551176994927,0.1502293629458448,0.065100028850964206,1.0000000000000002,1,2.2204460492503131e-16
1,43,0,0.98809807299640962,0.12204963101865776,0.093627376920384073,1,1,0
1,43,1,0.99195849379255485,0.089493984693961165,0.089493984693961165,0.99999999999999989,1,-1.1102230246251565e-16
1,43,2,0.9911572963030586,0.11783589418699089,0.061007507950768203,1.0000000000000002,1,2.2204460492503131e-16
1,44,0,0.99195849379255485,0.089493984693961165,0.089493984693961165,0.99999999999999989,1,-1.1102230246251565e-16
1,44,1,0.99473573990560793,0.085263063420480678,0.056842042280320443,1.0000000000000002,1,2.2204460492503131e-16
1,44,2,0.9911572963030586,0.11783589418699089,0.061007507950768203,1.0000000000000002,1,2.2204460492503131e-16
1,45,0,0.99195849379255485,0.089493984693961165,0.089493984693961165,0.99999999999999989,1,-1.1102230246251565e-16
1,45,1,0.99473573990560793,0.056842042280320443,0.085263063420480678,0.99999999999999989,1,-1.1102230246251565e-16
1,45,2,0.99473573990560793,0.085263063420480678,0.056842042280320443,1.0000000000000002,1,2.2204460492503131e-16
1,46,0,0.98650551176994927,0.1502293629458448,0.065100028850964206,1.0000000000000002,1,2.2204460492503131e-16
1,46,1,0.9911572963030586,0.11783589418699089,0.061007507950768203,1.0000000000000002,1,2.2204460492503131e-16
1,46,2,0.98876530206711344,0.14589713690344033,0.032514656256968789,1.0000000000000004,1,4.4408920985006262e-16
1,47,0,0.9911572963030586,0.11783589418699089,0.061007507950768203,1.0000000000000002,1,2.2204460492503131e-16
1,47,1,0.9931326192185399,0.11350087076783313,0.028375217691958277,1.0000000000000004,1,4.4408920985006262e-16
1,47,2,0.98876530206711344,0.14589713690344033,0.032514656256968789,1.0000000000000004,1,4.4408920985006262e-16
1,48,0,0.9911572963030586,0.11783589418699089,0.061007507950768203,1.0000000000000002,1,2.2204460492503131e-16
1,48,1,0.99473573990560793,0.085263063420480678,0.056842042280320443,1.0000000000000002,1,2.2204460492503131e-16
1,48,2,0.9931326192185399,0.11350087076783313,0.028375217691958277,1.0000000000000004,1,4.4408920985006262e-16
1,49,0,0.98876530206711344,0.14589713690344033,0.032514656256968789,1.0000000000000004,1,4.4408920985006262e-16
1,49,1,0.9931326192185399,0.11350087076783313,0.028375217691958277,1.0000000000000004,1,4.4408920985006262e-16
1,49,2,0.98994949366116647,0.1414213562373095,0,1.0000000000000007,1,6.6613381477509392e-16
2,50,0,0.98994949366116647,0.1414213562373095,0,0.99999999999999878,1,-1.2212453270876722e-15
2,50,1,0.98423968076612467,0.17683961887935867,-9.0284286851937885e-18,0.99999999999999922,1,-7.7715611723760958e-16
2,50,2,0.98876530206711355,0.14589713690344033,0.032514656256968796,0.99999999999999889,1,-1.1102230246251565e-15
2,51,0,0.98423968076612467,0.17683961887935867,-9.0284286851937885e-18,0.99999999999999922,1,-7.7715611723760958e-16
2,51,1,0.98287402203786767,0.18137341482916361,0.032593575997630728,0.99999999999999911,1,-8.8817841970012523e-16
2,51,2,0.98876530206711355,0.14589713690344033,0.032514656256968796,0.99999999999999889,1,-1.1102230246251565e-15
2,52,0,0.98423968076612467,0.17683961887935867,-9.0284286851937885e-18,0.99999999999999922,1,-7.7715611723760958e-16
2,52,1,0.97723345371747139,0.21216686106793975,0,0.99999999999999956,1,-4.4408920985006262e-16
