family,n,p,amplitude,qextra,field,multi,path,error_l2,path_minus_mean_l2,exact_l2,best_projection_error_l2,input_error_l2,first_weak_relative,constant_max,min_jacobian_det,quadrature_order,elements
tri,8,5,0.40000000000000002,0,sine,xy,xy,0.00020783140122682215,3.6392403085739982e-06,4.2297519258052416,1.0681195599151089e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xy,yx,0.00020775265642604819,3.6392403085705143e-06,4.2297519258052416,1.0681195599151089e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xy,mean,0.00020776016154202984,0,4.2297519258052416,1.0681195599151089e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xxy,xxy,0.016588885334733041,0.00018021363432309446,8.510980823888028,2.1029684376162824e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xxy,xyx,0.0165895057207819,0.00017928148963412545,8.510980823888028,2.1029684376162824e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xxy,yxx,0.016568178351752286,0.00035907304583642353,8.510980823888028,2.1029684376162824e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xxy,mean,0.01658024726741093,0,8.510980823888028,2.1029684376162824e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xyy,xyy,0.018125057983006371,0.00053310007906714801,12.766471235831789,3.1544526564340126e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xyy,yxy,0.018147981173125074,0.00026638249605712627,12.766471235831789,3.1544526564340126e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xyy,yyx,0.018146153827706336,0.00026718812989744595,12.766471235831789,3.1544526564340126e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,sine,xyy,mean,0.018135814488289659,0,12.766471235831789,3.1544526564340126e-07,1.7801992664837388e-08,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xy,xy,1.2916838589499365e-05,2.3294121903684966e-07,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xy,yx,1.2921492949713007e-05,2.3294121903864055e-07,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xy,mean,1.2917065765367365e-05,0,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xxy,xxy,0.0012469242669224253,1.646854846023619e-05,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xxy,xyx,0.0012474375645311769,1.6326639024466994e-05,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xxy,yxx,0.0012502996623549303,3.2713818393016817e-05,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xxy,mean,0.0012480066618925083,0,1.1714413662128893,4.5223483058369024e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xyy,xyy,0.0011918796151697793,2.5858085188476538e-05,0.58572068310644465,2.2611741529184512e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xyy,yxy,0.0011895718990764135,1.2888251588770111e-05,0.58572068310644465,2.2611741529184512e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xyy,yyx,0.0011890077214910591,1.3060834399506447e-05,0.58572068310644465,2.2611741529184512e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,exponential,xyy,mean,0.0011900129339494662,0,0.58572068310644465,2.2611741529184512e-10,9.0446966116738047e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xy,xy,1.2422825616962831e-05,1.8931088324733864e-07,2.1602468994692661,1.3684603342943243e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xy,yx,1.2424303702219118e-05,1.8931088324775035e-07,2.1602468994692661,1.3684603342943243e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xy,mean,1.2422122233607275e-05,0,2.1602468994692661,1.3684603342943243e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xxy,xxy,0.0012049694009946231,1.1979464501886379e-05,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xxy,xyx,0.001205195537976183,1.1860590795166507e-05,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xxy,yxx,0.0012063303450777676,2.3773211258004245e-05,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xxy,mean,0.0012053811425975136,0,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xyy,xyy,0.001203105531000719,2.4102052022886952e-05,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xyy,yxy,0.0012023715901372872,1.2026726997523643e-05,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xyy,yyx,0.0012021558512410591,1.2150233038117488e-05,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
tri,8,5,0.40000000000000002,0,cubic,xyy,mean,0.0012024233684425265,0,1.999999999999972,1.2209585912191266e-14,9.6344009802258707e-10,1.1188966420050406e-15,3.3697489243422751e-12,0.014062502406107947,30,128
