family,n,p,amplitude,qextra,field,multi,path,error_l2,path_minus_mean_l2,exact_l2,best_projection_error_l2,input_error_l2,first_weak_relative,constant_max,min_jacobian_det,quadrature_order,elements
quad,4,3,0,0,sine,xy,xy,0.0070210304809196159,1.2207510283174993e-13,4.229751925805183,0.00026909052903919574,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xy,yx,0.0070210304809084287,1.2206383148086869e-13,4.229751925805183,0.00026909052903919574,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xy,mean,0.007021030480914018,0,4.229751925805183,0.00026909052903919574,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xxy,xxy,0.095503416964868401,2.6091768084421074e-12,8.5109808238880049,0.00054176831032642036,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xxy,xyx,0.095503416964872745,2.5524432671106771e-12,8.5109808238880049,0.00054176831032642036,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xxy,yxx,0.09550341696565566,5.1360134194954349e-12,8.5109808238880049,0.00054176831032642036,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xxy,mean,0.095503416965131926,0,8.5109808238880049,0.00054176831032642036,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xyy,xyy,0.31574607566333929,5.3039136334097573e-12,12.766471235832046,0.00081265246548965081,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xyy,yxy,0.31574607566241986,2.7150512227239751e-12,12.766471235832046,0.00081265246548965081,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xyy,yyx,0.31574607566258045,2.6456773922600021e-12,12.766471235832046,0.00081265246548965081,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,sine,xyy,mean,0.3157460756627784,0,12.766471235832046,0.00081265246548965081,4.48484215065346e-05,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xy,xy,6.916446153738885e-05,3.4701113999943104e-13,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xy,yx,6.9164461470301388e-05,3.4701633656607e-13,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xy,mean,6.9164461503845993e-05,0,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xxy,xxy,0.0032257758834185447,7.4433530741276362e-12,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xxy,xyx,0.0032257758834253734,7.502977937790769e-12,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xxy,yxx,0.0032257758801971293,1.4930271118270638e-11,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xxy,mean,0.003225775882347045,0,1.1714413662129006,9.0570689764167393e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xyy,xyy,0.0004066092047893201,1.4142829748520929e-11,0.58572068310645031,4.5285344882083697e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xyy,yxy,0.00040660920212657003,7.1259711849965775e-12,0.58572068310645031,4.5285344882083697e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xyy,yyx,0.00040660920223051488,7.0207530998778944e-12,0.58572068310645031,4.5285344882083697e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,exponential,xyy,mean,0.00040660920304881262,0,0.58572068310645031,4.5285344882083697e-07,1.8114137952833479e-06,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xy,xy,6.012427304341458e-13,7.6352253914178202e-14,2.1602468994692896,2.4498847007123424e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xy,yx,6.022869028806187e-13,7.6342886829878533e-14,2.1602468994692896,2.4498847007123424e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xy,mean,5.9689804025665965e-13,0,2.1602468994692896,2.4498847007123424e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xxy,xxy,1.3504322555141206e-11,1.5542444672543351e-12,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xxy,xyx,1.358816471543917e-11,1.5482047170036803e-12,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xxy,yxx,1.2713138533186069e-11,3.0857543695895622e-12,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xxy,mean,1.3093181857433108e-11,0,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xyy,xyy,1.6503660444338278e-11,3.1719438289718213e-12,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xyy,yxy,1.7081547151205545e-11,1.6340197692642947e-12,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xyy,yyx,1.705800167344506e-11,1.5527751588752217e-12,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
quad,4,3,0,0,cubic,xyy,mean,1.673300607413867e-11,0,2.0000000000000075,1.8672694838900019e-15,6.6149233732684335e-16,5.0653925498522767e-16,5.6843418860808015e-14,0.062499999999998043,28,16
