family,n,p,amplitude,qextra,field,multi,path,error_l2,path_minus_mean_l2,exact_l2,best_projection_error_l2,input_error_l2,first_weak_relative,constant_max,min_jacobian_det,quadrature_order,elements
tri,4,5,0,0,sine,xy,xy,0.0013119367140845882,3.3283638670513775e-12,4.2297519258051768,2.5742913275668142e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xy,yx,0.0013119367133923373,3.3283602397460206e-12,4.2297519258051768,2.5742913275668142e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xy,mean,0.0013119367137384614,0,4.2297519258051768,2.5742913275668142e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xxy,xxy,0.046627563263572078,1.1237023202864437e-10,8.51098082388806,5.1843152438915996e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xxy,xyx,0.04662756326350774,1.1154745872043386e-10,8.51098082388806,5.1843152438915996e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xxy,yxx,0.046627563284973354,2.2359838136464179e-10,8.51098082388806,5.1843152438915996e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xxy,mean,0.046627563270684291,0,8.51098082388806,5.1843152438915996e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xyy,xyy,0.057139801831080542,2.2522205355965568e-10,12.766471235832066,7.7764728658302559e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xyy,yxy,0.057139801732026853,1.1378236442916112e-10,12.766471235832066,7.7764728658302559e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xyy,yyx,0.057139801731470971,1.1214825263304669e-10,12.766471235832066,7.7764728658302559e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,sine,xyy,mean,0.057139801764859402,0,12.766471235832066,7.7764728658302559e-06,4.2904855459370788e-07,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xy,xy,3.2415753985003347e-06,9.5569849898032493e-12,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xy,yx,3.2415689736291198e-06,9.5569876601019383e-12,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xy,mean,3.2415721860544584e-06,0,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xxy,xxy,0.00014285103126394298,2.9726568574513351e-10,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xxy,xyx,0.00014285103235353179,2.9815814395242207e-10,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xxy,yxx,0.00014285076786767654,5.9511668713473729e-10,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xxy,mean,0.00014285094382782371,0,1.1714413662129053,5.4232686939870591e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xyy,xyy,9.7568110007696418e-05,5.7941192362459609e-10,0.58572068310645264,2.7116343469935296e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xyy,yxy,9.7568097886817004e-05,2.8890633810116081e-10,0.58572068310645264,2.7116343469935296e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
tri,4,5,0,0,exponential,xyy,yyx,9.7568098449845618e-05,2.9058195406217004e-10,0.58572068310645264,2.7116343469935296e-10,1.0846537387974118e-09,1.8908485888147197e-15,1.2865264409356314e-12,0.062499999999955994,30,32
