family,n,p,amplitude,qextra,field,multi,path,error_l2,path_minus_mean_l2,exact_l2,best_projection_error_l2,input_error_l2,first_weak_relative,constant_max,min_jacobian_det,quadrature_order,elements
tri,4,3,1.2,0,sine,xy,xy,0.32017042195630174,0.02001065339492766,4.2297519258051901,0.0020473003325489816,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xy,yx,0.31944024873198035,0.020010653394927674,4.2297519258051901,0.0020473003325489816,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xy,mean,0.31917888331391919,0,4.2297519258051901,0.0020473003325489816,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xxy,xxy,5.2275523354769309,0.26061356655083262,8.5109808238880813,0.0041145214606642822,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xxy,xyx,5.2312382159639013,0.23979408191910145,8.5109808238880813,0.0041145214606642822,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xxy,yxx,5.2476809356840022,0.48908260921021629,8.5109808238880813,0.0041145214606642822,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xxy,mean,5.2238775337746635,0,8.5109808238880813,0.0041145214606642822,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xyy,xyy,6.2084360516425408,0.64873646444026412,12.766471235831959,0.0061717821909963921,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xyy,yxy,6.205753133453773,0.32306082851655993,12.766471235831959,0.0061717821909963921,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xyy,yyx,6.200138311596235,0.33876182276769051,12.766471235831959,0.0061717821909963921,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,sine,xyy,mean,6.1875622117235132,0,12.766471235831959,0.0061717821909963921,0.00034121672209150143,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,exponential,xy,xy,0.099351240867034854,0.0055219443204458192,1.1714413662128924,2.8599623588468919e-05,5.7199247176937839e-05,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,exponential,xy,yx,0.09939896336664153,0.0055219443204458235,1.1714413662128924,2.8599623588468919e-05,5.7199247176937839e-05,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,exponential,xy,mean,0.099221568325708484,0,1.1714413662128924,2.8599623588468919e-05,5.7199247176937839e-05,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,exponential,xxy,xxy,2.4144177291504771,0.098952566361747651,1.1714413662128924,2.8599623588468919e-05,5.7199247176937839e-05,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,exponential,xxy,xyx,2.4182809214139143,0.082796679145399482,1.1714413662128924,2.8599623588468919e-05,5.7199247176937839e-05,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
tri,4,3,1.2,0,exponential,xxy,yxx,2.4424870323149421,0.17165231706199796,1.1714413662128924,2.8599623588468919e-05,5.7199247176937839e-05,1.848347863653288e-15,4.1566750041965861e-13,0.043750095902323052,26,32
