family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements
tri,4,3,1.2,bernstein,coupled,0,sine,x,recursive,0.015197745589600744,0.010713979437207456,0.24741884281394666,1.4184968039813559,0.031830751544586013,0.022274505759559315,0.043237034422422056,0.027472870147481048,0.00034121672209148907,0.00062008573876266826,0.00043687941742213146,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,x,direct,0.015232360240984427,0.010738381784316403,0.24660023876650572,1.4184968039813559,0.031930982213929412,0.022344645122070021,0.043301110364751837,0.027511604239835542,0.00034121672209148907,0,0,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,y,recursive,0.018008479402572719,0.0084636446845363159,0.27045136824579608,2.1277452059720203,0.037113261517762564,0.017314065116673657,0.046572893353202811,0.029345548988559109,0.00034121672209148907,0.00065256602528488414,0.00030651833655542278,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,y,direct,0.018048604201103113,0.0084825025808754895,0.27427226004275607,2.1277452059720203,0.03723646085213058,0.017371540024842477,0.046706943850947792,0.029364362169145047,0.00034121672209148907,0,0,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,xx,recursive,0.39792751305483176,0.14111732320297388,3.8798269599797086,2.8198346172034388,0.66037609071122938,0.23597523065251697,0.90038956585034557,0.61923018413195674,0.00034121672209148907,0.033533805095196906,0.011534079034534328,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,xx,direct,0.40072775243756975,0.14211037413073188,4.1952167902466488,2.8198346172034388,0.66880095564549191,0.2389857264503551,0.89718566728086035,0.61226658302902348,0.00034121672209148907,0,0,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,xy,recursive,0.32017042195574197,0.075694846310589065,2.8116069192556017,4.2297519258051901,0.57832708464044735,0.13777085422504931,0.58947895844883469,0.41422236081853159,0.00034121672209148907,0.035968618253933896,0.0083960103797083158,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,xy,direct,0.32297802626135991,0.076358621481063968,3.0234667346111372,4.2297519258051901,0.58552428610667895,0.13948539366193041,0.5803713468679198,0.40166733098873525,0.00034121672209148907,0,0,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,yy,recursive,0.58384595539720663,0.092022095801132756,5.4394119317358829,6.3446278887077865,0.95014206519150524,0.15089717385790388,1.1661981636839154,0.82041338013050069,0.00034121672209148907,0.038044790415344643,0.0058417228885190246,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
tri,4,3,1.2,bernstein,coupled,0,sine,yy,direct,0.5873592497587532,0.092575838971445321,5.819021938472801,6.3446278887077865,0.96086147397950339,0.15259958084607411,1.1544356835139655,0.80565182655857714,0.00034121672209148907,0,0,4.4408920985006262e-16,4.4408920985006262e-15,2.4107734942693774e-12,3.3306690738754696e-14,0.043750095902323052,32
