family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,recursive,0.0027382042527750506,0.0013616798694962486,0.12895089127102466,2.0109016180051524,0.0087509731903952365,0.0032640907122830024,0.0081946938683097742,0.0028892830086662282,1.271695355702467e-14,0.0027382042527812171,0.0013616798694992868,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,x,direct,8.4053926605735429e-13,4.1799124260051231e-13,1.4924061986221204e-11,2.0109016180051524,2.0079267863793028e-12,7.4895157735809771e-13,2.6541176703850526e-12,1.3998365244546265e-12,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,recursive,0.00020377191854135823,0.00011588379871849065,0.0074343467017712328,1.7584159372991282,0.0005380332955186853,0.00026448521621949995,0.00056348642195125148,0.00024726007487369341,1.271695355702467e-14,0.00020377191854159058,0.00011588379871861981,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,y,direct,7.2689464393823701e-13,4.13380377486071e-13,1.4232170997274807e-11,1.7584159372991282,1.5486411605651272e-12,7.6127759305977805e-13,2.0999303883110002e-12,1.2346996152952438e-12,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xx,recursive,0.64631601877834721,0.034391159821942671,26.749843428527299,18.793085843123464,2.5250948858559128,0.072539508769740413,1.0498646433555743,0.33948655442665876,1.271695355702467e-14,0.64631601877500267,0.034391159821779406,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xx,direct,5.4012190821680586e-11,2.8740458737086046e-12,1.0846861187019385e-09,18.793085843123464,1.2057268214167765e-10,3.4637443458457156e-12,1.1949681740591251e-10,5.0177056774762295e-11,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xy,recursive,0.0084218004834224827,0.0072336978746369417,0.52460334389333152,1.1642455393321458,0.024333127148210829,0.016830936621918077,0.03327986533840125,0.010182512492209073,1.271695355702467e-14,0.0084218004911430031,0.0072336978812322815,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xy,direct,2.9059033932899948e-11,2.4959540707855563e-11,8.4785778398099865e-10,1.1642455393321458,5.6442166078368989e-11,3.904037957318826e-11,6.4841983354895024e-11,2.9157676535863448e-11,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,yy,recursive,0.026636121060013774,0.0041038289111261193,0.78744732039987042,6.4905534896445367,0.075509091939677295,0.009347676790206606,0.054708205605382108,0.025796852313414005,1.271695355702467e-14,0.026636121060463726,0.0041038289111980809,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,yy,direct,3.1966403389902579e-11,4.9250658577737507e-12,4.7173642769848811e-10,6.4905534896445367,5.4748494067689613e-11,6.7776106710983904e-12,5.55418425323012e-11,3.1804378163489156e-11,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xxx,recursive,135.4103127898172,0.21824855140266036,3839.4824395298256,620.44083188433297,484.51064584934687,0.32688236653333169,90.62332559690023,19.360239163382733,1.271695355702467e-14,135.41031278938601,0.21824855140218027,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xxx,direct,3.2431196838054888e-09,5.2271216160223545e-12,8.5456122178584337e-08,620.44083188433297,7.7034103785674092e-09,5.197221230318478e-12,6.1375408344078838e-09,1.5004978944873771e-09,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xxy,recursive,0.85630358829766229,0.1246057687451458,50.055496480728635,6.8721022864442682,2.6784997642099055,0.20492202416107069,2.2538495336510658,0.59719737239630744,1.271695355702467e-14,0.85630358867692202,0.12460576879353701,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xxy,direct,1.0557536130705879e-09,1.5362891427753341e-10,3.6845904105575755e-08,6.8721022864442682,1.8968521309093286e-09,1.4512107986495914e-10,2.3458379347666075e-09,6.7522259540048834e-10,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xyy,recursive,0.032729983834312124,0.015558526541717608,2.9404614175610533,2.1036686055425688,0.10068345095340303,0.033733546627701519,0.094537656079566879,0.027965408966720926,1.271695355702467e-14,0.032729983737993455,0.015558526496742199,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,xyy,direct,6.0056808820629823e-10,2.8548607258004993e-10,7.8585351559468108e-09,2.1036686055425688,8.2332764446957689e-10,2.7585229967379656e-10,1.1318288724466978e-09,4.8572891947646073e-10,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,yyy,recursive,2.7327545110563456,0.052319871667578587,53.57872456411053,52.231674580917797,6.7355507333287301,0.09046297293042857,1.9525669672310393,0.7142594400003478,1.271695355702467e-14,2.7327545109966072,0.052319871666473936,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,represented_quadratic,yyy,direct,8.4490786423733e-10,1.6176158834968826e-11,1.196502807943034e-08,52.231674580917797,1.1987003782002662e-09,1.6099351657801974e-11,1.6170081822411556e-09,6.700108653467727e-10,1.271695355702467e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,constant,x,recursive,6.9944662762309936e-13,nan,1.1072506122358268e-11,0,1.3872174388534183e-12,nan,1.7947587380125676e-12,1.3426956894420646e-12,1.4937771195199846e-14,6.3362055319329528e-14,nan,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,constant,x,direct,6.9802997842988623e-13,nan,1.1195857471868859e-11,0,1.4080075032382541e-12,nan,1.7919879886937549e-12,1.3426036679207895e-12,1.4937771195199846e-14,0,nan,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,constant,y,recursive,7.2131528028826289e-13,nan,9.3079247197650983e-12,0,1.3396497378286729e-12,nan,1.7664814238909943e-12,1.2792565563511091e-12,1.4937771195199846e-14,4.904349912802534e-14,nan,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,constant,y,direct,7.2068386642241981e-13,nan,9.0269374341002796e-12,0,1.3397411444398381e-12,nan,1.76036608346196e-12,1.2737727402491674e-12,1.4937771195199846e-14,0,nan,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,constant,xx,recursive,2.7438119070337737e-11,nan,5.7505667816901873e-10,0,4.9646673653294804e-11,nan,5.9910299384884827e-11,3.4844834495682784e-11,1.4937771195199846e-14,6.4909828340534154e-12,0.21998325875709454,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
tri,4,3,0.69999999999999996,bernstein,separable,0,constant,xx,direct,2.9506712786816007e-11,nan,8.708510809132775e-10,0,6.0024367837439213e-11,nan,7.0408631183732011e-11,3.646723059768798e-11,1.4937771195199846e-14,0,0,7.1054273576010019e-15,2.6645352591003757e-15,4.1800388299802406e-12,3.4638958368304884e-14,0.0095745905878978355,32
