family,n,p,amplitude,basis,map,extra,field,derivative,method,error_l2,relative_l2,sampled_linf,truth_l2,face_rms,face_relative_l2,jump_rms,jump_mean_abs,input_error_l2,operator_error_l2,operator_relative_l2,inverse_residual,representation_residual,first_derivative_residual,geometry_residual,min_jacobian,elements
quad,8,2,1.2,gll,coupled,0,sine,x,recursive,0.0074132473999405585,0.0052261290819503913,0.039784222064479069,1.4184968039813388,0.013219553621571055,0.0092043328182891456,0.0039640986918374728,0.003049126933429366,0.00016914146700677709,0.00024149965074813848,0.0001700160167763027,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,x,direct,0.0074168865253638229,0.0052286945621214075,0.039879366395488836,1.4184968039813388,0.01322667025292886,0.0092092878905584118,0.0040775155497751008,0.003277172632790838,0.00016914146700677709,0,0,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,y,recursive,0.014784795994363753,0.0069485744594168551,0.067967892412937658,2.1277452059720083,0.027183464727472323,0.012617957896228521,0.0098994909090564451,0.0063975059974268993,0.00016914146700677709,0.00017984291500092365,8.4333058534999744e-05,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,y,direct,0.014788169182452305,0.00695015979401382,0.067702314236155026,2.1277452059720083,0.027191327817400992,0.012621607767157371,0.0096735853668876992,0.0064223262160913843,0.00016914146700677709,0,0,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,xx,recursive,0.3775440900618483,0.13388873509052607,1.3189387387952141,2.8198346172034552,0.51781511062755536,0.1860172178500428,0.87980321639927295,0.52679496931401826,0.00016914146700677709,0.0052883820335252914,0.0018681748913654209,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,xx,direct,0.37766197968842186,0.13393054237449026,1.3152129193211173,2.8198346172034552,0.51793054757115742,0.18605868681965232,0.88193134487606561,0.52795089060773215,0.00016914146700677709,0,0,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,xy,recursive,0.0898909212142147,0.02125205515382626,0.53021015183303921,4.2297519258051883,0.14094502375103066,0.03375490678671049,0.19452466217681555,0.13318295578511055,0.00016914146700677709,0.024511913804356789,0.0057719519880653283,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,xy,direct,0.092641006486724881,0.021902231646620616,0.51262166553871058,4.2297519258051883,0.14761437935542759,0.035352149958285728,0.17940202943437791,0.12417364511534233,0.00016914146700677709,0,0,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,yy,recursive,0.80725728386375939,0.12723477216063772,2.5849919746847192,6.3446278887077563,1.1293943135050994,0.18031900553957081,1.9808451864902707,1.231434753237171,0.00016914146700677709,0.010618406945146281,0.0016727497756738241,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
quad,8,2,1.2,gll,coupled,0,sine,yy,direct,0.80753767323130166,0.12727896535407013,2.5625329443288125,6.3446278887077563,1.1296075868285684,0.18035305674129565,1.9847056481909984,1.2336873969623128,0.00016914146700677709,0,0,2.2204460492503131e-16,2.6645352591003757e-15,2.2079202362819441e-13,7.9936057773011271e-15,0.010940842062144509,64
