dimension,n,curved,field,method,order,max_absolute_error,max_scaled_error,max_element_scaled_error,discrete_relative_l2
2,32,1,constant,reused,2,1.4331683192022587e-11,1.4331683192022587e-11,1.3995784367209558e-14,nan
2,32,1,constant,reused_centered,2,3.315174318424218e-11,3.315174318424218e-11,3.23747492033615e-14,nan
2,32,1,constant,recursive,3,3.771776201588324e-08,3.771776201588324e-08,1.1510547490198743e-12,nan
2,32,1,constant,direct,3,4.013625088655965e-08,4.013625088655965e-08,1.2248611720751846e-12,nan
2,32,1,constant,fe_geometry,3,4.01362508865438e-08,4.01362508865438e-08,1.224861172074701e-12,nan
2,32,1,constant,reused,3,4.613485125681652e-09,4.613485125681652e-09,1.4079239275151527e-13,nan
2,32,1,constant,reused_centered,3,5.047700867643969e-09,5.047700867643969e-09,1.540436055799551e-13,nan
2,32,1,constant,recursive,4,1.0221538031330543e-05,1.0221538031330543e-05,9.748018294649642e-12,nan
2,32,1,constant,direct,4,5.726096696047197e-06,5.726096696047197e-06,5.460831352278897e-12,nan
2,32,1,constant,fe_geometry,4,5.72609669604098e-06,5.72609669604098e-06,5.4608313522729686e-12,nan
2,32,1,constant,reused,4,7.911929775818339e-07,7.911929775818339e-07,7.545404220407809e-13,nan
2,32,1,constant,reused_centered,4,6.550402388604178e-07,6.550402388604178e-07,6.246950520137957e-13,nan
2,32,1,constant,recursive,5,0.0018884792734257115,0.0018884792734257115,5.628106812911366e-11,nan
2,32,1,constant,direct,5,0.0013377665452428932,0.0013377665452428932,3.986854986080209e-11,nan
2,32,1,constant,fe_geometry,5,0.001337766545242081,0.001337766545242081,3.986854986077789e-11,nan
2,32,1,constant,reused,5,0.00010103925013849922,0.00010103925013849922,3.011204306438542e-12,nan
2,32,1,constant,reused_centered,5,0.0001149508016550415,0.0001149508016550415,3.425800849647567e-12,nan
2,32,1,constant,recursive,6,0.4143923707995901,0.4143923707995901,3.859329696740863e-10,nan
2,32,1,constant,direct,6,0.20326352384311108,0.20326352384311108,1.8930390835098092e-10,nan
2,32,1,constant,fe_geometry,6,0.20326352384279656,0.20326352384279656,1.89303908350688e-10,nan
2,32,1,constant,reused,6,0.013472093584708042,0.013472093584708042,1.2546864882770965e-11,nan
2,32,1,constant,reused_centered,6,0.033530418172612354,0.033530418172612354,3.1227635380450966e-11,nan
2,32,1,constant,recursive,7,72.89865343180666,72.89865343180666,2.1216300500034897e-09,nan
2,32,1,constant,direct,7,17.87190166789678,17.87190166789678,5.201407960818842e-10,nan
2,32,1,constant,fe_geometry,7,17.871901667814498,17.871901667814498,5.201407960794895e-10,nan
2,32,1,constant,reused,7,3.0328504345091467,3.0328504345091467,8.826756484658535e-11,nan
2,32,1,constant,reused_centered,7,5.105358109278269,5.105358109278269,1.4858547683334528e-10,nan
2,32,1,constant,recursive,8,10699.082679333875,10699.082679333875,9.730759010684664e-09,nan
2,32,1,constant,direct,8,3207.0511274581404,3207.0511274581404,2.9167960087380747e-09,nan
2,32,1,constant,fe_geometry,8,3207.0511274441997,3207.0511274441997,2.9167960087253956e-09,nan
2,32,1,constant,reused,8,443.0019167234963,443.0019167234963,4.029078961352719e-10,nan
2,32,1,constant,reused_centered,8,745.7286393804566,745.7286393804566,6.782362464768599e-10,nan
2,32,1,constant,recursive,9,1006137.8129801041,1006137.8129801041,2.859615656746269e-08,nan
2,32,1,constant,direct,9,314838.05678478046,314838.05678478046,8.948235767570067e-09,nan
2,32,1,constant,fe_geometry,9,314838.05678136274,314838.05678136274,8.94823576747293e-09,nan
2,32,1,constant,reused,9,64054.514597029316,64054.514597029316,1.8205388015823393e-09,nan
2,32,1,constant,reused_centered,9,62473.841136835435,62473.841136835435,1.7756133597923575e-09,nan
2,32,1,constant,recursive,10,57425608.15354338,57425608.15354338,5.100418590013279e-08,nan
2,32,1,constant,direct,10,17888123.40863718,17888123.40863718,1.588784518048419e-08,nan
2,32,1,constant,fe_geometry,10,17888123.408611204,17888123.408611204,1.5887845180461117e-08,nan
2,32,1,constant,reused,10,5466175.261075846,5466175.261075846,4.854938905186264e-09,nan
2,32,1,constant,reused_centered,10,2925923.8554624235,2925923.8554624235,2.598742426107513e-09,nan
2,32,1,quintic,recursive,1,7.952735692207114e-12,7.952735692207114e-12,2.485229903814723e-13,6.995018893506476e-11
2,32,1,quintic,direct,1,6.411537967210279e-15,6.411537967210279e-15,2.0036056147532122e-16,7.3446497340414e-14
2,32,1,quintic,fe_geometry,1,2.0462798122622416e-14,2.0462798122622416e-14,6.394624413319505e-16,1.8115948692601192e-13
2,32,1,quintic,reused,1,1.1726730697603216e-15,1.1726730697603216e-15,3.664603343001005e-17,1.8182102699885604e-14
2,32,1,quintic,reused_centered,1,9.298117831235686e-16,9.298117831235686e-16,2.905661822261152e-17,1.179197161727611e-14
2,32,1,quintic,recursive,2,7.456694123275653e-09,7.456694123275653e-09,7.28192785476138e-12,7.252059753376183e-09
2,32,1,quintic,direct,2,1.2719270081618106e-12,1.2719270081618106e-12,1.2421162189080182e-15,1.5515897879399164e-12
2,32,1,quintic,fe_geometry,2,3.72987751795506e-12,3.72987751795506e-12,3.6424585136279886e-15,4.150744243672434e-12
2,32,1,quintic,reused,2,3.3620328743211303e-13,3.3620328743211303e-13,3.283235228829229e-16,5.788868319713277e-13
2,32,1,quintic,reused_centered,2,2.0250467969162855e-13,2.0250467969162855e-13,1.97758476261356e-16,2.760404893990898e-13
2,32,1,quintic,recursive,3,3.3170416913197442e-06,2.6469384162127794e-06,1.0122807895873243e-10,3.9191104394576193e-07
2,32,1,quintic,direct,3,3.2107383418633617e-10,3.2107383418633617e-10,9.79839581867481e-15,5.007808224097935e-11
2,32,1,quintic,fe_geometry,3,3.731038811238818e-10,3.731038811238818e-10,1.1386226840938776e-14,6.584633124014977e-11
2,32,1,quintic,reused,3,4.672529030358419e-11,2.0976253433974166e-11,1.4259426972529354e-15,9.828471698945593e-12
2,32,1,quintic,reused_centered,3,3.510702839548685e-11,2.5114799129255516e-11,1.0713814817958633e-15,6.901271248307782e-12
2,32,1,quintic,recursive,4,0.000876902794948009,8.09312594556189e-05,8.362796735267725e-10,1.291686640083932e-05
2,32,1,quintic,direct,4,4.475928960800957e-08,3.427493771048697e-08,4.2685784919747893e-14,9.727414601574503e-10
2,32,1,quintic,fe_geometry,4,4.9727141959721166e-08,3.8079127441848156e-08,4.7423498115273634e-14,1.092767948715276e-09
2,32,1,quintic,reused,4,1.4006182880166307e-08,2.9169860361878e-09,1.3357336883703524e-14,3.340456729413792e-10
2,32,1,quintic,reused_centered,4,9.936272249433387e-09,3.401546876075516e-09,9.475967645104777e-15,2.1735494979199608e-10
2,32,1,quintic,recursive,5,0.14179457147498908,0.0016307188513116368,4.22580753192273e-09,0.0002926990345207416
2,32,1,quintic,direct,5,9.528010707526846e-06,2.108221089879475e-06,2.83956846819128e-13,2.9764722393665335e-08
2,32,1,quintic,fe_geometry,5,1.0967937943640038e-05,2.450459145286088e-06,3.268700225245964e-13,3.33796451260955e-08
2,32,1,quintic,reused,5,1.1926192087230447e-06,1.8417468905237226e-07,3.5542822144122264e-14,3.839038840895167e-09
2,32,1,quintic,reused_centered,5,1.3536301821659436e-06,3.643415720072528e-07,4.0341323082624184e-14,5.484263210445686e-09
2,32,1,quintic,recursive,6,13.118307975061725,0.018737532059201315,1.221737635793325e-08,0.005509479917546131
2,32,1,quintic,direct,6,0.00138890037160877,0.0001489776001910051,1.2935142699710745e-12,4.161597063397116e-07
2,32,1,quintic,fe_geometry,6,0.0015327862130973813,0.0001644112250964456,1.4275184023169626e-12,4.971931715190377e-07
2,32,1,quintic,reused,6,0.00011400528092231355,1.0540060760772123e-05,1.0617569174832995e-13,5.3456085992918513e-08
2,32,1,quintic,reused_centered,6,0.0004254174058129223,2.718076280138077e-05,3.9620083366792864e-13,1.466558331515373e-07
2,32,1,quintic,recursive,7,1910.6285712257777,0.11478482253901492,5.560661000274639e-08,0.0958466432937449
2,32,1,quintic,direct,7,0.11858609224668015,0.0036640575541082143,3.4513095232739623e-12,5.637679263896226e-06
2,32,1,quintic,fe_geometry,7,0.12316936283772861,0.0038056708488335344,3.5847002534931704e-12,6.774813174345254e-06
2,32,1,quintic,reused,7,0.021983429435834978,0.0006008765746179126,6.398020031581103e-13,9.920023778908246e-07
2,32,1,quintic,reused_centered,7,0.09629574208736358,0.002402475174782367,2.8025749514159857e-12,3.820958705204221e-06
2,32,1,quintic,recursive,8,53344.29667297017,0.5424332871544595,4.8516355193869615e-08,0.28103632182064414
2,32,1,quintic,direct,8,17.67638941344657,0.11075496722783958,1.6076582518004735e-11,6.397383138726019e-05
2,32,1,quintic,fe_geometry,8,19.717276810572997,0.12354255701766954,1.7932758792606362e-11,7.139346992691635e-05
2,32,1,quintic,reused,8,3.5879860866017736,0.031703206030574985,3.263254335799296e-12,1.7032863802483015e-05
2,32,1,quintic,reused_centered,8,17.53856164393423,0.10989137966262033,1.595122889187608e-11,6.452060847423561e-05
2,32,1,quintic,recursive,9,1025511.0523081564,14.305333539047904,2.9146777146370266e-08,0.4933738438120104
2,32,1,quintic,direct,9,1644.6164921395173,2.968335199628009,4.6742812064039676e-11,0.0005493732627970712
2,32,1,quintic,fe_geometry,9,1719.215834490503,3.1029780509115086,4.8863052896038627e-11,0.0005646140169684603
2,32,1,quintic,reused,9,438.0204461645933,0.7905742856899607,1.2449289845465992e-11,0.00019831717494404478
2,32,1,quintic,reused_centered,9,1720.5468606402248,3.105380393214853,4.890088293451029e-11,0.0005828403713767548
2,32,1,quintic,recursive,10,17419948.809075408,288.27594195866936,1.5472022604501674e-08,0.6811933700311169
2,32,1,quintic,direct,10,95067.50115681736,29.281126501407797,8.443690294230187e-11,0.0031077459877654526
2,32,1,quintic,fe_geometry,10,92904.7483165767,28.61499097942848,8.251599254245497e-11,0.0030511407541721322
2,32,1,quintic,reused,10,107364.5256292257,39.87123828233529,9.535885470521927e-11,0.0033858917146065578
2,32,1,quintic,reused_centered,10,76134.78588784557,27.005254136682293,6.762127381407408e-11,0.002858076394592892
3,2,0,constant,recursive,1,1.8400672983160406e-13,1.8400672983160406e-13,9.200336491580203e-14,nan
3,2,0,constant,direct,1,3.960720053301967e-12,3.960720053301967e-12,1.9803600266509833e-12,nan
3,2,0,constant,fe_geometry,1,3.960720053301965e-12,3.960720053301965e-12,1.9803600266509825e-12,nan
3,2,0,constant,reused,1,2.1102496276320506e-15,2.1102496276320506e-15,1.0551248138160253e-15,nan
3,2,0,constant,reused_centered,1,9.24458149231607e-15,9.24458149231607e-15,4.622290746158035e-15,nan
3,2,0,constant,recursive,2,9.85695722318284e-12,9.85695722318284e-12,2.46423930579571e-12,nan
3,2,0,constant,direct,2,3.277045883901339e-11,3.277045883901339e-11,8.192614709753348e-12,nan
3,2,0,constant,fe_geometry,2,3.2770458839013366e-11,3.2770458839013366e-11,8.192614709753342e-12,nan
3,2,0,constant,reused,2,1.2012775028206263e-13,1.2012775028206263e-13,3.003193757051566e-14,nan
3,2,0,constant,reused_centered,2,2.398916257704111e-13,2.398916257704111e-13,5.997290644260277e-14,nan
3,2,0,constant,recursive,3,2.613368821883364e-10,2.613368821883364e-10,3.266711027354205e-11,nan
3,2,0,constant,direct,3,1.6719615001008485e-10,1.6719615001008485e-10,2.0899518751260606e-11,nan
3,2,0,constant,fe_geometry,3,1.6719615001008503e-10,1.6719615001008503e-10,2.0899518751260628e-11,nan
3,2,0,constant,reused,3,3.3852282836878787e-12,3.3852282836878787e-12,4.2315353546098484e-13,nan
3,2,0,constant,reused_centered,3,3.2782272259074622e-12,3.2782272259074622e-12,4.097784032384328e-13,nan
3,2,0,constant,recursive,4,4.1202160252934395e-09,4.1202160252934395e-09,2.5751350158083997e-10,nan
3,2,0,constant,direct,4,3.612482358312268e-09,3.612482358312268e-09,2.2578014739451674e-10,nan
3,2,0,constant,fe_geometry,4,3.612482358312265e-09,3.612482358312265e-09,2.2578014739451656e-10,nan
3,2,0,constant,reused,4,5.2060775221613985e-11,5.2060775221613985e-11,3.253798451350874e-12,nan
3,2,0,constant,reused_centered,4,2.5243343119815922e-11,2.5243343119815922e-11,1.5777089449884951e-12,nan
3,2,0,constant,recursive,5,3.730984556309363e-08,3.730984556309363e-08,1.1659326738466759e-09,nan
3,2,0,constant,direct,5,6.04008341742883e-08,6.04008341742883e-08,1.8875260679465093e-09,nan
3,2,0,constant,fe_geometry,5,6.040083417428824e-08,6.040083417428824e-08,1.8875260679465077e-09,nan
3,2,0,constant,reused,5,4.5504907207062424e-10,4.5504907207062424e-10,1.4220283502207008e-11,nan
3,2,0,constant,reused_centered,5,3.291087501191472e-10,3.291087501191472e-10,1.028464844122335e-11,nan
3,2,0,constant,recursive,6,7.2943456757346e-07,7.2943456757346e-07,1.1397415118335313e-08,nan
3,2,0,constant,direct,6,7.556906511308622e-07,7.556906511308622e-07,1.1807666423919723e-08,nan
3,2,0,constant,fe_geometry,6,7.556906511308639e-07,7.556906511308639e-07,1.1807666423919749e-08,nan
3,2,0,constant,reused,6,3.1701461077260206e-09,3.1701461077260206e-09,4.953353293321907e-11,nan
3,2,0,constant,reused_centered,6,6.875206970994515e-09,6.875206970994515e-09,1.074251089217893e-10,nan
3,2,0,constant,recursive,7,1.4186495043494757e-05,1.4186495043494757e-05,1.1083199252730279e-07,nan
3,2,0,constant,direct,7,1.1510905710747459e-05,1.1510905710747459e-05,8.992895086521452e-08,nan
3,2,0,constant,fe_geometry,7,1.151090571074749e-05,1.151090571074749e-05,8.992895086521476e-08,nan
3,2,0,constant,reused,7,6.495957563838801e-08,6.495957563838801e-08,5.074966846749063e-10,nan
3,2,0,constant,reused_centered,7,1.1134437200653731e-07,1.1134437200653731e-07,8.698779063010728e-10,nan
3,2,0,constant,recursive,8,0.00021026214986727887,0.00021026214986727887,8.213365229190581e-07,nan
3,2,0,constant,direct,8,0.00012115063390228895,0.00012115063390228895,4.732446636808162e-07,nan
3,2,0,constant,fe_geometry,8,0.00012115063390228859,0.00012115063390228859,4.732446636808148e-07,nan
3,2,0,constant,reused,8,8.614802476040376e-07,8.614802476040376e-07,3.3651572172032718e-09,nan
3,2,0,constant,reused_centered,8,1.5215710452216248e-06,1.5215710452216248e-06,5.943636895396972e-09,nan
3,2,0,constant,recursive,9,0.0032730124488523173,0.0032730124488523173,6.392602439164682e-06,nan
3,2,0,constant,direct,9,0.0011741933226585386,0.0011741933226585386,2.293346333317458e-06,nan
3,2,0,constant,fe_geometry,9,0.0011741933226585373,0.0011741933226585373,2.2933463333174556e-06,nan
3,2,0,constant,reused,9,9.761509862321595e-06,9.761509862321595e-06,1.9065448949846865e-08,nan
3,2,0,constant,reused_centered,9,2.179697352772487e-05,2.179697352772487e-05,4.257221392133764e-08,nan
3,2,0,constant,recursive,10,0.06156228968361514,0.06156228968361514,6.011942351915541e-05,nan
3,2,0,constant,direct,10,0.015500861406326297,0.015500861406326297,1.5137559967115524e-05,nan
3,2,0,constant,fe_geometry,10,0.015500861406326288,0.015500861406326288,1.5137559967115516e-05,nan
3,2,0,constant,reused,10,7.86464865140639e-05,7.86464865140639e-05,7.680320948639053e-08,nan
3,2,0,constant,reused_centered,10,0.00037617671491971987,0.00037617671491971987,3.6736007316378894e-07,nan
3,2,0,quintic,recursive,1,4.951594689828198e-14,4.951594689828198e-14,2.475797344914099e-14,3.700378529140961e-14
3,2,0,quintic,direct,1,1.1848855230311983e-12,1.1848855230311983e-12,5.924427615155992e-13,9.44170952227963e-13
3,2,0,quintic,fe_geometry,1,1.1848855230311983e-12,1.1848855230311983e-12,5.924427615155992e-13,9.441932901516413e-13
3,2,0,quintic,reused,1,6.661338147750939e-16,6.661338147750939e-16,3.3306690738754696e-16,7.734445474254781e-16
3,2,0,quintic,reused_centered,1,1.7208456881689926e-15,1.7208456881689926e-15,8.604228440844963e-16,1.4875530719513527e-15
3,2,0,quintic,recursive,2,2.811639809863209e-12,2.811639809863209e-12,7.029099524658022e-13,4.22809143982382e-13
3,2,0,quintic,direct,2,1.6977974581777744e-11,1.6977974581777744e-11,4.244493645444436e-12,2.6507530359556654e-12
3,2,0,quintic,fe_geometry,2,1.697830764868513e-11,1.697830764868513e-11,4.244576912171283e-12,2.650795729733328e-12
3,2,0,quintic,reused,2,2.2093438190040615e-14,2.2093438190040615e-14,5.523359547510154e-15,4.031752324060201e-15
3,2,0,quintic,reused_centered,2,3.319566843629218e-14,3.319566843629218e-14,8.298917109073045e-15,7.0714036797854865e-15
3,2,0,quintic,recursive,3,7.378497812737805e-11,3.074374088640753e-11,9.223122265922257e-12,2.180759725789491e-12
3,2,0,quintic,direct,3,1.8248691446842713e-10,7.603621436184465e-11,2.281086430855339e-11,6.352109515301218e-12
3,2,0,quintic,fe_geometry,3,1.8248691446842713e-10,7.603621436184465e-11,2.281086430855339e-11,6.351918868879176e-12
3,2,0,quintic,reused,3,6.936673457857978e-13,2.890280607440825e-13,8.670841822322473e-14,2.3036673952542117e-14
3,2,0,quintic,reused_centered,3,8.379963389870682e-13,4.657476886050743e-13,1.0474954237338352e-13,3.382117098667557e-14
3,2,0,quintic,recursive,4,1.1203766803191684e-09,6.066405682143089e-10,7.002354251994802e-11,9.89659075035654e-12
3,2,0,quintic,direct,4,1.9596533647560524e-09,1.9596533647560524e-09,1.2247833529725327e-10,2.0017186289516093e-11
3,2,0,quintic,fe_geometry,4,1.959645372002926e-09,1.959645372002926e-09,1.2247783575018286e-10,2.001690207930556e-11
3,2,0,quintic,reused,4,1.1731060567399254e-11,7.874547802033437e-12,7.331912854624534e-13,1.1341113096142103e-13
3,2,0,quintic,reused_centered,4,1.6522497213955253e-11,1.6522497213955253e-11,1.0326560758722033e-12,1.6562376305732683e-13
3,2,0,quintic,recursive,5,1.3335370460845082e-08,1.3335370460845082e-08,4.167303269014088e-10,6.697094213194396e-11
3,2,0,quintic,direct,5,3.464252072021345e-08,3.464252072021345e-08,1.0825787725066702e-09,1.219154815553592e-10
3,2,0,quintic,fe_geometry,5,3.464257395975952e-08,3.464257395975952e-08,1.082580436242485e-09,1.2191520248415213e-10
3,2,0,quintic,reused,5,1.474541008391431e-10,1.474541008391431e-10,4.607940651223222e-12,8.129410123074039e-13
3,2,0,quintic,reused_centered,5,1.8063279945215142e-10,1.8063279945215142e-10,5.644774982879732e-12,1.2920483671487968e-12
3,2,0,quintic,recursive,6,2.076919555345489e-07,2.076919555345489e-07,3.2451868052273264e-09,nan
3,2,0,quintic,direct,6,3.4337672893989405e-07,3.4337672893989405e-07,5.365261389685845e-09,nan
3,2,0,quintic,fe_geometry,6,3.4337737848964085e-07,3.4337737848964085e-07,5.365271538900638e-09,nan
3,2,0,quintic,reused,6,2.3854009399708887e-09,2.3854009399708887e-09,3.7271889687045136e-11,nan
3,2,0,quintic,reused_centered,6,2.9064529936408544e-09,2.9064529936408544e-09,4.541332802563835e-11,nan
3,2,0,quintic,recursive,7,4.874770250504021e-06,4.874770250504021e-06,3.808414258206266e-08,nan
3,2,0,quintic,direct,7,4.638482213066901e-06,4.638482213066901e-06,3.623814228958516e-08,nan
3,2,0,quintic,fe_geometry,7,4.638482213066919e-06,4.638482213066919e-06,3.623814228958531e-08,nan
3,2,0,quintic,reused,7,6.092336280086675e-08,6.092336280086675e-08,4.759637718817715e-10,nan
3,2,0,quintic,reused_centered,7,5.9492450069558344e-08,5.9492450069558344e-08,4.6478476616842457e-10,nan
3,2,0,quintic,recursive,8,6.98105030767076e-05,6.98105030767076e-05,2.7269727764338904e-07,nan
3,2,0,quintic,direct,8,4.488195286702138e-05,4.488195286702138e-05,1.7532012838680225e-07,nan
3,2,0,quintic,fe_geometry,8,4.488195286702158e-05,4.488195286702158e-05,1.7532012838680305e-07,nan
3,2,0,quintic,reused,8,1.4227925889220093e-06,1.4227925889220093e-06,5.557783550476599e-09,nan
3,2,0,quintic,reused_centered,8,1.1599033536664452e-06,1.1599033536664452e-06,4.5308724752595515e-09,nan
3,2,0,quintic,recursive,9,0.0017643179468443753,0.0017643179468443753,3.4459334899304205e-06,nan
3,2,0,quintic,direct,9,0.00040964971529297285,0.00040964971529297285,8.000971001815876e-07,nan
3,2,0,quintic,fe_geometry,9,0.00040964971529297117,0.00040964971529297117,8.000971001815843e-07,nan
3,2,0,quintic,reused,9,1.639263492748902e-05,1.639263492748902e-05,3.2016865092751995e-08,nan
3,2,0,quintic,reused_centered,9,2.3287395674999264e-05,2.3287395674999264e-05,4.548319467773294e-08,nan
3,2,0,quintic,recursive,10,0.02683707180439351,0.02683707180439351,2.6208077933978038e-05,nan
3,2,0,quintic,direct,10,0.004221685856133696,0.004221685856133696,4.122740093880563e-06,nan
3,2,0,quintic,fe_geometry,10,0.004221685856133673,0.004221685856133673,4.12274009388054e-06,nan
3,2,0,quintic,reused,10,0.00034578134561414687,0.00034578134561414687,3.376770953263153e-07,nan
3,2,0,quintic,reused_centered,10,0.0004189426980891059,0.0004189426980891059,4.0912372860264247e-07,nan
3,8,0,constant,recursive,1,7.06002209725744e-13,7.06002209725744e-13,8.8250276215718e-14,nan
3,8,0,constant,direct,1,1.5842880213207866e-11,1.5842880213207866e-11,1.9803600266509833e-12,nan
3,8,0,constant,fe_geometry,1,1.5842880213207866e-11,1.5842880213207866e-11,1.9803600266509833e-12,nan
3,8,0,constant,reused,1,8.4409985105282e-15,8.4409985105282e-15,1.055124813816025e-15,nan
3,8,0,constant,reused_centered,1,3.697832596926428e-14,3.697832596926428e-14,4.622290746158035e-15,nan
3,8,0,constant,recursive,2,1.5109555249031443e-10,1.5109555249031443e-10,2.360868007661163e-12,nan
3,8,0,constant,direct,2,5.243273414242143e-10,5.243273414242143e-10,8.192614709753348e-12,nan
3,8,0,constant,fe_geometry,2,5.243273414242142e-10,5.243273414242142e-10,8.192614709753346e-12,nan
3,8,0,constant,reused,2,1.922044004513002e-12,1.922044004513002e-12,3.003193757051566e-14,nan
3,8,0,constant,reused_centered,2,3.838266012326577e-12,3.838266012326577e-12,5.997290644260277e-14,nan
3,8,0,constant,recursive,3,1.6018470690415608e-08,1.6018470690415608e-08,3.1286075567217985e-11,nan
3,8,0,constant,direct,3,1.070055360064543e-08,1.070055360064543e-08,2.0899518751260606e-11,nan
3,8,0,constant,fe_geometry,3,1.0700553600645422e-08,1.0700553600645422e-08,2.089951875126059e-11,nan
3,8,0,constant,reused,3,2.1665461015602424e-10,2.1665461015602424e-10,4.2315353546098484e-13,nan
3,8,0,constant,reused_centered,3,2.0980654245807758e-10,2.0980654245807758e-10,4.097784032384328e-13,nan
3,8,0,constant,recursive,4,1.011407394543802e-06,1.011407394543802e-06,2.469256334335454e-10,nan
3,8,0,constant,direct,4,9.247954837279406e-07,9.247954837279406e-07,2.2578014739451674e-10,nan
3,8,0,constant,fe_geometry,4,9.24795483727939e-07,9.24795483727939e-07,2.2578014739451636e-10,nan
3,8,0,constant,reused,4,1.332755845673318e-08,1.332755845673318e-08,3.253798451350874e-12,nan
3,8,0,constant,reused_centered,4,6.462295838672876e-09,6.462295838672876e-09,1.5777089449884951e-12,nan
3,8,0,constant,recursive,5,3.6737889724637265e-05,3.6737889724637265e-05,1.1211514198192525e-09,nan
3,8,0,constant,direct,5,6.185045419447122e-05,6.185045419447122e-05,1.8875260679465093e-09,nan
3,8,0,constant,fe_geometry,5,6.185045419447114e-05,6.185045419447114e-05,1.887526067946507e-09,nan
3,8,0,constant,reused,5,4.659702498003192e-07,4.659702498003192e-07,1.4220283502207008e-11,nan
3,8,0,constant,reused_centered,5,3.370073601220067e-07,3.370073601220067e-07,1.028464844122335e-11,nan
3,8,0,constant,recursive,6,0.0026531356626671673,0.0026531356626671673,1.0120909357708615e-08,nan
3,8,0,constant,direct,6,0.0030953089070320117,0.0030953089070320117,1.1807666423919723e-08,nan
3,8,0,constant,fe_geometry,6,0.0030953089070320057,0.0030953089070320057,1.18076664239197e-08,nan
3,8,0,constant,reused,6,1.298491845724578e-05,1.298491845724578e-05,4.953353293321907e-11,nan
3,8,0,constant,reused_centered,6,2.816084775319352e-05,2.816084775319352e-05,1.0742510892178924e-10,nan
3,8,0,constant,recursive,7,0.18867621760011233,0.18867621760011233,8.9967831420952e-08,nan
3,8,0,constant,direct,7,0.18859467916488637,0.18859467916488637,8.992895086521452e-08,nan
3,8,0,constant,fe_geometry,7,0.188594679164886,0.188594679164886,8.992895086521435e-08,nan
3,8,0,constant,reused,7,0.0010642976872593491,0.0010642976872593491,5.074966846749063e-10,nan
3,8,0,constant,reused_centered,7,0.001824266190955103,0.001824266190955103,8.698779063010707e-10,nan
3,8,0,constant,recursive,8,11.949890448581682,11.949890448581682,7.122689752925445e-07,nan
3,8,0,constant,direct,8,7.939727943420409,7.939727943420409,4.732446636808162e-07,nan
3,8,0,constant,fe_geometry,8,7.939727943420354,7.939727943420354,4.7324466368081294e-07,nan
3,8,0,constant,reused,8,0.056457969506978206,0.056457969506978206,3.3651572172032718e-09,nan
3,8,0,constant,reused_centered,8,0.09971768001964415,0.09971768001964415,5.943636895396957e-09,nan
3,8,0,constant,recursive,9,719.1865498937343,719.1865498937343,5.3583573542068475e-06,nan
3,8,0,constant,direct,9,307.80773437499994,307.80773437499994,2.293346333317458e-06,nan
3,8,0,constant,fe_geometry,9,307.80773437500164,307.80773437500164,2.293346333317471e-06,nan
3,8,0,constant,reused,9,2.5589212413484352,2.5589212413484352,1.9065448949846888e-08,nan
3,8,0,constant,reused_centered,9,5.713945828451898,5.713945828451898,4.257221392133756e-08,nan
3,8,0,constant,recursive,10,54948.93384808204,54948.93384808204,5.1175182543771376e-05,nan
3,8,0,constant,direct,10,16253.831250000003,16253.831250000003,1.5137559967115524e-05,nan
3,8,0,constant,fe_geometry,10,16253.831250000074,16253.831250000074,1.513755996711559e-05,nan
3,8,0,constant,reused,10,82.46681824297117,82.46681824297117,7.680320948639062e-08,nan
3,8,0,constant,reused_centered,10,394.44987502365984,394.44987502365984,3.673600731637886e-07,nan
3,8,0,quintic,recursive,1,2.4841240175987878e-14,2.4841240175987878e-14,3.1051550219984847e-15,6.635493561271751e-14
3,8,0,quintic,direct,1,6.385170170375432e-13,6.385170170375432e-13,7.98146271296929e-14,1.836389645122926e-12
3,8,0,quintic,fe_geometry,1,6.385170170375432e-13,6.385170170375432e-13,7.98146271296929e-14,1.8363809421298693e-12
3,8,0,quintic,reused,1,2.7755575615628914e-16,2.7755575615628914e-16,3.469446951953614e-17,1.2572052705159437e-15
3,8,0,quintic,reused_centered,1,8.326672684688674e-16,8.326672684688674e-16,1.0408340855860843e-16,2.636317672369842e-15
3,8,0,quintic,recursive,2,5.641598299632733e-12,5.641598299632733e-12,8.814997343176145e-14,2.5786239441922866e-12
3,8,0,quintic,direct,2,2.975902857471624e-11,2.975902857471624e-11,4.649848214799412e-13,1.486337343544004e-11
3,8,0,quintic,fe_geometry,2,2.975891755241378e-11,2.975891755241378e-11,4.649830867564653e-13,1.4863439432600066e-11
3,8,0,quintic,reused,2,4.524158825347513e-14,4.524158825347513e-14,7.068998164605489e-16,2.7728036719531387e-14
3,8,0,quintic,reused_centered,2,6.34492458573277e-14,6.34492458573277e-14,9.913944665207453e-16,3.960765351750245e-14
3,8,0,quintic,recursive,3,6.052309764470465e-10,2.5217957351960274e-10,1.1820917508731377e-12,4.267926685962155e-11
3,8,0,quintic,direct,3,1.0012022322314351e-09,4.906381412961709e-10,1.9554731098270217e-12,9.086690629919451e-11
3,8,0,quintic,fe_geometry,3,1.0012031204098548e-09,4.90634777555773e-10,1.9554748445504977e-12,9.086802626759619e-11
3,8,0,quintic,reused,3,5.400723022107531e-12,5.400723022107531e-12,1.0548287152553772e-14,5.011898828036792e-13
3,8,0,quintic,reused_centered,3,3.5296210398882977e-12,3.5296210398882977e-12,6.893791093531831e-15,4.734292452246403e-13
