dimension,n,dx,dy,dz,order,method,value,stored_reference,ideal_reference,representation_error,total_error,element_scaled_error,absolute_error,scaled_error,relative_error,step_sensitivity
2,32,2,1,0,3,fe_geometry,0.63323217548372434659853524863137863576412200927734375,0.63323217543688681117646659918371771437366763529238805453261464573032252764525428736,0.633232175435825790004894988387052208245151110222469965246443209893198982295932821433488688,1.061021171571610796665506128516525069918089286171435837123545349321465926511312E-12,4.7898556593640260244326427518970899054873784753556790106801017704067178566511312E-11,1.42936814642543485863223026704267498733385301108964093840568458113848E-15,4.683753542206864944766092139045437398495569546738535426967747235474571264E-11,4.683753542206864944766092139045437398495569546738535426967747235474571264E-11,7.39658173398310965073767992236168897422354007791406947142656547382963351535771482297894387E-11,2.2846511083776740871692155209454276815000024283077375759253504E-22
2,32,2,1,0,3,reused,0.6332321754359522270050320003065280616283416748046875,0.63323217543688681117646659918371771437366763529238805453261464573032252764525428736,0.633232175435825790004894988387052208245151110222469965246443209893198982295932821433488688,1.061021171571610796665506128516525069918089286171435837123545349321465926511312E-12,1.26437000137011919475853383190564582217534753556790106801017704067178566511312E-13,2.852124546614376456267250809710572777406477455489031159431541886152E-17,9.3458417143459887718965274532596048770055453261464573032252764525428736E-13,9.3458417143459887718965274532596048770055453261464573032252764525428736E-13,1.47589495241583363605498453889859059835193469962189421593849530142448530860609960305211340E-12,2.2846511083776740871692155209454276815000024283077375759253504E-22
2,32,2,1,0,3,reused_centered,0.63323217543798648865305267463554628193378448486328125,0.63323217543688681117646659918371771437366763529238805453261464573032252764525428736,0.633232175435825790004894988387052208245151110222469965246443209893198982295932821433488688,1.061021171571610796665506128516525069918089286171435837123545349321465926511312E-12,2.160698648157686248494073688633374640811284753556790106801017704067178566511312E-12,3.355949330401841588832298462270659090860581870682843840568458113848E-17,1.09967747658607545182856756011684957089319546738535426967747235474571264E-12,1.09967747658607545182856756011684957089319546738535426967747235474571264E-12,1.73661023435420561863449582420415833384213247780689713546190080350356277334871641775500120E-12,2.2846511083776740871692155209454276815000024283077375759253504E-22
2,32,3,2,0,5,recursive,4.572303659256800045795898768119513988494873046875,4.57230392452465268418052423122909793219985960026606595431117913407541477376,4.57230373830365770289555000619268760061860465482911103168160116501593104008348722983930053,1.8622099498128497422503641033158125494543695492262957796905948373367651277016069947E-7,7.904685765709965123807317361212373160795411103168160116501593104008348722983930053E-8,7.90559806342079119274346780609205325106951790911886629861818E-15,2.6526785263838462546310958394370498655339106595431117913407541477376E-7,5.80162336137710894591004940653743882723337212839317554047595567407433119203437074174847860E-8,5.80162336137710894591004940653743882723337212839317554047595567407433119203437074174847860E-8,4.44589290673293650973868487141390480556014694736709096151520764290486398898989645221915819E-21
2,32,3,2,0,5,direct,4.5723024649202219649168910109438002109527587890625,4.57230392452465268418052423122909793219985960026606595431117913407541477376,4.57230373830365770289555000619268760061860465482911103168160116501593104008348722983930053,1.8622099498128497422503641033158125494543695492262957796905948373367651277016069947E-7,0.00000127338343573797865899524888738966584586576661103168160116501593104008348722983930053,4.349960180280398229421035342577836217913638251883718905252443E-14,0.00000145960443071926363322028529772124710081120356595431117913407541477376,3.19227342454276482417364721829246373734465050203766924850209419277447048604017338971067059E-7,3.19227342454276482417364721829246373734465050203766924850209419277447048604017338971067059E-7,4.44589290673293650973868487141390480556014694736709096151520764290486398898989645221915819E-21
2,32,3,2,0,5,fe_geometry,4.572302760731844273323076777160167694091796875,4.57230392452465268418052423122909793219985960026606595431117913407541477376,4.57230373830365770289555000619268760061860465482911103168160116501593104008348722983930053,1.8622099498128497422503641033158125494543695492262957796905948373367651277016069947E-7,9.7757181342957247322903251990652680777982911103168160116501593104008348722983930053E-7,3.468372846874169848722424895280921646133858162028524813455568E-14,0.00000116379280841085744745406893023810806272526606595431117913407541477376,2.54530938367542583206581727112167380340681020539197789138380130784883562237122893448619766E-7,2.54530938367542583206581727112167380340681020539197789138380130784883562237122893448619766E-7,4.44589290673293650973868487141390480556014694736709096151520764290486398898989645221915819E-21
2,32,3,2,0,5,reused,4.57230384131675737791056235437281429767608642578125,4.57230392452465268418052423122909793219985960026606595431117913407541477376,4.57230373830365770289555000619268760061860465482911103168160116501593104008348722983930053,1.8622099498128497422503641033158125494543695492262957796905948373367651277016069947E-7,1.0301309967501501234818012669705748177095213896831839883498406895991651277016069947E-7,2.479788521119056996013411391810291206076288698742126796665055E-15,8.320789530626996187685628363452377317448481595431117913407541477376E-8,1.81982424352774072364617536124232258174249901963892646044261044763693639903911296273519584E-8,1.81982424352774072364617536124232258174249901963892646044261044763693639903911296273519584E-8,4.44589290673293650973868487141390480556014694736709096151520764290486398898989645221915819E-21
2,32,3,2,0,5,reused_centered,4.57230396698977958891418893472291529178619384765625,4.57230392452465268418052423122909793219985960026606595431117913407541477376,4.57230373830365770289555000619268760061860465482911103168160116501593104008348722983930053,1.8622099498128497422503641033158125494543695492262957796905948373367651277016069947E-7,2.2868612188601863892853022769116758919282713896831839883498406895991651277016069947E-7,1.265559402249266645416433136450837083083098651340270664272445E-15,4.246512690473366470349381735958633424739018404568882086592458522624E-8,9.28746811360498913948615500006966982262999015336456144435504602907966882153510868820388349E-9,9.28746811360498913948615500006966982262999015336456144435504602907966882153510868820388349E-9,4.44589290673293650973868487141390480556014694736709096151520764290486398898989645221915819E-21
3,8,1,0,0,1,recursive,0.1326688730590801501563191777677275240421295166015625,0.1326688730590819845187588325469951682166955277958148824319451642837418744029159921994048,0.132668873059082023851900765174584328599995135205132949658219742149322628212432632348035768,3.9333141932627589160383299607409318067226274577865580753809516640148630968E-17,1.873695581587406856804557865618603570449658219742149322628212432632348035768E-15,2.292953049568474084555218207513992815478039931455354677343003644990249256E-16,1.8343624396547792676441745660111942523824319451642837418744029159921994048E-15,1.8343624396547792676441745660111942523824319451642837418744029159921994048E-15,1.38266226082878910470174003621350828666643504124309842422185277572435124447431180995424573E-14,9.15527343772233125108892162682025281922244254292393707538656001274688E-20
3,8,1,0,0,1,direct,0.1326688730589968556738966753982822410762310028076171875,0.1326688730590819845187588325469951682166955277958148824319451642837418744029159921994048,0.132668873059082023851900765174584328599995135205132949658219742149322628212432632348035768,3.9333141932627589160383299607409318067226274577865580753809516640148630968E-17,8.5168178004089776302087523764132397515762158219742149322628212432632348035768E-14,1.06411056077696435891158925580656235247118664931455354677343003644990249256E-14,8.51288448621571487129271404645249881976949319451642837418744029159921994048E-14,8.51288448621571487129271404645249881976949319451642837418744029159921994048E-14,6.41664038438363488078077488515607934345152507527003185584432365266167285339765279013689788E-13,9.15527343772233125108892162682025281922244254292393707538656001274688E-20
3,8,1,0,0,1,fe_geometry,0.1326688730589968556738966753982822410762310028076171875,0.1326688730590819845187588325469951682166955277958148824319451642837418744029159921994048,0.132668873059082023851900765174584328599995135205132949658219742149322628212432632348035768,3.9333141932627589160383299607409318067226274577865580753809516640148630968E-17,8.5168178004089776302087523764132397515762158219742149322628212432632348035768E-14,1.06411056077696435891158925580656235247118664931455354677343003644990249256E-14,8.51288448621571487129271404645249881976949319451642837418744029159921994048E-14,8.51288448621571487129271404645249881976949319451642837418744029159921994048E-14,6.41664038438363488078077488515607934345152507527003185584432365266167285339765279013689788E-13,9.15527343772233125108892162682025281922244254292393707538656001274688E-20
3,8,1,0,0,1,reused,0.1326688730590820652910366561627597548067569732666015625,0.1326688730590819845187588325469951682166955277958148824319451642837418744029159921994048,0.132668873059082023851900765174584328599995135205132949658219742149322628212432632348035768,3.9333141932627589160383299607409318067226274577865580753809516640148630968E-17,4.1439135890988175426206761838061468612841780257850677371787567367651964232E-17,1.00965347279519705733237576806838483350085068544645322656996355009750744E-17,8.07722778236157645865900614454707866800680548357162581255970840078005952E-17,8.07722778236157645865900614454707866800680548357162581255970840078005952E-17,6.08826139554566865392844916968424881424847468577173669348534817936674269604275803515245376E-16,9.15527343772233125108892162682025281922244254292393707538656001274688E-20
3,8,1,0,0,1,reused_centered,0.132668873059082537135822121854289434850215911865234375,0.1326688730590819845187588325469951682166955277958148824319451642837418744029159921994048,0.132668873059082023851900765174584328599995135205132949658219742149322628212432632348035768,3.9333141932627589160383299607409318067226274577865580753809516640148630968E-17,5.13283921356679705106250220776660101425341780257850677371787567367651964232E-16,6.90771329111634117833291900480086774365710068544645322656996355009750744E-17,5.526170632893072942666335203840694194925680548357162581255970840078005952E-16,5.526170632893072942666335203840694194925680548357162581255970840078005952E-16,4.16538597597952026410261549297943403675117158418787924176360820602454635864638734484830256E-15,9.15527343772233125108892162682025281922244254292393707538656001274688E-20
3,8,0,0,3,3,recursive,2.420196516508655637522906545200385153293609619140625,2.42019651648975853274068202497585279446734253362267037609200455946591489034739712,2.42019651648960480321203307072342581382547058952786214440039639552835187155701925704192644,1.5372952864895425242698064187194409480823169160816393756301879037786295807356E-13,1.905083431087347447695933946813902961276285559960360447164812844298074295807356E-11,3.690840777778226606353976333255290140225512482030359479313497979024E-14,1.889710478222452022453235882626708551795462390799544053408510965260288E-11,7.80808692743380638245686890684856376508292952260585588179005171254289158311504766884922046E-12,7.80808692743380638245686890684856376508292952260585588179005171254289158311504766884922046E-12,4.69325106322622936169056564550534737979604359600567505864056199723927497362764167104554438E-21
3,8,0,0,3,3,direct,2.42019651634053989397443729103542864322662353515625,2.42019651648975853274068202497585279446734253362267037609200455946591489034739712,2.42019651648960480321203307072342581382547058952786214440039639552835187155701925704192644,1.5372952864895425242698064187194409480823169160816393756301879037786295807356E-13,1.4906490923759577968799717059884705437161214440039639552835187155701925704192644E-10,2.9144265384032174597739092039202929387972729705469640520686502020976E-13,1.4921863876624473394042415124071899846642037609200455946591489034739712E-10,6.16555877795703692907214489926770706007225276030286740709487775169549508674104119325283797E-11,6.16555877795703692907214489926770706007225276030286740709487775169549508674104119325283797E-11,4.69325106322622936169056564550534737979604359600567505864056199723927497362764167104554438E-21
3,8,0,0,3,3,fe_geometry,2.42019651634055588118599189328961074352264404296875,2.42019651648975853274068202497585279446734253362267037609200455946591489034739712,2.42019651648960480321203307072342581382547058952786214440039639552835187155701925704192644,1.5372952864895425242698064187194409480823169160816393756301879037786295807356E-13,1.4904892202604117743381507030282654655911214440039639552835187155701925704192644E-10,2.9141142881775416344969150575136423955843823455469640520686502020976E-13,1.4920265155469013168624205094469849065392037609200455946591489034739712E-10,6.16489820302249442219106185115038367589652269781484748885714754619409586855854081245871662E-11,6.16489820302249442219106185115038367589652269781484748885714754619409586855854081245871662E-11,4.69325106322622936169056564550534737979604359600567505864056199723927497362764167104554438E-21
3,8,0,0,3,3,reused,2.4201965164905470118128505419008433818817138671875,2.42019651648975853274068202497585279446734253362267037609200455946591489034739712,2.42019651648960480321203307072342581382547058952786214440039639552835187155701925704192644,1.5372952864895425242698064187194409480823169160816393756301879037786295807356E-13,9.4220860081747117741756805624327765963785559960360447164812844298074295807356E-13,1.53999818782913461912224104369401086880785919530359479313497979024E-15,7.8847907216851692499058741437133356482962390799544053408510965260288E-13,3.25791342478305524144798606821998061264941168720243109588776787388469408721151101658622327E-13,3.25791342478305524144798606821998061264941168720243109588776787388469408721151101658622327E-13,4.69325106322622936169056564550534737979604359600567505864056199723927497362764167104554438E-21
3,8,0,0,3,3,reused_centered,2.420196516489231175484064806369133293628692626953125,2.42019651648975853274068202497585279446734253362267037609200455946591489034739712,2.42019651648960480321203307072342581382547058952786214440039639552835187155701925704192644,1.5372952864895425242698064187194409480823169160816393756301879037786295807356E-13,3.7362772796826435429252019677796257473714440039639552835187155701925704192644E-13,1.02999464183050509124902507548809896395581267969640520686502020976E-15,5.2735725661721860671950083864990666954537609200455946591489034739712E-13,2.17898527257652222702165718630553970037329706836150706631945129457609334264578979725141616E-13,2.17898527257652222702165718630553970037329706836150706631945129457609334264578979725141616E-13,4.69325106322622936169056564550534737979604359600567505864056199723927497362764167104554438E-21
3,8,0,0,5,5,recursive,119.1031296911891530498905922286212444305419921875,119.103129813545338066887510021489098495353805461780646434924935906744860672,119.103129814864320584833287119925181347203660871869196901169002397484004662818605882202994,1.318982517945777098436082851849855410088550466244066490739143990818605882202994E-9,1.23675167534942694891303936916661668684369196901169002397484004662818605882202994E-7,3.734014435333157891628047304223993325020771680753324460044704E-12,1.22356185016996917792867854064811813274280646434924935906744860672E-7,1.02731292795197072044763645771676703978123028473103355686960580793891070697401001398487806E-9,1.02731292795197072044763645771676703978123028473103355686960580793891070697401001398487806E-9,1.46231629955571927335152126308049369264141629655992590258361837345081559551535034480867257E-21
3,8,0,0,5,5,direct,119.1031299931910751865871134214103221893310546875,119.103129813545338066887510021489098495353805461780646434924935906744860672,119.103129814864320584833287119925181347203660871869196901169002397484004662818605882202994,1.318982517945777098436082851849855410088550466244066490739143990818605882202994E-9,1.78326754601753826301485140842127393815630803098830997602515995337181394117797006E-7,5.482352817373645123288611562926551795218486131746675539955296E-12,1.79645737119699603399921223693977249225719353565075064093255139328E-7,1.50832087620982809150591368884017878152517060687640188658215298496764967709256924198721317E-9,1.50832087620982809150591368884017878152517060687640188658215298496764967709256924198721317E-9,1.46231629955571927335152126308049369264141629655992590258361837345081559551535034480867257E-21
3,8,0,0,5,5,fe_geometry,119.1031299931854192664104630239307880401611328125,119.103129813545338066887510021489098495353805461780646434924935906744860672,119.103129814864320584833287119925181347203660871869196901169002397484004662818605882202994,1.318982517945777098436082851849855410088550466244066490739143990818605882202994E-9,1.78321098681577175904005606692957471940630803098830997602515995337181394117797006E-7,5.482180212387785430982717576440653300498027147371675539955296E-12,1.79640081199522953002441689544807327350719353565075064093255139328E-7,1.50827338862335152553017449791647488489422848649321287441536275994068796056057269461267178E-9,1.50827338862335152553017449791647488489422848649321287441536275994068796056057269461267178E-9,1.46231629955571927335152126308049369264141629655992590258361837345081559551535034480867257E-21
3,8,0,0,5,5,reused,119.10312980934332927063223905861377716064453125,119.103129813545338066887510021489098495353805461780646434924935906744860672,119.103129814864320584833287119925181347203660871869196901169002397484004662818605882202994,1.318982517945777098436082851849855410088550466244066490739143990818605882202994E-9,5.520991314201048061311404186559129621869196901169002397484004662818605882202994E-9,1.28235131721657439052591593466469549920063672940824460044704E-13,4.202008796255270962875321334709274211780646434924935906744860672E-9,3.52804229648160405157892526975366469758057337466657476079421260433216951967596985593959017E-11,3.52804229648160405157892526975366469758057337466657476079421260433216951967596985593959017E-11,1.46231629955571927335152126308049369264141629655992590258361837345081559551535034480867257E-21
3,8,0,0,5,5,reused_centered,119.1031298148192973940240335650742053985595703125,119.103129813545338066887510021489098495353805461780646434924935906744860672,119.103129814864320584833287119925181347203660871869196901169002397484004662818605882202994,1.318982517945777098436082851849855410088550466244066490739143990818605882202994E-9,4.5023190809253554850975948644090559369196901169002397484004662818605882202994E-11,3.8878153293961289782260342505058741782206834871675539955296E-14,1.273959327136523543585106903205764850719353565075064093255139328E-9,1.06962707792053247942926894313287200526963820747020446394069724851882628181990342638612338E-11,1.06962707792053247942926894313287200526963820747020446394069724851882628181990342638612338E-11,1.46231629955571927335152126308049369264141629655992590258361837345081559551535034480867257E-21
3,8,1,1,1,3,recursive,0.91426728958148240078429580535157583653926849365234375,0.9142672895918441437178577232202455467730446139459880885505682371857527215848718336,0.914267289591833007609788061566782784229707492958984846072241229483672043439873579131863168,1.1136108069661653462762543337120987003242478327007702080678144998254468136832E-14,1.0350606825492256215206947690438999306641096072241229483672043439873579131863168E-11,2.02377791671131208372455278003439849485240987315785882534232843454528E-14,1.03617429335619178686697102337761202936443385505682371857527215848718336E-11,1.03617429335619178686697102337761202936443385505682371857527215848718336E-11,1.13333847240534058866862434429184271490775343170758002965546933483684188494308523187976940E-11,3.1428926572874011814991672324409405313356657424128104714355200E-21
3,8,1,1,1,3,direct,0.9142672896570129825732919925940223038196563720703125,0.9142672895918441437178577232202455467730446139459880885505682371857527215848718336,0.914267289591833007609788061566782784229707492958984846072241229483672043439873579131863168,1.1136108069661653462762543337120987003242478327007702080678144998254468136832E-14,6.5179974963503931027239519589948879111327653927758770516327956560126420868136832E-11,1.272828883895200573706577286066635900865711161121714117465767156545472E-13,6.51688388554342693737767570466117581243244114494317628142472784151281664E-11,6.51688388554342693737767570466117581243244114494317628142472784151281664E-11,7.12798539303834868579826954214266614195011179706202351729963386642062209756130559474972302E-11,3.1428926572874011814991672324409405313356657424128104714355200E-21
3,8,1,1,1,3,fe_geometry,0.9142672896569905560681945644319057464599609375,0.9142672895918441437178577232202455467730446139459880885505682371857527215848718336,0.914267289591833007609788061566782784229707492958984846072241229483672043439873579131863168,1.1136108069661653462762543337120987003242478327007702080678144998254468136832E-14,6.5157548458406502865122962230253444541015153927758770516327956560126420868136832E-11,1.272390866217516429915238275135084444414295145496714117465767156545472E-13,6.51464123503368412116601996869163235540119114494317628142472784151281664E-11,6.51464123503368412116601996869163235540119114494317628142472784151281664E-11,7.12553244461147890083938655847609241581709877114886886497258592149088471300425825821057131E-11,3.1428926572874011814991672324409405313356657424128104714355200E-21
3,8,1,1,1,3,reused,0.9142672895921248876760500934324227273464202880859375,0.9142672895918441437178577232202455467730446139459880885505682371857527215848718336,0.914267289591833007609788061566782784229707492958984846072241229483672043439873579131863168,1.1136108069661653462762543337120987003242478327007702080678144998254468136832E-14,2.91880066262031865639943116712795126952653927758770516327956560126420868136832E-13,5.483280433444730706585558073743635545886942371714117465767156545472E-16,2.807439581923702121771805733756741399494114494317628142472784151281664E-13,2.807439581923702121771805733756741399494114494317628142472784151281664E-13,3.07069892348114725866426423125672523422250386344586704360601355576925024529575072615400663E-13,3.1428926572874011814991672324409405313356657424128104714355200E-21
3,8,1,1,1,3,reused_centered,0.914267289592577636625492232269607484340667724609375,0.9142672895918441437178577232202455467730446139459880885505682371857527215848718336,0.914267289591833007609788061566782784229707492958984846072241229483672043439873579131863168,1.1136108069661653462762543337120987003242478327007702080678144998254468136832E-14,7.44629015704170702824700110960231650390153927758770516327956560126420868136832E-13,1.4326033352236504870350343117638880144275614246714117465767156545472E-15,7.334929076345090493619375676231106633869114494317628142472784151281664E-13,7.334929076345090493619375676231106633869114494317628142472784151281664E-13,8.02274035158757451724090155417140601166167201881451664246815188421927708868141330370881108E-13,3.1428926572874011814991672324409405313356657424128104714355200E-21
3,8,1,1,3,5,recursive,-0.05795454173693999344596505807203357107937335968017578125,-0.0579545652051888559154178756359649405980820573983688523390478730847059968,-0.0579545651856261353060030926110645158909578541095945468379334715107105084980784902697679692,1.95627206094147830249004247071242032887743055011144015739954883019215097302320308E-11,2.34486861418600380345390309448115844944294187655879334715107105084980784902697679692E-8,7.161941181173539067860086477514254363317319662807936972987276E-13,2.34682488624694528175639313695187086977181930710890478730847059968E-8,2.34682488624694528175639313695187086977181930710890478730847059968E-8,4.04942195310754675664850320198532397230579256887649001013854833400136462716237981105600545E-7,4.2643254444102242222484983158843056698576197728288768E-21
3,8,1,1,3,5,direct,-0.057954619460389267260325141251087188720703125,-0.0579545652051888559154178756359649405980820573983688523390478730847059968,-0.0579545651856261353060030926110645158909578541095945468379334715107105084980784902697679692,1.95627206094147830249004247071242032887743055011144015739954883019215097302320308E-11,5.42747631319543220486400226728297452708904054531620665284892894915019215097302320308E-8,1.6557373172407503437992896193885077230103036849261765175450224E-12,5.42552004113449072656151222481226210676016311476609521269152940032E-8,5.42552004113449072656151222481226210676016311476609521269152940032E-8,9.36167844918751408485840121085421191860722847828263345329925425604906086622815523804715664E-7,4.2643254444102242222484983158843056698576197728288768E-21
3,8,1,1,3,5,fe_geometry,-0.0579546194582632734348948133629164658486843109130859375,-0.0579545652051888559154178756359649405980820573983688523390478730847059968,-0.0579545651856261353060030926110645158909578541095945468379334715107105084980784902697679692,1.95627206094147830249004247071242032887743055011144015739954883019215097302320308E-11,5.42726371381288917207518519499577264568034913906620665284892894915019215097302320308E-8,1.6556724370580895061562180030899231644749364344836716347325224E-12,5.42530744175194769377269515252506022535147170851609521269152940032E-8,5.42530744175194769377269515252506022535147170851609521269152940032E-8,9.36131161116226047102878059276091740765727473038666818385387706556070980619598988017579456E-7,4.2643254444102242222484983158843056698576197728288768E-21
3,8,1,1,3,5,reused,-0.057954566209775959517713772584102116525173187255859375,-0.0579545652051888559154178756359649405980820573983688523390478730847059968,-0.0579545651856261353060030926110645158909578541095945468379334715107105084980784902697679692,1.95627206094147830249004247071242032887743055011144015739954883019215097302320308E-11,1.0241498242117106799730376006342153331462648281620665284892894915019215097302320308E-9,3.06575654175505339644817253395718728594204871417526894200224E-14,1.0045871036022958969481371759270911298574905226609521269152940032E-9,1.0045871036022958969481371759270911298574905226609521269152940032E-9,1.73340460763624541768916219624990825935141194707355699724084075665355069900551339022164984E-8,4.2643254444102242222484983158843056698576197728288768E-21
3,8,1,1,3,5,reused_centered,-0.05795456666289304503703050386320683173835277557373046875,-0.0579545652051888559154178756359649405980820573983688523390478730847059968,-0.0579545651856261353060030926110645158909578541095945468379334715107105084980784902697679692,1.95627206094147830249004247071242032887743055011144015739954883019215097302320308E-11,1.4772669097310274112521423158473949214641359219120665284892894915019215097302320308E-9,4.44856014746585885079114346661459569755664555789475136387724E-14,1.4577041891216126282272418911402707181753616164109521269152940032E-9,1.4577041891216126282272418911402707181753616164109521269152940032E-9,2.51525342992496430952574788575478108225965211499183193546054800524353927942223242905934848E-8,4.2643254444102242222484983158843056698576197728288768E-21
3,32,1,0,0,1,recursive,0.0989885702896519392712804119582870043814182281494140625,0.0989885702896598628105933169360290739638722766758525844643672201403103581813919061923776,0.0989885702896594930566903277662454593847078807263784818662088702352171215546327183333929547,3.697539029891697836145791643959494741025981583499050932366267591878589846453E-16,7.5537854099158079584550032896525769644193662088702352171215546327183333929547E-15,2.476106035282805544396744516890164512038113864756293846986931684970685118E-16,7.9235393129049777420695824540485264385219643672201403103581813919061923776E-15,7.9235393129049777420695824540485264385219643672201403103581813919061923776E-15,8.00449919593661808877987565045266501211344495813814058401378563470086151624439865427723715E-14,3.576278625507449584452722330590341604649653605230089708047051278336E-22
3,32,1,0,0,1,direct,0.09898857028948047920291486434507532976567745208740234375,0.0989885702896598628105933169360290739638722766758525844643672201403103581813919061923776,0.0989885702896594930566903277662454593847078807263784818662088702352171215546327183333929547,3.697539029891697836145791643959494741025981583499050932366267591878589846453E-16,1.790138537754634211701296190304286389761381162088702352171215546327183333929547E-13,5.6057377399516434673045061935882683890700223239756293846986931684970685118E-15,1.793836076784525909537441981948245884502407143672201403103581813919061923776E-13,1.793836076784525909537441981948245884502407143672201403103581813919061923776E-13,1.81216485048264833983116363532868008325331618838828763734134199084298685457302784866185706E-12,3.576278625507449584452722330590341604649653605230089708047051278336E-22
3,32,1,0,0,1,fe_geometry,0.098988570289480437569551440901705063879489898681640625,0.0989885702896598628105933169360290739638722766758525844643672201403103581813919061923776,0.0989885702896594930566903277662454593847078807263784818662088702352171215546327183333929547,3.697539029891697836145791643959494741025981583499050932366267591878589846453E-16,1.790554871388868645403955052179820447378568662088702352171215546327183333929547E-13,5.6070387825586260726253151369493123191237332614756293846986931684970685118E-15,1.794252410418760343240100843823779942119594643672201403103581813919061923776E-13,1.794252410418760343240100843823779942119594643672201403103581813919061923776E-13,1.81258543806464508984952301166510035523222323373158352715878461426698425924467752503469051E-12,3.576278625507449584452722330590341604649653605230089708047051278336E-22
3,32,1,0,0,1,reused,0.09898857028965961368793813335287268273532390594482421875,0.0989885702896598628105933169360290739638722766758525844643672201403103581813919061923776,0.0989885702896594930566903277662454593847078807263784818662088702352171215546327183333929547,3.697539029891697836145791643959494741025981583499050932366267591878589846453E-16,1.206312478055866272233506160252184457368837911297647828784453672816666070453E-16,7.7850829744869736372258921365853446364285739756293846986931684970685118E-18,2.491226551835831563912285483707310283657143672201403103581813919061923776E-16,2.491226551835831563912285483707310283657143672201403103581813919061923776E-16,2.51668101129859417022038515772318200926909130050571615821427185682035402168697515047339659E-15,3.576278625507449584452722330590341604649653605230089708047051278336E-22
3,32,1,0,0,1,reused_centered,0.0989885702896605434997212569214752875268459320068359375,0.0989885702896598628105933169360290739638722766758525844643672201403103581813919061923776,0.0989885702896594930566903277662454593847078807263784818662088702352171215546327183333929547,3.697539029891697836145791643959494741025981583499050932366267591878589846453E-16,1.0504430309291552298281421380512804574556337911297647828784453672816666070453E-15,2.12715352481245451941738429267290932297823635243706153013068315029314882E-17,6.806891279399854462135629736553309833530356327798596896418186080938076224E-16,6.806891279399854462135629736553309833530356327798596896418186080938076224E-16,6.87644165329548957313901968899622551965492136643582309800431794578835031182246384280694938E-15,3.576278625507449584452722330590341604649653605230089708047051278336E-22
3,32,0,0,3,3,recursive,1.6640631695913070675629796824068762362003326416015625,1.66406317070026718046240244488763945375542510076916811453349321888210842578583552,1.66406317068690731742297354441170868078338669528823101581349933782342925481009454971614416,1.335986303942890047593077297203840548093709871999388105867917097574097028385584E-11,1.09560024985999386200483244458305405368666851581349933782342925481009454971614416E-9,3.384277688291695442141001030136390561424577681071451473639246904864E-14,1.10896011289942276248076321755509245916760561453349321888210842578583552E-9,6.66417076241614526862612991316297945018281405560847583598599814697427024200087235520611541E-10,6.66417076241614526862612991316297945018281405560847583598599814697427024200087235520611541E-10,2.82688360829724837545027793807786232631442672807155367384219673343959925024038602390120062E-23
3,32,0,0,3,3,direct,1.6640631648363839456550294926273636519908905029296875,1.66406317070026718046240244488763945375542510076916811453349321888210842578583552,1.66406317068690731742297354441170868078338669528823101581349933782342925481009454971614416,1.335986303942890047593077297203840548093709871999388105867917097574097028385584E-11,5.85052337176794405178434502879249619235854351581349933782342925481009454971614416E-9,1.7895151473411172339661486211439619744383180586344888973639246904864E-13,5.86388323480737295226027580176453459783948061453349321888210842578583552E-9,3.52383451425089066333323457287669061743393599596421752659395649965496690986669372098060141E-9,3.52383451425089066333323457287669061743393599596421752659395649965496690986669372098060141E-9,2.82688360829724837545027793807786232631442672807155367384219673343959925024038602390120062E-23
3,32,0,0,3,3,fe_geometry,1.664063164836644848065816404414363205432891845703125,1.66406317070026718046240244488763945375542510076916811453349321888210842578583552,1.66406317068690731742297354441170868078338669528823101581349933782342925481009454971614416,1.335986303942890047593077297203840548093709871999388105867917097574097028385584E-11,5.85026246935715713999734547535049484958510601581349933782342925481009454971614416E-9,1.7894355262440753297342761988288980880938852278239420223639246904864E-13,5.86362233239658604047327624832253325506604311453349321888210842578583552E-9,3.52367772788882177658340126170809446816571025704602307216319516414809111585804162765122733E-9,3.52367772788882177658340126170809446816571025704602307216319516414809111585804162765122733E-9,2.82688360829724837545027793807786232631442672807155367384219673343959925024038602390120062E-23
3,32,0,0,3,3,reused,1.664063170732357210823693094425834715366363525390625,1.66406317070026718046240244488763945375542510076916811453349321888210842578583552,1.66406317068690731742297354441170868078338669528823101581349933782342925481009454971614416,1.335986303942890047593077297203840548093709871999388105867917097574097028385584E-11,4.544989340071955001412603458297683010239398418650066217657074518990545028385584E-11,9.7931000858430937311386906771662672794973405354329776360753095136E-16,3.209003036129064953819526161093842462145688546650678111789157421416448E-11,1.92841419282097312702924831096216570959982558876314340972010591792173612157959304941914916E-11,1.92841419282097312702924831096216570959982558876314340972010591792173612157959304941914916E-11,2.82688360829724837545027793807786232631442672807155367384219673343959925024038602390120062E-23
3,32,0,0,3,3,reused_centered,1.664063170689805470914279794669710099697113037109375,1.66406317070026718046240244488763945375542510076916811453349321888210842578583552,1.66406317068690731742297354441170868078338669528823101581349933782342925481009454971614416,1.335986303942890047593077297203840548093709871999388105867917097574097028385584E-11,2.89815349130625025800141891372634182114398418650066217657074518990545028385584E-12,3.1926603845589142510770733820532420836770979411295223639246904864E-16,1.046170954812265021792935405831206365979311453349321888210842578583552E-11,6.28684639641425272209595868194571410885936396523024189716429502984617975616369271255852222E-12,6.28684639641425272209595868194571410885936396523024189716429502984617975616369271255852222E-12,2.82688360829724837545027793807786232631442672807155367384219673343959925024038602390120062E-23
