family,n,p,amplitude,basis,map,extra,field,derivative,error_l2_ratio,face_rms_ratio,jump_rms_ratio
quad,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xy,1.4280261657374219e-09,1.1837116747384773e-09,1.7960120355305904e-09
quad,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yy,4.3246246176012315e-11,3.14728509087222e-11,4.262586418192355e-11
quad,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxx,1.645224917819855e-12,1.1779722130166924e-12,4.7205647931313034e-11
quad,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxy,3.9184265399215446e-10,2.641202869972825e-10,7.767416737363301e-10
quad,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xyy,6.63745075192569e-09,6.0513230855563705e-09,5.43495048120557e-09
quad,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yyy,1.1170741762054321e-11,9.182105305907525e-12,6.70692875464686e-11
quad,4.0,3.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,xxx,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,xxy,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,xyy,nan,nan,nan
quad,4.0,3.0,0.7,gll,separable,0.0,constant,yyy,nan,nan,nan
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,x,3.5761142406005534e-10,2.3926344575484465e-10,4.3878936416512723e-10
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,y,5.410124870188465e-09,4.278842666672753e-09,1.1659953166119923e-08
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xx,8.960330059302443e-11,4.7654080376197976e-11,9.20165358844932e-11
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xy,6.468397145094896e-08,5.3077687995192566e-08,1.212708978181742e-07
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yy,1.725448661547502e-09,1.063316038618102e-09,1.1610718637063064e-09
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxx,2.1659797927425848e-11,1.278279647293916e-11,1.0677149734202921e-10
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxy,1.6749871927182616e-08,1.1196961552003515e-08,2.4252314062683295e-08
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xyy,4.0702461550480354e-07,3.530801673531853e-07,4.094484649370659e-07
quad,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yyy,4.5451068577428987e-10,2.7666796701101537e-10,2.207154407219055e-09
quad,8.0,3.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
quad,8.0,3.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
quad,8.0,3.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
quad,8.0,3.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
quad,8.0,3.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
quad,8.0,3.0,0.7,gll,separable,0.0,constant,xxx,0.8843565980407486,0.9094482824781509,0.7205172670741881
quad,8.0,3.0,0.7,gll,separable,0.0,constant,xxy,nan,0.9169575492385074,0.975663137255475
quad,8.0,3.0,0.7,gll,separable,0.0,constant,xyy,nan,0.9965811355472358,0.9856285238756571
quad,8.0,3.0,0.7,gll,separable,0.0,constant,yyy,nan,nan,nan
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,x,1.2278349885409873e-10,1.0156135871742843e-10,1.1455874743810931e-10
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,y,2.6321817791593665e-09,2.1484716709097203e-09,2.848412190301156e-09
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xx,4.38770414092924e-11,2.7908225782744415e-11,9.480814907869105e-11
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xy,1.9283688865195748e-08,2.0318809791445825e-08,2.983746783536478e-08
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yy,9.196940819020306e-10,5.915552225008391e-10,1.2470258458282042e-09
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxx,1.502743769711941e-11,1.0384346440401684e-11,1.1350205033140441e-10
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxy,7.840652474064244e-09,5.9430267913579645e-09,4.1683483574453875e-08
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xyy,2.1041537848168923e-07,2.1628244997965927e-07,2.2997732103415475e-07
quad,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yyy,3.0601442603467667e-10,2.0199176281490927e-10,4.434538507594671e-10
quad,4.0,4.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
quad,4.0,4.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
quad,4.0,4.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
quad,4.0,4.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
quad,4.0,4.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
quad,4.0,4.0,0.7,gll,separable,0.0,constant,xxx,nan,1.2693519237427027,1.1625624271113908
quad,4.0,4.0,0.7,gll,separable,0.0,constant,xxy,nan,1.0363412322829846,0.9937356481200099
quad,4.0,4.0,0.7,gll,separable,0.0,constant,xyy,nan,0.9996260021675467,1.0031371124227275
quad,4.0,4.0,0.7,gll,separable,0.0,constant,yyy,nan,nan,nan
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,x,4.708136007921025e-09,3.7018110552811255e-09,4.539334982376293e-09
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,y,1.331768334869807e-07,1.1131889697058825e-07,1.1494768408849641e-07
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xx,1.5739260980532953e-09,9.228405154696497e-10,2.4456964721618888e-09
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xy,1.2763433853803338e-06,1.224917723287861e-06,1.7355492958850719e-06
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yy,4.452750031063437e-08,3.034500379930647e-08,9.748105277677033e-08
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxx,4.907195783248766e-10,2.949892079230703e-10,8.280148160740283e-10
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxy,4.124015202075241e-07,2.919371804626647e-07,9.628991789337786e-07
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xyy,2.154007041671335e-05,2.0416012384909862e-05,6.487299013901478e-05
quad,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yyy,1.3934510513401017e-08,1.0202693432363735e-08,1.6331032156316998e-08
quad,8.0,4.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
quad,8.0,4.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
quad,8.0,4.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
quad,8.0,4.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
quad,8.0,4.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
quad,8.0,4.0,0.7,gll,separable,0.0,constant,xxx,1.0384602755975525,1.1106253211803303,1.1170227306753076
quad,8.0,4.0,0.7,gll,separable,0.0,constant,xxy,1.0235850456453248,1.0488297880974613,0.9827151974890277
quad,8.0,4.0,0.7,gll,separable,0.0,constant,xyy,1.0012307926629171,1.0292101548135033,1.0664830628880353
quad,8.0,4.0,0.7,gll,separable,0.0,constant,yyy,0.9208937498717257,0.8710360217830205,0.9920234699079925
tri,4.0,2.0,0.7,gll,separable,0.0,represented_quadratic,x,1.572802609573786e-11,9.624246856957861e-12,1.3760864666595025e-11
tri,4.0,2.0,0.7,gll,separable,0.0,represented_quadratic,y,1.1035585135040191e-10,7.618413240669032e-11,7.492568081683982e-11
tri,4.0,2.0,0.7,gll,separable,0.0,represented_quadratic,xx,2.9149581310165257e-12,1.5954848212621893e-12,4.210973117939039e-12
tri,4.0,2.0,0.7,gll,separable,0.0,represented_quadratic,xy,9.201150162546989e-11,5.2596041277619753e-11,4.011354261619411e-11
tri,4.0,2.0,0.7,gll,separable,0.0,represented_quadratic,yy,2.849386389000038e-11,1.5811663505329433e-11,2.64557020922752e-11
tri,4.0,2.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
tri,4.0,2.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
tri,4.0,2.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
tri,4.0,2.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
tri,4.0,2.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
tri,8.0,2.0,0.7,gll,separable,0.0,represented_quadratic,x,1.816580382752947e-10,1.2156985444562174e-10,1.506480186710669e-10
tri,8.0,2.0,0.7,gll,separable,0.0,represented_quadratic,y,1.444778718770055e-09,9.867787650908968e-10,9.84510459685523e-10
tri,8.0,2.0,0.7,gll,separable,0.0,represented_quadratic,xx,3.4872460678349536e-11,1.8689033976192136e-11,5.388569486930418e-11
tri,8.0,2.0,0.7,gll,separable,0.0,represented_quadratic,xy,9.863091197876206e-10,5.735744634878587e-10,4.711659454245837e-10
tri,8.0,2.0,0.7,gll,separable,0.0,represented_quadratic,yy,3.142860794768628e-10,1.8284330282940544e-10,3.255508945186551e-10
tri,8.0,2.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
tri,8.0,2.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
tri,8.0,2.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
tri,8.0,2.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
tri,8.0,2.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,x,1.2197468509948302e-10,8.496970180101465e-11,1.252694179996953e-10
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,y,1.2889813631620992e-09,9.34571940837386e-10,1.250229199675495e-09
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xx,3.296927634680908e-11,1.7517195850800475e-11,4.352941874703948e-11
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xy,1.1697604704905162e-09,7.455161638979746e-10,7.935147002498309e-10
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yy,3.4728260198347454e-10,1.942697018248836e-10,3.861699795945278e-10
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxx,7.248765555514394e-12,4.8012009469610006e-12,2.543287180381946e-11
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxy,3.7703163588833137e-10,2.0880023178880634e-10,3.4603457209142643e-10
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xyy,4.727618099566112e-09,2.229897721620154e-09,3.0654229191623052e-09
tri,4.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yyy,6.706741237200808e-11,3.9378965877909694e-11,2.1213594799702876e-10
tri,4.0,3.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,xxx,nan,1.348004048150782,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,xxy,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,xyy,nan,nan,nan
tri,4.0,3.0,0.7,gll,separable,0.0,constant,yyy,nan,nan,nan
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,x,2.631876654670638e-09,1.917624293682809e-09,2.610268575790889e-09
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,y,4.094952468579564e-08,3.098517703639656e-08,4.4878362413339065e-08
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xx,8.729774851729378e-10,5.027098224598485e-10,7.673139693347964e-10
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xy,3.433724727159315e-08,2.233923841678013e-08,1.8497429701046046e-08
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yy,1.2464858685532455e-08,7.248945347737614e-09,7.87288624718945e-09
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxx,1.905126848035168e-10,1.1256895724929305e-10,5.287056557005091e-10
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xxy,1.3236479130056346e-08,7.375432063216317e-09,1.0682781614768574e-08
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,xyy,3.1268234339341567e-07,1.428379226807544e-07,1.6997112064228755e-07
tri,8.0,3.0,0.7,gll,separable,0.0,represented_quadratic,yyy,1.3690694629635427e-09,8.226814692514098e-10,2.9101718360187256e-09
tri,8.0,3.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xxx,0.897540395137355,0.9443160771188481,0.8046068020092804
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xxy,0.82341566139693,0.7684768261498585,0.6459963252259175
tri,8.0,3.0,0.7,gll,separable,0.0,constant,xyy,0.7680082741087964,0.6805263479173209,0.6235969936131254
tri,8.0,3.0,0.7,gll,separable,0.0,constant,yyy,0.6177386960864002,0.5138405828887027,0.5921554775112927
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,x,7.850786397143076e-10,6.114923422715458e-10,7.985559835135835e-10
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,y,1.7861521253155365e-08,1.475524592285848e-08,1.879991240917848e-08
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xx,2.6217991994775985e-10,1.5011719593316244e-10,2.7697757885791947e-10
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xy,9.366813699086318e-09,6.5259503405128884e-09,4.63212479489438e-09
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yy,6.7041530138115745e-09,4.429305827288961e-09,7.3417967684483745e-09
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxx,7.170997635366821e-11,4.583399893556429e-11,1.6335054978140688e-10
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxy,2.8141279170320664e-09,1.5179855884841053e-09,2.1236064219204558e-09
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xyy,8.790218565737611e-08,5.383148924217121e-08,7.890991419696982e-08
tri,4.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yyy,2.1757240095534117e-09,1.4598794820012316e-09,5.063812073313089e-09
tri,4.0,4.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xxx,1.0503851663401946,1.1630062683911147,0.8374376016289062
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xxy,nan,0.799217130108738,0.7044243279924687
tri,4.0,4.0,0.7,gll,separable,0.0,constant,xyy,nan,0.6642498585837994,0.7219104416952845
tri,4.0,4.0,0.7,gll,separable,0.0,constant,yyy,nan,0.8532153127770143,0.9556664875974605
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,x,2.8303967729993487e-08,2.1172622894138626e-08,2.802608859873579e-08
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,y,9.383680795318434e-07,7.309283826211049e-07,8.347227680142913e-07
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xx,1.0047517081255076e-08,5.857959566333995e-09,9.33504119820156e-09
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xy,3.6635017456528744e-07,2.3042330874157812e-07,1.829269085512916e-07
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yy,3.4843843523658366e-07,2.1063372193793237e-07,3.5400689380602976e-07
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxx,2.0090717103765797e-09,1.1926165979858505e-09,3.135245867460076e-09
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xxy,1.3513179354166633e-07,7.916730238522918e-08,8.674176191136345e-08
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,xyy,6.9610548338531275e-06,3.6299021201615493e-06,4.34754021395216e-06
tri,8.0,4.0,0.7,gll,separable,0.0,represented_quadratic,yyy,1.1007917266955348e-07,6.577496486336155e-08,1.1026076654273915e-07
tri,8.0,4.0,0.7,gll,separable,0.0,constant,x,nan,nan,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,y,nan,nan,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xx,nan,nan,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xy,nan,nan,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,yy,nan,nan,nan
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xxx,1.0017471310500814,1.0158379861029283,1.079325986341334
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xxy,0.8282032360301932,0.8057268033986466,0.8006268023474177
tri,8.0,4.0,0.7,gll,separable,0.0,constant,xyy,0.7427374787604207,0.7024895063139566,0.7299779472379962
tri,8.0,4.0,0.7,gll,separable,0.0,constant,yyy,0.9133501196506817,0.8723148674864207,0.8395775733764543
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,x,1.0019347293196292,1.001805105545085,1.0263433795192072
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,y,1.0009007578902358,1.001055367545159,0.9770022894364406
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,xx,1.0012645694740598,1.000140592941351,1.0092345254502428
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,xy,1.0678068295693917,1.0865119265718772,0.7428532424463785
quad,4.0,2.0,1.2,gll,coupled,0.0,sine,yy,1.001374358019193,1.0005003032510202,1.0080684042181178
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1.0010005331880862,1.0007270048178176,0.994095482346005
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1.0019585914957678,1.0012362347593053,0.9844444257751608
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,1.0018700099775106,1.0002425917845932,1.0090929463037421
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,1.0056623658997426,1.0087998112336596,0.9905551936434962
quad,4.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,1.0027303219408141,0.9988522087500099,1.0054223371039375
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,x,1.0027347105129534,1.0069322410259371,0.861314706722222
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,y,1.01353712027753,1.0170663063540952,1.8206270921227714
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,xx,1.0093919636158986,1.0226096285911277,1.0026390231139128
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,xy,1.074495077882734,1.078789045637605,0.8849349637653428
quad,4.0,2.0,1.2,gll,coupled,0.0,exponential,yy,1.0016775397407525,1.001245381024156,1.0184903489842587
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,x,nan,nan,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,y,nan,nan,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,xx,nan,nan,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,xy,nan,nan,nan
quad,4.0,2.0,1.2,gll,coupled,0.0,constant,yy,nan,nan,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,x,1.0004908949110876,1.0005383412754718,1.0286110076348922
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,y,1.0002281524946193,1.000289260033903,0.9771800848908222
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,xx,1.0003122539318632,1.000222930813012,1.0024188687164641
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,xy,1.0305935820365728,1.0473188440918488,0.9222585322950375
quad,8.0,2.0,1.2,gll,coupled,0.0,sine,yy,1.0003473358161605,1.0001888386730116,1.001948896222207
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,x,1.0002361741980252,1.0002653872706149,0.9931002008521749
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,y,1.0004901922468528,1.0005807824710573,0.9911405146626803
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xx,1.0004291397396812,1.0001998514089256,1.0024075781721427
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,xy,1.004647253690363,1.0080706997691522,0.9919933351206217
quad,8.0,2.0,1.2,gll,coupled,0.0,shortwave,yy,1.0006554674496038,1.0001181390951877,1.0018282701209686
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,x,1.0006873834365364,1.0017921454614505,0.86934721465445
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,y,1.0034347725349195,1.0043240990697666,1.6802154847483504
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,xx,1.0023434958404323,1.005960193765575,1.0008855890236805
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,xy,1.0512283669035143,1.0595950986507945,0.9734027560033589
quad,8.0,2.0,1.2,gll,coupled,0.0,exponential,yy,1.0004656477809186,1.000340791683431,1.0044114327128086
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,x,nan,nan,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,y,nan,nan,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,xx,nan,nan,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,xy,nan,nan,nan
quad,8.0,2.0,1.2,gll,coupled,0.0,constant,yy,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,x,1.0047351500597825,1.0013425992614668,0.9990896196236335
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,y,1.0006467881363978,1.000055705017563,1.0011334790092385
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xx,1.0024766965010277,1.0022452681363043,0.9408211101559846
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xy,1.1327232950586936,1.1861991943457109,1.3551023791177006
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,yy,1.0007079094017306,1.0000226942887638,0.947590298934594
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xxx,1.0051044067399146,1.0085110530511487,1.0269963487931357
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xxy,1.0540386864994409,1.0938107626475428,1.1904318242423666
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,xyy,1.3338981443298772,1.411734598098656,0.760386162899698
quad,4.0,3.0,1.2,gll,coupled,0.0,sine,yyy,1.001043300989941,1.0007115408365344,1.008535919131748
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,x,1.0007230948602048,1.0002803868395616,1.002356173843263
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,y,1.001737244272345,1.0001508815051936,0.9933086830820973
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xx,1.0008222664458648,1.00000339302202,0.9869416423942198
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xy,1.0086422614085802,1.0155206694359908,1.0145684044429066
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,yy,1.0006360370341985,0.9977527816091543,0.9611951072353607
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xxx,1.0014964887003723,1.0012421935853117,1.0161632788188082
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xxy,1.0050539775802618,1.0083283297280385,0.9934938242124149
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,xyy,1.0355344182060773,1.0420248374558423,0.98216087902228
quad,4.0,3.0,1.2,gll,coupled,0.0,shortwave,yyy,0.9995056822651059,0.9957550602940954,1.0063077515001095
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,x,1.0009789516029117,1.0012593818296758,1.0062822010648789
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,y,1.0099553476001242,1.0171035953140584,0.9964278521305319
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xx,1.0007826949855716,1.0012183224658158,0.883620750117613
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xy,1.0762373773576206,1.0880758950690934,1.0827176544662611
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,yy,1.0118480430942483,1.026457882753855,0.7965977600111569
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xxx,1.0019195310485898,1.0024975302778136,1.0379389063513653
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xxy,1.007476114826239,1.0127618545695856,1.3312375021764302
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,xyy,1.418093010504765,1.3641244747910501,1.1680814827384367
quad,4.0,3.0,1.2,gll,coupled,0.0,exponential,yyy,1.0409647574507233,1.0784190952376154,1.0100882063794876
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,x,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,y,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xx,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xy,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,yy,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xxx,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xxy,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,xyy,nan,nan,nan
quad,4.0,3.0,1.2,gll,coupled,0.0,constant,yyy,nan,nan,nan
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,x,1.0011859218243966,1.0001670789516885,0.999425704453447
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,y,1.0001486208464834,0.9999860600388137,1.0003278557362578
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xx,1.0005370224091525,1.0003431536768093,0.9385358127146818
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xy,1.0454559749687653,1.0686195045012608,1.3992498961699524
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,yy,1.00015167794251,0.9999623258184465,0.9466356614482454
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xxx,1.0011401460268738,1.0018074117235956,1.0061900415616163
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xxy,1.0168615521175317,1.0288892737938589,0.994338423685476
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,xyy,1.1608468097913822,1.2292642157983726,0.8350521657058068
quad,8.0,3.0,1.2,gll,coupled,0.0,sine,yyy,1.0002028359559598,1.0000551818491301,1.0020132998314006
